# best_L1 average_L1
417.313 471.77
406.575 453.981
389.99 436.279
388.779 419.83
378.083 408.58
369.386 400.019
368.535 392.393
357.597 385.271
353.458 377.18
340.623 372.784
339.45 365.814
329.704 358.519
329.687 351.966
324.909 343.922
321.937 338.032
318.554 331.926
317.633 328.068
308.034 324.628
298.436 322.001
291.656 317.48
286.648 309.862
284.141 301.073
280.756 294.734
275.802 290.491
268.621 286.941
267.027 284.154
263.001 279.801
259.374 275.704
255.397 271.044
255.397 266.636
252.322 263.439
250.907 260.202
249.69 258.406
246.746 255.807
246.043 253.342
241.263 251.406
235.613 250.195
234.23 248.76
233.873 246.764
232.276 243.489
227.238 239.705
227.104 237.036
224.246 234.755
221.931 231.788
218.693 229.447
214.4 227.325
212.374 224.661
209.277 221.476
208.626 217.492
203.926 214.343
202.975 212.043
201.266 209.36
198.896 207.538
197.117 205.106
195.186 203.337
195.186 202.03
193.765 200.949
193.646 199.535
193.02 198.039
192.502 196.505
190.931 195.664
189.616 194.955
188.21 194.484
186.161 194.071
184.61 193.495
182.793 191.951
181.359 190.249
181.359 188.654
180.829 186.988
180.788 185.303
179.821 183.935
179.73 182.608
179.73 181.854
178.04 181.29
173.372 180.886
173.372 180.798
171.543 179.942
171.064 177.941
167.455 176.615
167.455 175.966
165.318 174.494
162.654 172.379
159.659 170.606
157.514 167.881
156.841 164.957
156.841 162.633
154.344 160.876
154.344 159.663
153.265 157.951
151.35 156.511
151.35 155.589
150.147 155.208
149.826 155.35
149.692 155.443
149.264 155.858
149.012 154.595
147.651 155.118
147.58 154.456
146.95 154.641
146.573 153.609
146.46 152.826
144.414 150.495
144.414 149.456
144.099 148.814
143.34 147.833
143.326 146.379
142.564 145.553
141.883 145.054
141.109 144.467
141.091 144.677
140.794 144.03
139.722 143.087
139.117 142.936
139.117 143.037
138.25 142.9
137.741 142.5
137.741 142.459
137.087 140.977
137.087 140.517
137.087 138.746
136.591 138.082
136.573 137.826
134.462 137.564
132.045 136.805
131.343 136.291
131.325 135.437
131.325 134.231
130.758 133.43
130.032 132.422
130.032 131.858
127.835 131.086
127.127 130.578
127.127 130.045
127.127 129.356
126.759 128.893
126.242 128.392
125.134 127.689
124.249 127.184
124.249 126.669
124.248 125.758
123.953 124.939
123.569 124.804
123.039 125.116
122.618 125.17
122.33 124.531
121.93 123.918
121.641 123.803
120.667 122.968
120.378 122.824
120.149 122.309
119.18 121.774
119.043 121.359
116.197 120.627
114.998 119.525
114.481 118.193
114.481 116.848
113.134 115.414
113.134 114.945
113.133 114.749
111.061 114.622
111.061 114.587
111.061 114.917
109.065 113.768
108.427 112.773
108.427 111.277
106.982 109.936
106.982 109.124
106.115 108.355
104.722 107.638
104.722 106.944
103.855 105.989
103.855 105.109
103.698 104.564
103.501 104.43
103.501 104.241
103.336 104.397
103.336 104.236
103.228 103.998
103.228 104.189
102.862 103.897
102.737 103.442
101.784 103.291
101.516 103.155
101.516 103.13
101.427 102.938
101.044 102.616
100.977 101.684
100.337 101.379
100.337 101.309
100.337 101.052
100.105 100.683
100.105 100.489
100.105 100.335
100.105 100.227
98.9598 100.135
98.9598 100.036
98.9598 99.7076
98.5618 99.3408
97.846 99.1555
97.846 99.0287
97.846 99.0648
97.7781 99.5304
97.7781 100.141
97.7781 99.5338
97.5188 99.1349
97.4788 99.0508
97.2495 99.2467
97.2495 99.1295
97.2495 99.3273
97.1649 98.85
97.1649 98.056
96.4414 97.5096
96.3568 97.1653
95.9922 96.881
95.5984 96.5513
95.5984 96.3518
95.3434 96.0906
95.0343 95.8602
95.0343 95.6098
94.5851 95.3492
94.4397 95.0799
94.4397 94.8117
93.9458 94.6376
93.4966 94.4828
93.1892 94.2864
92.8233 93.9625
92.8233 93.6312
92.8233 93.3593
92.6777 94.1022
92.3119 95.2576
92.3119 95.8403
92.283 95.8861
91.7912 94.6222
91.0506 94.296
91.0506 93.3638
90.9925 92.3383
90.7978 91.8069
90.6678 91.3371
90.6678 91.1584
90.5777 90.9691
90.5777 91.027
90.5777 90.9844
90.1104 90.9349
90.1104 90.5867
90.1104 90.4111
89.4991 90.2372
89.4991 90.0692
89.4381 89.8915
89.4381 89.6932
89.3237 89.5634
89.3237 89.4448
89.3237 89.3985
89.1808 89.3603
88.7957 89.3264
88.6691 89.3148
88.0827 89.2072
87.7324 89.0957
87.691 88.7234
87.5944 88.2366
87.1943 87.9494
87.1529 87.8883
87.1529 87.5828
87.1529 87.3727
85.9611 87.2912
85.9611 87.0807
85.4236 86.7539
85.4236 86.3244
85.4236 85.9335
85.4236 85.6575
85.2962 85.4909
85.2962 85.4172
85.2856 85.3796
85.063 85.3357
85.063 85.2822
84.7145 85.2066
84.4812 85.1034
84.4812 84.9697
84.217 84.7881
84.217 84.6321
84.217 84.5098
84.217 84.3515
84.0113 84.248
84.0113 84.1981
83.8817 84.1336
83.6761 84.0647
83.6613 83.9359
83.5628 83.8265
82.6421 83.708
82.3232 83.5167
82.3232 83.1916
