# best_L1 average_L1
431.29 477.68
419.86 463.041
400.497 448.802
393.166 435.967
384.454 420.372
376.839 407.523
365.554 394.724
359.204 386.255
353.335 379.143
350.055 371.847
344.743 363.983
337.432 356.698
332.976 351.784
328.091 344.934
315.991 338.207
307.36 332.913
301.526 325.628
298.926 318.449
295.287 312.531
290.518 306.664
281.725 301.103
279.024 295.349
271.911 289.885
270.166 286.313
263.381 282.354
261.169 278.676
260.62 275.572
257.444 272.934
256.462 271.212
254.227 267.772
253.244 264.777
248.655 261.558
245.182 259.389
244.522 256.109
242.329 253.498
241.627 249.981
239.028 247.95
235.795 246.405
230.073 243.966
225.267 240.541
223.769 237.295
223.498 233.447
223.242 231.21
218.331 229.136
214.003 226.833
212.354 224.536
211.247 221.631
211.247 218.997
208.844 217.022
207.472 215.186
205.28 213.628
202.576 212.637
201.355 210.575
200.649 208.651
199.882 206.041
196.8 204.258
189.055 202.82
189.055 201.312
184.859 198.36
182.982 194.875
181.705 190.926
180.779 187.963
178.582 185.406
177.797 184.011
174.289 183.013
172.316 181.468
169.838 179.426
168.808 176.428
167.961 174.255
167.411 172.152
166.103 170.996
165.231 169.76
163.806 168.635
160.7 167.535
160.7 166.054
160.324 164.681
158.61 163.45
156.61 162.072
156.215 160.642
153.401 159.402
153.401 158.005
150.609 156.161
150.609 154.849
150.609 154.041
149.218 153.625
149.218 152.543
148.731 151.622
148.371 150.724
147.589 150.072
146.182 149.682
146.182 149.543
144.435 148.917
143.549 148.017
142.596 147.013
142.591 145.902
140.405 144.739
140.288 143.971
140.288 143.705
139.797 143.574
138.867 143.777
136.981 143.8
135.105 143.836
135.105 143.676
134.492 142.494
133.496 141.269
133.496 139.988
133.081 139.551
131.529 137.972
131.115 136.749
130.813 135.502
130.643 133.974
129.419 133.941
129.419 133.472
128.506 133.48
128.506 132.76
127.976 131.736
127.491 130.638
126.095 129.686
124.829 129.188
124.299 128.541
123.656 127.171
121.859 126.316
121.265 125.544
121.265 124.533
119.899 123.477
119.899 122.546
119.899 122.086
118.351 121.427
118.351 121.063
118.351 121.115
118.351 121.739
117.967 121.865
117.463 122.133
117.156 121.211
117.156 120.274
116.2 119.015
116.2 118.321
114.032 117.679
113.648 117.544
112.574 116.951
112.367 116.173
112.231 115.388
111.633 114.09
111.31 113.136
110.43 112.567
109.9 112.289
108.262 111.773
107.844 111.837
107.844 111.841
107.844 112.267
107.242 112.311
107.242 111.058
107.242 110.258
106.658 109.366
106.189 108.627
105.408 108.369
104.27 108.465
104.27 107.136
103.561 106.234
103.4 105.545
103.343 104.843
102.36 104.384
102.199 103.753
101.529 103.343
101.529 102.951
100.829 102.637
100.456 102.155
100.456 101.698
100.456 101.335
100.399 101.117
99.7 100.705
99.7 100.848
99.2944 101.271
99.1611 102.122
99.0139 103.418
99.0139 102.742
98.258 101.692
98.11 100.827
97.5981 100.876
97.5981 100.404
96.9585 98.9703
96.9585 98.139
96.8252 97.676
96.2025 97.3024
96.2025 97.1764
95.7567 98.0365
95.7567 99.0235
95.7567 100.504
95.5743 99.2349
95.5743 98.2398
95.3949 96.5733
94.3272 95.9526
93.8128 95.8443
93.6335 95.2237
93.6335 94.5976
92.902 94.1582
92.7948 93.6792
92.0633 93.4252
92.0633 93.0859
91.4146 92.6891
91.4146 92.3568
91.4146 91.906
90.4957 91.6723
90.4957 91.5272
90.4957 91.2375
90.4957 90.9432
90.3086 90.9086
90.3027 90.683
89.9047 90.5005
89.7176 90.3472
89.6345 90.188
89.4473 89.9791
89.4415 89.7911
89.4226 89.6228
88.8316 89.5213
88.8081 89.3801
88.8081 89.1396
88.8081 88.9422
88.8081 88.856
88.8081 88.8263
88.6532 88.808
88.6075 88.7973
88.1762 88.7472
88.1305 88.6461
88.1055 88.498
88.1055 88.3692
88.082 88.2826
87.753 88.2278
87.0519 88.3387
86.13 88.0583
86.13 88.1157
86.0827 87.3964
86.0827 86.7088
85.9254 86.3605
84.6681 86.1695
84.471 85.9543
83.9485 85.5975
83.4746 85.0582
83.1101 84.4576
82.7551 84.1019
82.3905 83.5771
81.6518 83.1605
81.6518 82.7679
81.1512 82.3545
81.1512 81.9608
80.9622 81.6903
80.9622 81.4697
80.9622 81.2231
80.9622 81.097
80.103 80.9773
80.103 80.9101
80.103 80.7848
79.3097 80.4513
79.1904 80.2217
78.9701 79.8332
78.6001 79.4422
78.6001 79.1265
78.5897 78.9257
78.5516 78.738
78.1816 78.6359
78.0491 78.5435
78.0387 78.4156
78.0387 78.2452
78.0275 78.114
78.0275 78.0691
78.0275 78.0483
77.3447 78.0283
77.3335 77.9515
76.6843 77.7874
76.5428 77.6393
76.3056 77.3318
76.2944 77.059
76.2944 76.8259
76.2075 76.6234
76.0966 76.6629
75.9264 76.3757
75.9264 76.3025
75.6397 76.275
75.6397 75.9348
75.6397 75.8159
75.6397 75.713
75.6397 75.6563
75.6397 75.6397
75.387 75.6392
75.387 75.6155
75.387 75.5422
75.387 75.4663
75.387 75.4341
75.387 76.377
75.387 77.2448
75.387 78.2799
75.387 77.8984
75.1328 76.3645
75.1328 75.4787
74.9807 75.2789
74.7573 75.1828
74.6053 75.0789
74.6053 74.9319
74.3674 74.7556
74.1981 74.6504
74.0461 74.512
74.0461 74.3716
74.0461 74.2263
74.0461 74.099
73.9839 74.0487
73.9358 74.0413
73.7835 74.0197
73.6733 74.0299
73.6733 73.9587
73.6733 73.9255
73.6678 73.7815
73.6104 73.6928
73.6104 73.6662
73.6104 73.6489
73.6104 73.6264
73.4954 73.6129
72.8306 73.6002
72.7156 73.5193
72.7156 73.4408
72.7156 73.2739
72.7156 73.0043
72.7156 72.7603
72.7156 72.7177
72.7156 72.7156
72.3985 72.715
72.3985 72.6896
72.3985 72.584
72.3985 72.4745
72.3985 72.4133
72.1444 72.398
72.1444 72.3787
72.1444 72.3019
72.1444 72.2131
72.0002 72.1639
72.0002 72.1305
72.0002 72.0746
71.9298 72.0231
71.7856 71.9931
71.0733 71.9539
71.0733 71.8361
70.8587 71.5749
70.8587 71.3823
70.8587 71.2511
70.8587 71.1734
70.8587 70.9963
70.0444 70.8625
70.0444 70.7863
70.0444 70.5492
70.0444 70.2866
70.0444 70.0909
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
70.0444 70.0444
69.9863 70.0442
69.9863 70.0388
69.9863 70.0193
69.9863 70.0003
69.9725 69.9869
69.9725 69.985
69.9725 69.98
69.6355 69.9734
69.6355 69.9222
69.6355 69.8007
69.6355 69.7048
69.6355 69.6355
69.3691 69.6349
69.3691 69.6126
69.3691 69.5362
69.3691 69.4575
69.3691 69.4004
69.3691 69.3691
69.2145 69.3688
69.2145 69.3574
69.2145 69.3086
69.2145 69.266
69.2145 69.2704
69.2145 69.2225
69.2145 69.2145
69.2145 69.2145
69.2145 69.2145
69.1884 69.2145
69.1884 69.2119
69.1884 69.2031
69.1884 69.1927
69.1884 69.1898
69.1771 69.1884
69.1771 69.1872
69.1771 69.1828
69.1771 69.1786
69.1771 69.1771
69.1771 69.1771
69.1771 69.1771
69.1771 69.1771
69.1771 69.1771
69.1771 69.1771
69.1771 69.1771
69.1771 69.1771
69.1771 69.1771
69.1771 69.1771
69.1771 69.1771
68.7361 69.1762
68.7361 69.126
68.7361 68.9646
68.7361 68.8489
68.7361 68.7468
68.6796 68.736
68.6796 68.7309
68.6796 68.7107
68.6796 68.6874
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.6796 68.6796
68.4307 68.6791
68.4307 68.6497
68.4307 68.5606
68.4307 68.461
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
68.4307 68.4307
