# best_L1 average_L1
415.656 472.694
402.119 452.192
390.74 431.892
379.672 419.827
367.623 406.194
350.786 393.684
347.473 381.497
344.2 370.741
341.838 360.861
333.578 352.069
328.427 347.178
323.045 341.989
318.224 336.793
316.563 330.902
305.207 326.238
301.994 320.679
293.346 314.985
285.458 309.707
279.034 304.172
276.657 297.241
275.553 291.872
273.013 287.046
269.936 283
263.959 279.024
262.571 275.236
258.973 272.339
252.661 269.396
252.661 266.845
251.805 263.366
248.28 259.558
245.115 256.577
242.657 253.837
235.978 250.994
233.838 248.358
233.018 246.135
232.472 242.284
227.928 239.517
227.011 236.917
226.237 234.211
221.937 232.28
218.678 230.248
217.771 227.756
214.653 225.802
211.556 223.401
209.504 220.675
207.449 217.612
204.931 215.948
201.779 213.465
199.221 210.772
199.081 208.374
196.762 205.26
194.162 202.875
189.644 200.293
189.555 197.984
187.73 195.652
187.649 192.351
185.755 190.352
183.837 188.803
183.505 187.679
180.475 186.619
179.583 185.789
178.739 184.294
176.074 183.015
173.169 181.795
172.28 179.86
169.747 177.666
169.747 176.239
168.879 174.372
166.315 173.318
164.494 172.817
164.494 171.77
163.501 171.017
162.445 169.624
161.372 167.666
160.042 165.488
158.267 164.084
157.171 163.172
155.25 162.541
154.725 161.219
154.41 159.017
152.296 157.144
151.296 156.113
150.54 155.134
148.878 153.561
148.079 152.341
146.518 151.585
145.412 150.458
145.383 149.375
144.635 147.7
144.526 147.156
143.253 146.326
142.225 145.704
141.996 145.05
141.718 144.238
137.266 143.5
137.266 142.68
135.621 141.345
135.621 140.12
134.458 139.257
133.091 138.046
133.091 137.934
133.091 137.239
131.761 136.477
131.761 135.909
131.07 134.467
131.07 133.439
130.351 132.562
129.299 131.952
128.683 131.233
127.353 130.621
125.582 130.083
124.655 128.899
124.196 127.558
122.94 126.228
122.215 125.508
120.5 124.687
120.5 123.812
120.12 122.407
119.509 121.32
119.481 120.747
119.481 120.447
118.891 120.076
117.133 119.878
117.133 119.931
116.342 120.472
116.342 121.003
116.342 121.553
116.111 120.415
115.429 120.042
114.654 118.544
114.654 118.15
114.422 117.613
113.928 117.352
113.686 116.621
112.947 115.568
112.947 115.218
112.284 114.255
111.432 113.881
111.432 114.341
111.193 114.578
110.439 114.323
110.07 113.263
110.07 112.96
109.398 112.309
108.819 111.789
108.819 110.889
107.076 110.983
106.451 110.519
106.168 109.308
106.168 108.225
106.04 107.231
104.93 106.62
104.639 106.339
104.639 105.795
102.66 105.326
102.66 104.996
101.985 104.6
101.68 103.79
101.68 103.238
101.599 102.656
101.495 102.333
100.542 102.041
100.462 101.806
100.462 101.494
99.7957 101.266
99.3021 101.096
99.2212 100.611
99.0636 100.09
98.9866 99.734
98.7186 100.071
98.2131 100.456
97.5983 100.178
97.3019 99.7346
96.764 98.8806
96.6415 98.2157
96.1036 97.7666
96.1036 97.355
95.6816 96.9541
95.3852 96.5587
95.3852 96.218
95.3121 95.8135
95.1425 95.5973
95.1425 95.514
94.9417 95.3167
94.8958 95.2343
94.1163 95.1078
93.6326 95.0586
92.9874 94.8279
91.6784 94.3611
91.2289 93.9126
91.1766 93.1341
90.7271 92.2295
90.7271 91.8101
90.4694 91.2884
90.4694 91.1398
90.4502 90.8579
90.0252 91.0477
90.0252 91.3144
89.9478 91.033
89.9478 90.8255
89.8919 90.2316
89.8919 90.0464
89.8919 90.0072
89.8919 89.9259
89.2881 89.8997
89.0381 89.8434
