# best_L1 average_L1
425.894 475.468
414.67 456.978
403.927 441.14
393.314 427.268
380.145 418.461
379.021 411.094
367.774 401.89
363.04 393.512
361.138 384.796
354.366 376.54
338.33 370.139
331.438 364.323
322.344 353.887
322.344 344.811
311.865 336.331
309.757 330.135
304.155 322.234
295.739 316.663
295.413 311.374
286.883 305.972
282.801 301.208
277.312 295.774
269.864 290.914
263.11 285.256
258.401 278.998
252.723 273.207
250.569 266.477
249.127 261.794
242.971 257.614
239.022 253.67
238.169 250.005
236.541 246.246
231.739 242.245
229.052 239.289
225.396 236.97
225.396 234.835
220.667 232.081
219.733 229.908
218.923 228.075
216.422 226.028
213.716 224.116
212.517 222.371
212.124 220.06
209.11 217.934
206.228 216.15
204.28 214.049
202.162 212.946
198.473 211.637
198.473 209.776
197.174 206.697
195.736 203.239
193.847 200.373
192.883 199.401
191.295 197.671
190.153 196.27
183.029 194.974
183.029 193.769
182.408 191.396
181.088 189.104
181.088 186.488
177.531 184.269
176.976 182.585
175.97 181.495
173.813 179.804
173.813 178.353
172.266 176.73
171.265 175.567
171.265 174.696
169.756 173.704
167.04 172.423
167.04 171.632
165.347 170.546
165.347 169.561
162.923 168.541
161.456 167.32
161.456 166.439
159.657 165.26
158.19 163.892
158.19 162.656
156.349 161.113
156.349 159.633
155.065 158.566
154.335 157.746
154.335 157.033
152.039 156.395
150.323 155.27
150.323 154.481
150.323 153.134
150.323 152.166
148.729 151.515
144.275 151.025
142.429 149.909
139.139 148.046
137.309 146.298
137.095 144.127
135.791 142.074
135.791 140.026
134.705 138.576
133.937 137.386
133.682 136.4
131.829 135.998
131.583 134.95
130.711 133.857
130.662 133.28
129.563 132.596
129.269 131.721
128.265 131.116
127.861 130.604
127.861 129.708
126.556 129.193
126.556 128.66
125.151 127.853
125.139 127.319
122.427 126.604
122.427 125.853
121.517 124.588
121.129 123.633
120.075 122.845
120.075 122.402
119.418 121.932
119.086 121.699
118.96 121.541
118.43 121.032
117.792 120.224
117.476 119.929
117.196 119.305
116.348 118.925
115.228 118.239
114.751 117.499
113.559 116.973
113.559 116.133
113.559 115.597
113.559 115.173
113.426 115.245
113.426 114.655
112.895 114.289
112.242 113.74
112.109 113.416
111.659 112.973
111.578 112.588
111.101 112.135
111.101 112.008
110.839 112.138
110.758 112.384
110.281 112.389
110.113 112.031
110.113 112.316
110.104 112.385
110.104 111.961
109.565 111.342
109.556 110.713
109.446 110.251
108.802 109.966
108.794 109.764
108.522 109.641
108.084 109.439
108.084 109.639
108.084 110.41
107.872 111.054
107.581 110.875
107.56 110.703
107.214 110.043
106.736 109.306
105.059 109.065
105.027 108.743
104.456 108.158
104.127 107.417
104.127 107.042
103.808 106.018
103.5 105.02
103.378 104.279
103.367 103.938
103.183 103.754
102.9 103.591
102.684 103.55
102.465 103.552
102.249 103.309
101.468 103.192
101.294 102.968
101.221 102.719
100.887 102.608
100.736 102.767
100.588 102.391
100.439 102.273
100.14 101.476
99.4549 101.267
99.0381 101.181
98.0544 100.603
98.0544 99.8856
98.0544 99.1715
97.868 98.6217
97.794 98.3787
97.4693 98.216
97.418 98.0501
97.0442 97.8864
97.0172 97.7686
96.6501 97.4598
96.6501 97.2195
96.4513 97.0463
95.2606 96.9424
95.2606 96.8024
95.2606 96.3989
94.6678 95.8477
94.6678 95.4981
94.6678 95.2098
94.6678 94.8874
93.8996 94.7544
93.8996 94.6213
93.4301 94.3806
92.9767 94.1235
92.9475 93.9143
92.8735 93.5348
92.2992 93.2971
92.2763 93.0936
92.2471 93.2689
92.2471 93.0988
91.8649 92.9324
90.4466 92.8048
90.4466 92.5434
90.3529 91.9746
89.6629 91.4684
89.6629 90.831
89.6629 90.3902
89.6055 90.4509
89.6055 90.7771
89.6055 90.3618
89.4916 89.8145
89.4916 89.6372
89.4685 89.5661
89.4082 89.5348
88.881 89.495
88.6836 89.4138
88.465 89.2415
88.2676 89.0422
88.2676 88.8552
88.2676 88.5591
87.9134 88.4369
87.9134 88.3056
87.7715 88.211
87.4173 88.0481
87.4173 87.8486
87.4173 87.6634
87.4173 87.607
87.4173 87.9744
86.6227 88.7628
86.2684 90.4221
86.2684 91.1652
85.6893 90.4842
84.2267 89.6356
83.6476 88.1086
83.6476 86.6883
83.6476 84.8378
83.6027 84.1201
83.6027 83.7738
82.9287 83.6481
82.7758 83.5809
82.7309 83.5802
82.7309 83.3912
82.7309 83.0899
82.7309 82.9329
82.5222 82.9479
82.4463 82.7579
82.4463 82.6757
81.4497 82.6917
81.4497 82.6423
81.0833 82.1803
81.0833 81.8409
81.0833 81.6433
81.0833 81.5046
81.0833 81.2216
80.6587 81.1302
80.6587 81.0475
80.4047 80.9233
80.4047 80.7811
80.4047 80.6161
80.4047 80.4877
80.4047 80.4337
80.3223 80.41
80.3223 80.3998
80.074 80.3747
79.9916 80.3289
79.8971 80.2274
79.8147 80.102
79.8147 79.9927
79.7357 79.8932
79.6128 79.8698
79.1052 79.9084
79.1052 79.8822
77.7533 79.5711
77.7533 79.1563
77.2025 78.6808
77.0256 78.084
77.0256 77.5602
77.0256 77.2669
77.0256 77.0632
77.0256 77.0304
77.0256 77.0258
77.0256 77.0256
77.0256 77.0256
77.0256 77.0256
77.0256 77.0256
77.0256 77.0256
76.5093 77.0245
76.5093 76.9781
76.5093 76.9031
76.5093 76.9339
76.5093 76.6372
76.5093 76.5306
76.5093 76.5093
76.5093 76.5093
76.5093 76.5093
76.5093 76.5093
76.5093 76.5093
76.1746 76.5086
76.1746 76.4818
76.1746 76.3908
76.1746 76.2649
76.1746 76.1933
76.1746 76.1746
76.1746 76.1746
76.1746 76.1746
76.1746 76.1746
76.1746 76.1746
76.1746 76.1746
76.0619 76.1743
76.0619 76.1642
76.0619 76.1291
76.0619 76.0876
76.0619 76.0687
76.0619 76.0619
76.0619 76.0619
76.0619 76.0619
76.0619 76.0619
76.0619 76.0619
76.0619 76.0619
76.0619 76.0619
76.0619 76.0619
76.0619 76.0619
75.6706 76.0611
75.6706 76.0236
75.6706 75.9028
75.6706 75.7324
75.6564 75.6705
75.6564 75.6693
75.6564 75.665
75.6564 75.6604
75.6564 75.6569
75.6564 75.6564
75.6564 75.6564
75.6564 75.6564
75.4314 75.656
75.4314 75.6371
75.4314 75.5673
75.4314 75.4845
75.4314 75.4453
75.4314 75.4314
75.4314 75.4314
75.4314 75.4314
75.3433 75.4312
75.3433 75.4226
75.3433 75.3944
75.3433 75.3651
75.3433 75.3466
75.3433 75.3433
75.3433 75.3433
75.3375 75.3433
75.3375 75.3427
74.6803 75.3388
74.6803 75.2614
74.6803 75.0298
74.6803 74.843
74.6803 74.7379
74.6803 74.6803
74.6803 74.6803
74.3243 74.6796
74.3243 74.6468
74.3243 74.5251
74.3243 74.4062
74.3243 74.3243
74.3243 74.3243
74.3243 74.3243
74.3243 74.3243
74.3243 74.3243
74.3243 74.3243
74.3243 74.3243
74.3243 74.3243
74.3243 74.3243
74.3243 74.3243
74.3243 74.3243
74.3243 74.3243
74.3243 74.3243
74.3243 74.3243
74.3243 74.3243
74.2337 74.3241
74.2337 74.3167
74.2337 74.2866
74.2337 74.2564
74.2337 74.2361
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
74.2337 74.2337
73.9792 74.2332
73.9792 74.2074
73.3759 74.1231
73.3759 73.9738
73.3759 73.7078
73.3759 73.505
73.3759 73.3832
73.3759 73.3759
73.3759 73.3759
73.3759 73.3759
73.3759 73.3759
73.3759 73.3759
73.3759 73.3759
73.3759 73.3759
73.3759 73.3759
73.3759 73.3759
72.6515 73.3745
72.6515 73.295
72.5384 73.0509
72.5384 72.7912
72.5371 72.5848
72.5371 72.5499
72.5371 72.5379
72.5371 72.5373
72.5371 72.5371
72.5371 72.5371
72.5371 72.5371
72.5371 72.5371
72.5371 72.5371
72.5371 72.5371
72.5371 72.5371
72.5371 72.5371
72.5371 72.5371
72.5371 72.5371
72.5371 72.5371
72.5371 72.5371
72.5371 72.5371
72.1217 72.5363
72.1217 72.4997
72.1217 72.3381
72.1217 72.2093
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
72.1217 72.1217
70.4258 72.1183
70.4258 71.9656
70.4258 71.4736
70.4258 70.8818
70.4258 70.5808
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
70.4258 70.4258
69.9059 70.4247
69.9059 70.3821
69.9059 70.2386
69.9059 70.0382
69.9059 69.9306
69.9059 69.9059
69.9059 69.9059
69.9059 69.9059
69.9059 69.9059
69.9059 69.9059
69.9059 69.9059
69.9059 69.9059
69.9059 69.9059
69.9059 69.9059
69.9059 69.9059
69.9059 69.9059
69.6597 69.9054
69.6597 69.8862
69.6597 69.7853
69.6597 69.6937
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.6597 69.6597
69.3193 69.6591
69.3193 69.6051
69.3193 69.4393
69.3193 69.3372
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.3193 69.3193
69.304 69.3193
69.304 69.3173
69.304 69.3105
69.304 69.3041
69.304 69.304
69.2212 69.3038
69.2212 69.2919
69.2212 69.2531
69.2212 69.2253
