# best_L1 average_L1
402.449 471.967
401.126 451.371
390.755 432.534
382.598 417.088
368.838 405.163
367.402 395.134
361.4 385.829
352.333 377.581
351.737 369.49
338.065 362.513
338.065 356.123
330.535 350.134
320.763 345.952
316.105 340.545
313.233 333.503
308.196 325.76
296.767 319.703
293.564 314.454
290.686 309.709
286.101 303.59
283.931 297.925
280.643 293.174
278.766 289.988
274.153 286.983
273.309 283.358
270.966 279.865
268.282 276.938
263.735 274.477
256.955 271.725
256.955 268.488
254.242 265.475
246.906 262.558
243.028 259.321
240.508 255.135
239.482 251.136
234.247 248.351
232.108 245.837
231.5 243.223
227.246 239.049
224.958 235.74
221.487 232.639
217.449 229.57
217.449 226.964
214.722 225.754
214.042 224.692
211.054 222.929
210.524 221.733
210.524 219.345
209.202 217.279
207.277 215.416
205.898 212.812
205.898 211.081
200.386 209.265
200.386 207.636
199.977 206.314
197.277 205.706
194.486 204.396
193.898 202.097
191.952 199.774
188.9 197.892
188.337 195.467
186.367 192.858
184.166 190.622
184.166 188.531
181.207 186.826
178.674 185.344
177.651 183.828
177.38 181.818
176.854 180.303
175.49 179.257
174.824 178.065
169.826 177.228
168.782 176.253
166.058 174.2
165.014 172.359
164.96 170.27
164.183 169.004
162.561 167.416
162.542 166.246
158.801 165.298
158.191 163.824
157.48 162.144
154.449 160.762
153.484 159.25
152.702 157.019
151.381 155.153
149.621 154.063
147.611 153.111
146.145 152.775
144.344 151.354
144.344 149.74
142.714 148.037
141.678 146.223
141.058 144.603
140.668 143.555
139.053 142.642
138.652 141.958
138.461 141.338
137.889 140.745
137.233 139.881
136.652 139.095
136.652 138.696
135.692 138.329
135.207 137.531
135.023 136.909
134.063 136.392
133.087 136.317
133.087 135.324
131.433 134.521
130.739 133.76
129.779 133.185
128.213 132.085
128.077 131.09
126.544 130.026
125.892 129.019
124.612 128.108
123.086 127.28
121.911 126.34
121.584 125.065
121.5 123.96
120.347 123.048
119.757 122.226
118.786 121.747
117.071 121.051
116.718 120.156
115.994 118.901
115.827 117.988
114.999 117.415
114.431 117.07
114.291 116.348
113.906 115.696
113.198 115.006
112.673 114.557
112.435 114.104
111.89 113.468
111.454 112.931
110.253 112.462
108.977 112.153
108.977 111.455
108.619 110.676
108.205 109.672
107.754 109.458
107.202 109.091
106.731 108.516
106.53 108.222
106.236 107.93
105.878 107.899
105.298 107.739
104.964 107.034
104.941 106.285
104.607 105.773
104.339 105.49
104.005 105.195
103.493 104.896
103.292 104.521
103.165 104.234
102.281 103.787
102.154 103.551
102.119 103.196
102.119 102.916
101.127 102.598
101.127 102.345
100.7 102.605
100.201 103.432
99.3738 103.319
98.5643 102.801
98.4397 101.299
97.6303 99.6653
97.2785 99.0747
97.2785 98.3525
95.4503 97.8555
95.4503 97.5974
95.4503 97.5091
94.8374 97.7308
94.6863 98.2446
93.4633 98.88
93.4633 99.0531
91.4498 98.8358
91.4498 98.0862
89.7598 96.8954
89.7598 95.5123
89.1469 94.4373
88.4786 92.5798
88.1653 90.8357
87.7771 89.6254
87.7771 88.8807
87.7771 88.3415
87.7771 88.0779
86.6737 87.837
86.6737 87.7042
86.4351 87.4598
86.4351 87.1289
86.4351 86.841
86.4351 86.6909
85.8051 86.4806
85.8051 86.4046
85.8051 86.2317
85.8051 86.0257
85.0383 85.8922
85.0383 85.7769
84.7182 85.5677
84.7182 85.3237
84.1036 85.1431
84.0768 84.878
83.602 84.6205
83.5095 84.3054
82.561 84.0272
81.9669 83.7727
81.9669 83.332
81.9669 82.8985
81.6504 82.5481
81.0467 82.1731
80.7813 82.0024
80.5747 81.7539
79.8163 81.4665
79.5584 80.9946
79.4943 80.5063
79.3452 80.0229
79.2811 79.7993
78.8131 79.5694
78.5999 79.3622
78.5358 79.1323
78.493 78.9165
78.4206 78.7517
78.3137 78.5824
77.9971 78.4748
77.775 78.385
77.775 78.2284
77.7537 78.0258
77.5316 77.8582
77.5316 77.7763
77.5316 77.6723
77.5316 77.5854
77.3555 77.5481
77.0506 77.5185
77.0506 77.4509
77.0506 77.3144
76.8466 77.2013
76.8466 77.0703
76.7961 76.9661
76.78 76.8975
76.6334 76.8539
76.5072 76.8097
76.491 76.7509
76.491 76.69
76.4405 76.606
76.4405 76.5109
75.8414 76.4716
75.8414 76.4222
75.7082 76.2827
75.7082 76.1174
75.7082 75.9792
75.6577 75.7606
75.6577 75.723
75.4928 75.6917
75.4928 75.6659
75.4928 75.6169
75.4423 75.6056
75.0483 75.6434
74.9978 75.5085
74.8769 75.3225
74.8264 75.1907
74.8264 75.0048
74.8264 74.892
74.8069 74.8453
74.7564 74.8254
74.7564 74.8067
74.7564 74.7841
74.7564 74.7695
74.7564 74.7573
74.7564 74.7564
73.9104 74.7547
73.9104 74.7329
73.9104 75.4406
73.9104 76.4044
73.9104 76.8476
73.9104 75.5738
73.9104 74.5568
73.9104 73.9846
73.6906 73.9295
73.6906 73.8976
73.6906 73.8475
73.6725 73.918
73.6725 73.836
73.6725 73.7425
73.5749 73.6793
73.5749 73.6677
73.5749 73.6417
73.5749 74.2794
73.5749 75.8526
73.5749 75.6694
73.5749 75.7402
73.3746 74.7394
73.3746 73.6732
73.3746 73.5023
73.3746 73.4368
73.3746 73.4031
73.3311 73.3746
73.3311 73.3716
73.3311 73.3598
73.3311 73.3454
73.3311 73.3367
73.3311 73.3322
73.3311 73.3313
73.3165 73.331
73.3165 73.3297
73.3165 73.3251
73.3165 73.3201
73.3165 73.3173
73.3165 73.3165
73.234 73.3163
73.234 73.3092
73.234 73.2831
73.234 73.2528
73.1657 73.2365
73.0832 73.2306
72.6942 73.2705
72.6942 73.3009
72.6512 73.3141
72.6512 73.0916
72.6512 72.8884
72.6512 72.6841
72.6081 72.6563
