#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         101     1.59599     1.59611  0.00010752
         102     1.59676     1.59611 0.000106654
         103      1.5963     1.59611 0.000105633
         104     1.59691     1.59612 0.000104896
         105     1.59607     1.59612 0.000103898
         106     1.59684     1.59613 0.000103139
         107      1.5964     1.59613 0.000102207
         108     1.59648     1.59613 0.000101311
         109     1.59681     1.59614  0.00010057
         110     1.59683     1.59615 9.98498e-05
         111      1.5966     1.59615 9.90356e-05
         112     1.59676     1.59616 9.83015e-05
         113     1.59713     1.59616 9.78047e-05
         114     1.59689     1.59617 9.71558e-05
         115     1.59655     1.59617 9.63667e-05
         116     1.59648     1.59618 9.55712e-05
         117     1.59702     1.59618 9.50286e-05
         118     1.59621     1.59618 9.42236e-05
         119     1.59663     1.59619 9.35066e-05
         120     1.59694     1.59619 9.29343e-05
         121     1.59681      1.5962 9.23069e-05
         122     1.59676      1.5962 9.16658e-05
         123     1.59643     1.59621 9.09395e-05
         124     1.59684     1.59621 9.03505e-05
         125     1.59691     1.59622 8.97991e-05
         126     1.59682     1.59622 8.92135e-05
         127     1.59688     1.59623 8.86613e-05
         128     1.59587     1.59622 8.80123e-05
         129     1.59653     1.59623 8.73629e-05
         130       1.597     1.59623 8.68938e-05
         131      1.5966     1.59624 8.62766e-05
         132     1.59687     1.59624 8.57555e-05
         133     1.59657     1.59624 8.51465e-05
         134     1.59657     1.59624 8.45471e-05
         135      1.5972     1.59625 8.42188e-05
         136     1.59669     1.59626 8.36605e-05
         137     1.59655     1.59626 8.30784e-05
         138       1.596     1.59626 8.24977e-05
         139     1.59638     1.59626 8.19092e-05
         140     1.59658     1.59626  8.1357e-05
         141     1.59653     1.59626 8.08026e-05
         142      1.5969     1.59627 8.03577e-05
         143     1.59676     1.59627 7.98693e-05
         144     1.59651     1.59627 7.93319e-05
         145     1.59686     1.59627 7.88884e-05
         146     1.59662     1.59628 7.83842e-05
         147     1.59699     1.59628 7.79999e-05
         148     1.59677     1.59628 7.75433e-05
         149     1.59649     1.59629  7.7035e-05
         150     1.59656     1.59629 7.65423e-05
         151     1.59643     1.59629  7.6041e-05
         152     1.59705     1.59629 7.57051e-05
         153     1.59681      1.5963  7.5285e-05
         154     1.59682      1.5963 7.48727e-05
         155      1.5964      1.5963 7.43926e-05
         156     1.59686      1.5963 7.40011e-05
         157     1.59654     1.59631 7.35444e-05
         158     1.59682     1.59631 7.31497e-05
         159     1.59601     1.59631  7.2714e-05
         160     1.59683     1.59631 7.23335e-05
         161     1.59681     1.59631 7.19494e-05
         162     1.59618     1.59631 7.15102e-05
         163     1.59646     1.59631 7.10771e-05
         164     1.59688     1.59632 7.07271e-05
         165     1.59656     1.59632 7.03135e-05
         166     1.59672     1.59632 6.99304e-05
         167     1.59626     1.59632 6.95125e-05
         168     1.59716     1.59633 6.92767e-05
         169     1.59697     1.59633 6.89699e-05
         170     1.59684     1.59633 6.86294e-05
         171     1.59659     1.59633 6.82447e-05
         172     1.59673     1.59634 6.78871e-05
         173     1.59646     1.59634 6.74982e-05
         174     1.59681     1.59634 6.71659e-05
         175     1.59689     1.59634  6.6855e-05
         176     1.59665     1.59635  6.6498e-05
         177      1.5965     1.59635 6.61284e-05
         178     1.59672     1.59635 6.57906e-05
         179     1.59625     1.59635 6.54255e-05
         180     1.59667     1.59635 6.50863e-05
         181     1.59696     1.59635 6.48133e-05
         182     1.59612     1.59635 6.44698e-05
         183     1.59644     1.59635 6.41194e-05
         184     1.59633     1.59635  6.3771e-05
         185      1.5963     1.59635 6.34269e-05
         186     1.59698     1.59635 6.31751e-05
         187     1.59663     1.59636 6.28538e-05
         188     1.59678     1.59636 6.25594e-05
         189     1.59648     1.59636 6.22318e-05
         190      1.5965     1.59636 6.19087e-05
         191     1.59678     1.59636 6.16234e-05
         192      1.5966     1.59636 6.13153e-05
         193     1.59656     1.59636 6.10059e-05
         194     1.59665     1.59637  6.0709e-05
         195     1.59648     1.59637 6.04006e-05
         196     1.59647     1.59637 6.00946e-05
         197     1.59633     1.59637 5.97899e-05
         198     1.59656     1.59637 5.94963e-05
         199     1.59643     1.59637 5.91981e-05
         200     1.59666     1.59637   5.892e-05
         201     1.59687     1.59637 5.86804e-05
         202     1.59612     1.59637 5.84032e-05
         203     1.59671     1.59637  5.8139e-05
         204     1.59635     1.59637 5.78541e-05
         205     1.59679     1.59637 5.76073e-05
         206     1.59636     1.59637 5.73277e-05
         207     1.59671     1.59638  5.7073e-05
         208     1.59672     1.59638 5.68225e-05
         209     1.59671     1.59638 5.65726e-05
         210     1.59686     1.59638 5.63503e-05
         211     1.59672     1.59638 5.61056e-05
         212     1.59649     1.59638 5.58432e-05
         213     1.59661     1.59638 5.55907e-05
         214     1.59623     1.59638 5.53356e-05
         215     1.59634     1.59638 5.50786e-05
         216      1.5964     1.59638 5.48236e-05
         217     1.59707     1.59639 5.46615e-05
         218     1.59642     1.59639  5.4411e-05
         219     1.59666     1.59639 5.41764e-05
         220     1.59626     1.59639 5.39334e-05
         221     1.59669     1.59639 5.37062e-05
         222     1.59612     1.59639 5.34778e-05
         223     1.59645     1.59639 5.32387e-05
         224     1.59688     1.59639  5.3046e-05
         225     1.59673     1.59639 5.28313e-05
         226     1.59688     1.59639 5.26409e-05
         227     1.59684      1.5964 5.24455e-05
         228     1.59689      1.5964 5.22601e-05
         229     1.59628      1.5964 5.20343e-05
         230     1.59654      1.5964 5.18119e-05
         231     1.59621      1.5964 5.15942e-05
         232     1.59649      1.5964 5.13734e-05
         233     1.59665      1.5964 5.11645e-05
         234     1.59688      1.5964 5.09878e-05
         235      1.5966      1.5964 5.07782e-05
         236     1.59619      1.5964 5.05706e-05
         237     1.59727      1.5964 5.04896e-05
         238     1.59673     1.59641 5.02961e-05
         239     1.59675     1.59641 5.01062e-05
         240     1.59662     1.59641 4.99055e-05
         241     1.59707     1.59641 4.97749e-05
         242     1.59681     1.59641 4.95971e-05
         243     1.59583     1.59641 4.94511e-05
         244      1.5967     1.59641  4.9263e-05
         245     1.59715     1.59641 4.91547e-05
         246     1.59617     1.59641 4.89652e-05
         247     1.59674     1.59641 4.87849e-05
         248     1.59594     1.59641  4.8626e-05
         249     1.59707     1.59642 4.85027e-05
         250     1.59591     1.59641 4.83516e-05
         251     1.59595     1.59641 4.81938e-05
         252     1.59667     1.59641 4.80136e-05
         253     1.59779     1.59642 4.81329e-05
         254     1.59586     1.59642 4.79932e-05
         255     1.59701     1.59642 4.78622e-05
         256      1.5967     1.59642 4.76876e-05
         257     1.59722     1.59642 4.76039e-05
         258      1.5965     1.59642 4.74204e-05
         259     1.59644     1.59642 4.72374e-05
         260     1.59608     1.59642 4.70741e-05
         261     1.59669     1.59642 4.69048e-05
         262      1.5968     1.59642 4.67476e-05
         263     1.59706     1.59643 4.66331e-05
         264     1.59647     1.59643 4.64568e-05
         265     1.59616     1.59643 4.62924e-05
         266     1.59702     1.59643 4.61731e-05
         267     1.59661     1.59643 4.60051e-05
         268     1.59667     1.59643 4.58419e-05
         269     1.59682     1.59643 4.56944e-05
         270     1.59666     1.59643 4.55328e-05
         271     1.59647     1.59643  4.5365e-05
         272     1.59658     1.59643 4.52015e-05
         273     1.59697     1.59643 4.50793e-05
         274     1.59625     1.59643 4.49197e-05
         275     1.59662     1.59643 4.47612e-05
         276     1.59691     1.59644 4.46325e-05
         277     1.59687     1.59644 4.44988e-05
         278     1.59636     1.59644 4.43396e-05
         279     1.59624     1.59644 4.41861e-05
         280     1.59693     1.59644  4.4063e-05
         281     1.59717     1.59644 4.39825e-05
         282     1.59644     1.59644 4.38265e-05
         283     1.59676     1.59644 4.36866e-05
         284     1.59651     1.59644 4.35333e-05
         285     1.59666     1.59644  4.3387e-05
         286     1.59608     1.59644 4.32541e-05
         287     1.59591     1.59644 4.31436e-05
         288     1.59665     1.59644 4.30001e-05
         289     1.59629     1.59644 4.28547e-05
         290       1.597     1.59644 4.27508e-05
         291     1.59739     1.59645 4.27282e-05
         292     1.59649     1.59645 4.25821e-05
         293     1.59656     1.59645 4.24385e-05
         294     1.59654     1.59645 4.22954e-05
         295     1.59664     1.59645 4.21572e-05
         296     1.59714     1.59645 4.20804e-05
         297     1.59692     1.59645 4.19689e-05
         298     1.59671     1.59645 4.18369e-05
         299     1.59651     1.59645 4.16974e-05
         300     1.59646     1.59645 4.15584e-05
         301     1.59669     1.59645 4.14281e-05
         302     1.59691     1.59645 4.13182e-05
         303     1.59659     1.59645 4.11842e-05
         304     1.59638     1.59645 4.10494e-05
         305     1.59656     1.59645 4.09163e-05
         306     1.59631     1.59645 4.07851e-05
         307     1.59682     1.59646 4.06696e-05
         308     1.59647     1.59646 4.05375e-05
         309     1.59652     1.59646 4.04069e-05
         310      1.5963     1.59646 4.02795e-05
         311     1.59694     1.59646 4.01804e-05
         312     1.59686     1.59646 4.00722e-05
         313     1.59667     1.59646 3.99499e-05
         314      1.5962     1.59646 3.98314e-05
         315     1.59605     1.59646 3.97257e-05
         316     1.59709     1.59646 3.96505e-05
         317     1.59695     1.59646  3.9556e-05
         318      1.5967     1.59646 3.94385e-05
         319     1.59674     1.59646 3.93246e-05
         320     1.59678     1.59646  3.9214e-05
         321     1.59656     1.59646 3.90929e-05
         322      1.5964     1.59646  3.8972e-05
         323     1.59664     1.59646 3.88552e-05
         324     1.59681     1.59646 3.87499e-05
         325     1.59639     1.59646 3.86314e-05
         326     1.59671     1.59647 3.85204e-05
         327     1.59687     1.59647 3.84225e-05
         328     1.59668     1.59647 3.83108e-05
         329     1.59706     1.59647 3.82361e-05
         330      1.5964     1.59647 3.81208e-05
         331     1.59668     1.59647 3.80112e-05
         332     1.59677     1.59647 3.79074e-05
         333     1.59635     1.59647 3.77952e-05
         334     1.59655     1.59647 3.76829e-05
         335     1.59694     1.59647 3.75962e-05
         336      1.5972     1.59647 3.75461e-05
         337     1.59704     1.59648 3.74719e-05
         338     1.59667     1.59648 3.73657e-05
         339     1.59654     1.59648 3.72559e-05
         340     1.59625     1.59648 3.71521e-05
         341     1.59654     1.59648 3.70437e-05
         342     1.59638     1.59648 3.69365e-05
         343     1.59697     1.59648  3.6857e-05
         344      1.5966     1.59648 3.67517e-05
         345     1.59704     1.59648  3.6681e-05
         346     1.59611     1.59648 3.65906e-05
         347     1.59634     1.59648 3.64873e-05
         348     1.59678     1.59648 3.63925e-05
         349     1.59685     1.59648 3.63036e-05
         350     1.59589     1.59648 3.62387e-05
         351     1.59649     1.59648 3.61355e-05
         352     1.59653     1.59648 3.60331e-05
         353     1.59638     1.59648  3.5932e-05
         354     1.59678     1.59648 3.58405e-05
         355     1.59641     1.59648 3.57401e-05
         356     1.59688     1.59648 3.56576e-05
         357     1.59607     1.59648 3.55757e-05
         358     1.59691     1.59648 3.54968e-05
         359     1.59645     1.59648  3.5398e-05
         360     1.59644     1.59648 3.52998e-05
         361     1.59648     1.59648 3.52021e-05
         362     1.59651     1.59648 3.51049e-05
         363     1.59673     1.59648 3.50149e-05
         364     1.59697     1.59648 3.49441e-05
         365     1.59673     1.59648 3.48549e-05
         366     1.59631     1.59648 3.47627e-05
         367     1.59584     1.59648 3.47118e-05
         368     1.59696     1.59648 3.46417e-05
         369     1.59686     1.59648 3.45632e-05
         370     1.59656     1.59648 3.44705e-05
         371     1.59639     1.59648 3.43785e-05
         372     1.59655     1.59648 3.42865e-05
         373     1.59633     1.59648 3.41969e-05
         374     1.59689     1.59648 3.41231e-05
         375     1.59671     1.59648 3.40377e-05
         376     1.59648     1.59648 3.39472e-05
         377     1.59641     1.59648 3.38577e-05
         378     1.59646     1.59648 3.37682e-05
         379     1.59682     1.59648 3.36906e-05
         380     1.59678     1.59648  3.3611e-05
         381     1.59671     1.59649  3.3528e-05
         382      1.5967     1.59649  3.3445e-05
         383     1.59691     1.59649 3.33764e-05
         384     1.59676     1.59649 3.32968e-05
         385     1.59689     1.59649 3.32268e-05
         386     1.59686     1.59649 3.31547e-05
         387     1.59677     1.59649 3.30772e-05
         388     1.59663     1.59649  3.2994e-05
         389     1.59653     1.59649 3.29093e-05
         390     1.59643     1.59649 3.28253e-05
         391     1.59746     1.59649 3.28354e-05
         392     1.59647     1.59649 3.27517e-05
         393     1.59641     1.59649  3.2669e-05
         394     1.59621     1.59649  3.2594e-05
         395     1.59647     1.59649 3.25115e-05
         396     1.59674     1.59649 3.24355e-05
         397     1.59659     1.59649 3.23547e-05
         398     1.59708     1.59649 3.23065e-05
         399     1.59646     1.59649 3.22257e-05
         400     1.59667     1.59649  3.2148e-05
         401     1.59665      1.5965   3.207e-05
         402      1.5964      1.5965 3.19911e-05
         403     1.59675      1.5965 3.19179e-05
         404     1.59708      1.5965 3.18711e-05
         405     1.59701      1.5965 3.18173e-05
         406     1.59662      1.5965 3.17404e-05
         407     1.59624      1.5965 3.16687e-05
         408     1.59695      1.5965 3.16105e-05
         409     1.59686      1.5965 3.15458e-05
         410     1.59695      1.5965 3.14876e-05
         411     1.59638      1.5965 3.14125e-05
         412     1.59664      1.5965 3.13381e-05
         413     1.59655      1.5965 3.12624e-05
         414     1.59653      1.5965  3.1187e-05
         415     1.59682      1.5965 3.11211e-05
         416     1.59672      1.5965 3.10507e-05
         417     1.59602      1.5965 3.09974e-05
         418     1.59586      1.5965 3.09611e-05
         419      1.5971      1.5965 3.09198e-05
         420      1.5963      1.5965 3.08497e-05
         421     1.59715      1.5965 3.08154e-05
         422     1.59624      1.5965 3.07488e-05
         423     1.59686      1.5965 3.06878e-05
         424     1.59689      1.5965  3.0629e-05
         425     1.59608      1.5965 3.05734e-05
         426     1.59675      1.5965  3.0507e-05
         427     1.59673      1.5965 3.04401e-05
         428     1.59659      1.5965 3.03697e-05
         429     1.59673      1.5965 3.03036e-05
         430     1.59702     1.59651 3.02571e-05
         431     1.59643     1.59651 3.01874e-05
         432      1.5959      1.5965   3.015e-05
         433     1.59683      1.5965 3.00899e-05
         434     1.59642      1.5965 3.00213e-05
         435     1.59695     1.59651   2.997e-05
         436     1.59725     1.59651 2.99501e-05
         437     1.59672     1.59651 2.98856e-05
         438     1.59724     1.59651  2.9864e-05
         439     1.59665     1.59651 2.97977e-05
         440     1.59628     1.59651 2.97344e-05
         441     1.59685     1.59651  2.9677e-05
         442     1.59668     1.59651 2.96124e-05
         443     1.59696     1.59651 2.95628e-05
         444     1.59661     1.59651 2.94972e-05
         445     1.59685     1.59651 2.94408e-05
         446     1.59701     1.59651 2.93962e-05
         447     1.59714     1.59652 2.93639e-05
         448     1.59647     1.59651 2.92986e-05
         449     1.59646     1.59651 2.92336e-05
         450     1.59655     1.59651 2.91687e-05
         451     1.59713     1.59652 2.91356e-05
         452     1.59657     1.59652 2.90714e-05
         453     1.59663     1.59652 2.90082e-05
         454     1.59639     1.59652 2.89456e-05
         455     1.59663     1.59652 2.88831e-05
         456     1.59661     1.59652 2.88206e-05
         457      1.5966     1.59652  2.8758e-05
         458     1.59646     1.59652 2.86955e-05
         459     1.59661     1.59652 2.86337e-05
         460      1.5963     1.59652 2.85754e-05
         461     1.59728     1.59652 2.85616e-05
         462     1.59612     1.59652 2.85128e-05
         463     1.59671     1.59652 2.84544e-05
         464     1.59609     1.59652 2.84082e-05
         465     1.59711     1.59652 2.83759e-05
         466     1.59701     1.59652 2.83349e-05
         467     1.59594     1.59652 2.83017e-05
         468     1.59657     1.59652 2.82414e-05
         469     1.59635     1.59652 2.81833e-05
         470     1.59679     1.59652 2.81292e-05
         471      1.5971     1.59652 2.80964e-05
         472     1.59681     1.59652 2.80435e-05
         473     1.59661     1.59652 2.79849e-05
         474     1.59627     1.59652 2.79307e-05
         475     1.59651     1.59652  2.7872e-05
         476     1.59653     1.59652 2.78134e-05
         477     1.59712     1.59652 2.77832e-05
         478     1.59683     1.59652 2.77327e-05
         479     1.59608     1.59652 2.76899e-05
         480     1.59728     1.59652 2.76768e-05
         481     1.59652     1.59652 2.76193e-05
         482     1.59701     1.59652 2.75805e-05
         483     1.59675     1.59652 2.75276e-05
         484      1.5962     1.59652 2.74787e-05
         485     1.59653     1.59652 2.74221e-05
         486     1.59646     1.59652  2.7366e-05
         487      1.5966     1.59652 2.73102e-05
         488     1.59619     1.59652 2.72625e-05
         489      1.5966     1.59652 2.72073e-05
         490     1.59684     1.59652 2.71593e-05
         491     1.59637     1.59652 2.71056e-05
         492      1.5961     1.59652 2.70644e-05
         493     1.59651     1.59652 2.70096e-05
         494     1.59628     1.59652 2.69593e-05
         495     1.59628     1.59652 2.69094e-05
         496     1.59695     1.59652 2.68687e-05
         497     1.59671     1.59652 2.68173e-05
         498     1.59694     1.59652 2.67763e-05
         499     1.59637     1.59652 2.67244e-05
         500     1.59641     1.59652  2.6672e-05
