# best_L1 average_L1
420.961 476.662
409.203 457.126
401.989 440.443
383.265 424.34
377.238 410.878
363.655 399.232
362.832 386.112
351.846 378.441
344.186 369.314
329.479 361.745
324.239 354.642
322.732 346.839
318.637 335.335
314.557 328.904
309.193 324.907
302.709 321.324
300.338 315.344
293.879 311.69
289.248 306.853
282.627 302.35
282.464 297.492
279.15 293.455
274.7 289.747
272.322 285.715
270.515 281.927
270.015 280.205
266.964 276.395
262.043 273.602
260.236 271.975
257.434 269.004
254.782 265.889
250.852 262.152
244.425 259.211
240.349 256.125
235.989 252.5
235.989 248.941
231.913 245.297
229.091 242.256
225.681 239.6
222.917 234.892
219.771 231.072
217.024 227.966
216.878 224.963
211.914 222.443
211.539 220.233
206.632 217.487
200.174 213.797
200.174 211.01
194.183 207.69
194.183 204.447
193.368 201.463
193.368 200.057
190.933 198.495
190.933 195.684
189.669 193.454
189.12 193.201
186.78 192.625
186.12 190.762
183.231 189.403
183.214 188.227
179.69 186.422
178.395 184.351
178.395 183.465
172.825 182.019
172.825 180.968
170.441 179.435
169.205 176.876
167.059 175.018
165.86 172.627
165.736 170.789
164.537 168.765
162.692 167.689
161.369 166.316
160.605 164.904
160.605 163.269
160.023 162.41
158.857 161.967
158.556 161.437
156.545 160.749
155.815 160.139
155.815 159.133
154.339 157.904
152.778 157.445
152.778 156.24
150.303 154.949
150.303 153.927
149.822 152.659
148.012 151.422
148.012 150.708
147.533 149.795
146.981 149.349
146.393 148.698
145.913 148.297
145.283 147.775
144.804 147.088
144.804 146.985
144.203 146.798
142.641 145.678
139.413 145.167
137.894 144.46
137.26 144.131
137.26 142.268
136.595 140.175
136.501 138.815
135.651 137.93
134.986 137.352
134.606 136.536
133.979 136.118
132.196 135.903
131.532 135.508
131.393 134.458
130.668 133.188
130.489 132.299
129.015 131.599
128.166 131.166
128.111 130.614
128.111 130.237
128.082 129.919
127.433 129.504
127.396 129.062
126.492 128.403
125.814 128.237
125.221 127.51
122.394 126.882
121.716 126.089
121.716 125.106
121.518 123.651
