# best_L1 average_L1
429.783 475.617
417.306 455.857
403.709 440.245
387.372 427.161
380.074 413.599
378.441 401.405
370.714 390.762
365.18 384.066
359.674 379.166
356.222 374.572
355.664 369.376
351.164 366.975
347.033 362.394
337.833 358.856
335.471 355.375
332.195 350.075
332.195 344.109
330.372 339.341
324.472 335.832
321.409 333.291
318.904 330.916
316.748 327.646
314.133 324.535
307.718 322.3
306.097 318.788
299.098 314.041
295.467 310.472
295.008 305.631
290.628 302.153
286.881 299.032
285.15 296.114
279.966 292.501
274.332 289.427
270.014 284.821
268.877 280.846
264.097 276.721
258.763 273.346
257.077 270.406
254.183 266.182
249.288 262.676
245.582 258.189
245.286 254.919
242.735 252.275
238.566 249.464
234.484 247.054
230.082 243.496
228.241 239.66
227.606 236.272
225.062 232.257
225.062 230.262
221.675 228.45
218.144 227.367
215.089 226.203
214.45 223.751
213.415 221.55
211.705 219.169
211.398 217.259
210.759 216.204
204.893 215.405
203.19 214.375
201.316 211.959
200.954 209.637
200.954 207.166
199.56 206.305
197.592 205.359
193.233 203.576
191.18 201.098
189.107 198.951
186.993 196.956
186.077 195.034
183.016 192.143
183.016 189.652
181.448 188.186
181.006 185.42
178.459 184.03
177.602 182.741
177.245 181.921
174.319 180.673
174.319 179.231
174.319 178.17
171.749 176.829
171.749 175.816
169.92 174.303
168.998 173.332
168.998 172.18
165.821 170.997
164.899 169.865
163.82 168.595
163.82 166.968
162.658 166.124
162.581 164.874
160.939 163.806
159.999 163.079
159.999 162.671
159.744 161.913
158.219 161.372
157.434 161.238
157.18 160.903
155.441 161.53
155.441 161.846
148.814 162.525
148.814 160.749
148.814 158.509
145.192 156.614
145.192 153.611
142.028 149.657
142.028 147.727
140.795 145.658
140.795 144.506
139.363 142.825
139.265 141.974
138.072 140.768
137.974 140.146
137.397 140.517
136.424 140.809
135.271 141.234
135.073 140.803
135.073 139.946
134.668 138.555
134.186 137.1
133.682 135.388
133.324 134.68
132.795 134.116
132.358 133.816
131.567 133.423
131.066 132.968
130.628 132.359
129.13 131.692
128.842 131.18
128.289 130.556
126.692 130.005
126.117 129.23
125.36 128.397
125.342 127.303
125.228 126.671
125.074 126.375
124.328 125.811
121.238 125.621
121.238 125.111
118.195 124.167
118.195 122.313
117.103 120.262
117.103 119.158
116.385 118.365
116.385 117.794
115.826 117.336
115.826 116.867
115.826 116.427
115.826 116.105
114.957 115.983
114.141 116.243
114.141 116.735
114.141 116.948
113.331 116.42
113.331 115.369
113.331 115.206
112.76 114.498
112.76 114.033
112.76 113.769
112.256 113.869
112.126 113.116
112.126 113.464
112.126 113.46
112.126 114.265
112.057 115.599
111.318 115.607
111.318 115.909
111.318 115.923
111.21 115.09
110.968 113.085
110.393 113.224
110.047 112.885
109.968 111.798
109.151 111.001
108.752 110.183
108.644 109.624
107.827 109.373
107.588 108.799
105.963 108.326
105.146 107.808
104.838 106.86
104.838 105.997
104.689 105.444
101.329 105.157
101.329 104.906
101.329 103.992
101.329 102.843
100.93 102.152
100.93 102.125
100.93 102.386
100.366 102.135
100.366 101.818
100.366 101.544
99.1188 101.559
98.9885 100.623
98.6001 100.185
97.3544 99.6399
97.2241 98.9063
97.2241 98.083
97.2241 97.5826
96.8511 97.6187
96.8511 99.2298
96.7173 100.496
96.7173 99.7113
96.7173 99.3729
96.6113 98.5012
96.6113 99.2243
96.4775 99.0291
96.0621 98.9095
96.0621 97.8985
96.0621 97.5327
96.0534 96.2594
96.0255 96.2303
95.8479 96.3857
95.8393 96.3889
95.6338 96.3855
94.0578 95.9551
94.0578 96.0447
94.0578 96.1533
93.4262 95.825
93.4262 95.2879
93.4262 94.3185
93.4262 93.9344
93.3357 93.5841
93.3357 93.9146
93.316 93.6732
93.316 93.3916
93.316 93.3364
93.316 93.3191
93.1187 93.3163
92.4582 93.386
92.2339 93.4214
92.1825 93.3874
92.1825 92.7974
92.0031 92.4866
92.0031 92.2565
92.0031 92.1105
91.5525 92.0599
91.5011 92.0188
91.1285 92.0403
91.1285 91.6262
90.5836 91.4133
90.242 91.1879
89.8729 90.8146
89.8729 90.5055
89.8729 90.2491
89.7047 90.1009
89.0652 90.0171
89.0652 90.2258
88.9997 90.3156
88.9997 90.4995
88.9997 90.8002
88.9997 91.0343
88.9997 89.8198
88.9997 89.3169
88.7738 89.6712
88.7738 90.4542
88.7738 90.0177
88.4607 89.4257
88.4607 90.7311
88.4005 91.8288
88.4005 92.6161
88.4005 92.9849
88.4005 91.8382
88.4005 90.4836
87.3231 88.8077
87.1474 88.6482
87.1474 88.2318
87.1474 87.5836
87.1474 87.2484
87.1474 87.2554
87.1474 87.1791
87.1474 87.1481
85.9485 87.1426
85.9485 87.0249
85.9485 86.635
85.2865 86.2064
85.2865 85.9885
84.6509 85.6965
84.6509 85.3809
84.6509 85.0409
84.6509 84.7891
84.3866 84.7229
84.1338 84.7048
84.1338 85.8313
84.1338 85.853
84.1338 85.2842
84.1338 84.9492
84.1338 84.1338
84.1338 84.1354
84.1313 84.1518
84.1313 84.4607
83.9695 85.9172
83.9695 87.0469
83.9695 86.7284
83.7503 86.2905
83.7503 85.2512
83.7503 84.0993
83.7503 83.7978
83.7503 83.764
83.3715 84.2581
83.3715 85.4104
83.3715 86.8283
83.3715 85.1297
83.3715 84.6415
83.3715 84.0324
83.2305 83.5725
83.2305 83.5523
83.2305 83.3975
83.2305 83.4704
83.2305 83.4077
83.2305 83.3647
83.2154 83.2427
83.0977 83.2279
82.3334 83.2732
82.3334 84.2362
82.0719 84.0977
82.0719 83.8701
82.0719 82.9894
82.0719 82.358
81.5415 82.0697
81.5415 82.0021
81.5415 82.0078
81.5415 81.8338
81.5415 81.5829
81.261 81.5429
81.261 81.5581
81.261 82.1612
81.261 81.6151
81.261 81.5021
81.261 81.3596
81.261 81.261
81.261 81.261
80.7742 81.2604
80.7742 81.1851
80.7742 81.012
80.7742 80.9335
80.7742 80.8206
80.1862 80.8355
79.5871 80.717
79.5871 80.6288
79.5871 80.5748
79.5871 79.7845
78.5028 79.6126
78.5028 79.3789
78.5028 78.9166
78.5028 79.1084
78.5028 80.3429
78.5028 80.8829
78.5028 79.5703
78.5028 78.9457
78.5028 78.661
78.5028 78.5127
78.5028 78.5028
78.482 78.5027
