# best_L1 average_L1
438.145 476.104
430.233 462.408
417.815 450.001
402.562 438.278
402.562 427.984
399.672 418.778
391.655 410.597
377.649 405.206
375.108 398.296
369.275 391.484
363.77 383.3
359.587 378.038
341.908 372.549
334.683 364.862
331.91 356.186
324.685 347.322
317.616 339.729
313.443 332.164
310.652 326.678
307.642 321.922
307.182 316.736
297.151 313.759
290.123 310.474
288.038 306.44
285.125 301.352
282.458 295.942
281.061 292.045
276.337 289.326
275.247 285.558
262.72 281.908
262.72 278.77
262.519 275.237
260.482 272.62
260.012 268.453
257.964 265.724
254.157 262.809
252.262 261.718
252.262 260.662
244.669 258.895
244.358 256.169
238.995 253.612
236.945 249.896
231.418 245.873
227.384 241.146
227.384 237.884
224.948 233.755
221.939 230.984
221.685 228.791
217.935 226.75
214.731 223.941
214.731 222.386
213.189 220.344
211.842 218.4
211.329 216.604
209.385 215.102
207.204 213.748
205.734 212.096
203.724 210.309
199.2 208.415
197.69 207.578
197.177 205.217
196.904 202.031
187.752 199.835
187.752 197.955
185.518 195.769
185.518 192.832
185.518 190.586
184.957 190.296
184.422 187.995
183.861 187.173
181.964 185.504
180.957 185.017
180.957 184.642
179.777 183.881
179.678 182.897
178.386 182.204
176.968 181.009
176.125 180.599
175.921 180.427
174.151 179.557
174.058 178.883
167.703 177.785
165.413 176.607
164.294 174.122
164.201 171.846
164.054 170.101
162.265 168.175
162.084 167.262
161.833 166.433
160.856 164.787
160.501 164.578
158.514 163.613
155.822 163.098
155.467 162.179
155.191 160.719
153.492 158.793
153.137 157.831
153.137 156.714
150.077 156.025
150.077 155.533
147.914 154.821
147.914 154.725
147.914 155.108
146.94 154.447
146.94 152.685
145.967 151.802
145.78 149.812
144.505 148.347
144.314 147.113
142.928 146.134
142.565 145.523
142.277 145.604
142.277 144.885
141.241 144.492
140.578 143.776
140.578 143.485
139.541 142.658
138.854 141.457
138.542 140.585
137.854 139.874
137.01 139.264
135.423 138.865
133.772 138.131
133.772 137.204
132.726 136.578
132.43 135.462
131.809 135.07
130.467 134.544
129.948 133.745
129.783 132.545
129.228 131.758
129.097 131.195
129.097 131.408
128.929 130.516
128.178 130.222
127.497 130.33
126.888 130.247
126.725 129.735
126.725 128.862
126.725 127.7
126.722 127.4
125.717 126.807
125.638 126.661
124.948 126.562
123.444 127.514
123.444 127.738
123.444 128.224
123.444 128.229
123.444 127.807
123.039 126.422
120.895 124.977
120.895 124.481
120.577 124.21
119.399 123.268
119.399 122.919
119.193 122.386
116.821 121.061
115.119 119.719
114.418 118.485
113.803 117.138
113.086 116.042
112.138 115.346
112.138 114.528
111.55 113.379
110.958 112.897
110.527 112.354
110.171 111.76
110.171 111.136
108.957 111.002
108.957 110.404
107.364 109.824
106.582 109.243
106.18 108.237
105.708 107.844
105.326 107.379
104.452 106.54
104.238 105.792
104.238 105.36
103.384 104.881
103.08 104.931
103.08 105.753
102.743 107.661
102.743 107.28
102.743 107.818
102.743 106.985
101.839 105.852
101.738 104.132
101.738 103.935
100.597 104.758
100.597 104.794
100.188 104.389
100.171 103.607
99.2137 102.035
99.2137 102.006
99.0874 101.931
99.0874 101.803
98.6775 101.564
98.6625 100.301
98.3382 99.9617
98.3382 99.8792
98.3382 100.981
98.1239 100.739
98.0232 100.96
98.0232 100.658
97.9064 100.219
97.9018 99.8873
97.3574 99.8549
97.3574 99.0141
96.8752 98.9371
94.821 97.9431
94.4689 97.5916
94.4689 97.1492
94.4689 96.1695
93.6676 95.2418
93.6676 94.8792
93.5558 94.2213
92.7545 93.9328
92.2979 93.615
92.2979 93.2535
91.7864 94.2703
91.3612 94.7451
91.3612 95.2065
91.3612 95.9848
91.3612 94.2306
91.3612 92.6113
91.3612 91.568
91.2071 91.3678
91.2071 91.414
91.2071 91.4815
91.0272 91.3093
90.7504 91.3252
90.7504 91.636
90.104 92.3867
90.104 93.6864
90.104 93.7806
89.6343 92.754
89.6343 91.8889
89.5331 91.2736
88.9916 89.7156
88.8269 89.6107
88.5528 89.2736
88.5528 88.9808
88.5528 88.7838
88.4115 88.6364
88.4115 88.6985
87.777 90.8867
87.777 92.4635
87.777 91.8124
87.777 90.8392
87.777 89.4604
87.6602 88.6501
87.6602 87.9727
87.6602 87.7134
87.6602 87.6798
87.3006 87.6963
87.1319 87.7226
87.1319 87.5308
87.1319 87.3182
86.7485 87.2255
86.7352 87.1227
86.4137 87.0237
86.4137 86.794
86.4137 86.6227
86.4137 86.6284
86.342 86.4497
86.233 86.4029
86.1612 86.4603
86.1612 86.3831
86.1612 86.2657
86.0757 86.1729
85.8868 86.1704
85.8012 86.1103
85.1685 85.9799
84.8941 85.8189
84.5192 85.4763
84.1485 85.1022
84.1485 84.7664
83.8682 84.4289
83.8682 84.2212
83.8682 84.0382
83.6299 83.9545
83.6299 83.856
83.5771 83.8147
83.0444 83.9535
83.0444 83.7431
83.0444 83.4073
83.0444 83.1914
82.6894 83.1088
82.6894 83.1785
82.6894 82.9605
82.6894 82.7533
82.5085 82.7052
82.465 82.6683
81.3671 82.5832
81.3671 82.4292
80.9958 82.0325
80.9958 81.5387
80.301 81.2437
80.301 81.0145
79.2019 80.718
79.2809 80.875
79.1097 80.7157
79.0028 79.8751
79.0028 79.6983
79.0028 79.4308
79.0028 79.1474
79.0028 79.0227
79.0028 79.1427
79.0028 79.0028
79.0028 79.0028
79.0028 79.0028
79.0028 79.0028
79.0028 79.0028
79.0028 79.0028
78.03 78.9989
78.03 78.8748
78.03 78.5387
78.03 78.1972
78.03 78.0515
78.03 78.03
78.03 78.03
78.03 78.03
78.03 78.03
78.03 78.03
78.03 78.03
78.03 78.03
78.03 78.03
78.03 78.03
78.03 78.03
78.03 78.03
78.03 78.03
77.8152 78.0288
77.8152 77.9945
77.6701 77.9053
77.4552 77.8115
77.3704 77.6849
76.5739 77.5688
76.359 77.3656
76.2742 77.0327
76.2742 76.6371
76.2742 76.4051
75.2599 76.2875
75.1751 76.1175
75.1751 75.7686
75.1751 75.374
75.1751 75.1989
75.1751 75.1751
75.1751 75.1751
75.1751 75.1751
75.1751 75.1751
75.1751 75.1751
75.1751 75.1751
75.1751 75.1791
75.1751 75.1751
75.1751 75.1751
75.1751 75.1751
75.1751 75.1751
75.1751 75.176
75.1751 75.1751
75.1751 75.1751
75.1751 75.1751
75.1751 75.1751
75.1751 75.1751
75.1751 75.1751
75.1751 75.1751
75.1751 75.1751
74.9278 75.1741
74.9278 75.1411
74.9278 75.0652
74.9278 75.015
74.9278 74.9456
74.9278 74.9278
74.7042 74.9269
74.7042 74.8876
74.7042 74.7892
74.7042 74.731
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
74.7042 74.7042
72.8887 74.7516
72.8862 74.7866
72.8862 74.4425
72.8862 73.4018
72.8862 73.0619
72.8862 72.8862
72.8862 72.8862
72.8862 72.8862
72.8862 72.8862
72.8862 72.8862
72.8862 72.8862
72.8862 72.8862
72.8862 72.8862
72.8862 72.8862
72.8862 72.8862
72.8862 72.8862
72.8862 72.8862
72.8862 72.8862
72.8862 72.8862
72.8862 72.8862
72.8858 72.8862
72.8858 72.8862
72.8858 72.886
72.8858 72.8858
72.8858 72.8858
72.8858 72.8858
72.8858 72.8858
72.8858 72.8858
72.8858 72.8858
72.8858 72.8858
72.8858 72.8858
72.8858 72.8858
72.8858 72.8858
72.8858 72.8858
72.8858 72.8858
72.8858 72.8858
72.484 72.8842
72.484 72.8167
72.484 72.6351
72.3746 72.5109
72.3746 72.4846
72.3746 72.4092
72.3746 72.3759
71.6075 72.3715
71.6075 72.3132
71.6075 72.2307
71.6075 72.4173
71.6032 72.1088
71.6032 71.6488
71.5169 71.6049
71.5127 71.5903
71.5127 71.5515
71.2749 71.5214
71.2749 71.4775
71.2749 71.3732
71.2749 71.3995
71.2749 72.5078
71.2749 72.5279
71.2749 71.6156
71.2749 71.3971
71.2749 71.2749
71.2749 71.2749
71.2749 71.2749
71.2749 71.2749
71.2749 71.2749
71.2749 71.2749
71.2749 71.2749
71.2749 71.2749
71.2749 71.2749
71.2749 71.2749
71.2749 71.2749
71.2749 71.2749
71.2749 71.2749
71.2749 71.2749
71.2119 71.2747
71.0482 71.2624
71.0482 71.2061
71.0482 71.1149
71.0482 71.0627
71.0482 71.0491
71.0482 71.0482
71.0482 71.0482
71.0482 71.0482
71.0482 71.0482
71.0482 71.0527
71.0482 71.0482
71.0482 71.0482
71.0482 71.0482
71.0482 71.0482
71.0482 71.0482
71.0482 71.0482
71.0482 71.0482
71.0482 71.0482
71.0482 71.0482
71.0482 71.0482
71.0482 71.0482
71.0482 71.0482
71.0482 71.0482
71.0482 71.0482
71.0482 71.0482
69.4367 70.9926
69.4367 70.4303
69.4367 69.7843
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4367 69.4367
69.4196 69.4366
69.4196 69.4333
69.4196 69.4262
69.4196 69.4223
69.4196 70.2516
69.4196 71.3874
69.4196 72.3988
69.4196 70.4464
69.4196 69.5191
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
69.4196 69.4196
