# best_L1 average_L1
432.528 477.847
422.54 462.679
415.537 450.585
408.98 440.125
397.84 430.594
391.648 419.723
381.729 412.322
380.503 402.511
373.746 395.079
367.714 387.188
364.995 381.142
359.741 376.254
353.378 372.351
352.138 367.557
342.988 362.252
339.067 356.49
337.166 351.154
329.999 348.472
319.267 345.065
317.165 339.996
312.302 334.448
308.935 328.044
306.063 321.228
295.42 314.622
294.377 309.97
288.773 304.651
283.118 300.409
282.853 295.811
275.298 290.351
270.039 286.231
266.926 281.755
265.8 277.715
263.677 275.487
262.816 271.765
261.04 269.413
257.65 267.074
254.644 263.763
250.424 261.429
248.565 258.378
242.526 255.427
242.526 252.124
236.435 249.629
233.775 246.257
230.642 242.177
225.24 238.973
225.174 235.112
222.671 231.816
222.671 228.926
218.616 225.537
216.923 224.7
215.667 222.874
215.667 221.709
211.806 219.742
210.518 217.905
208.676 216.496
204.147 214.591
203.35 212.61
198.792 210.087
196.358 207.163
196.278 204.686
191.846 201.03
190.749 198.744
190.235 197.075
188.319 195.425
187.428 194.038
186.7 192.494
183.175 190.509
182.284 188.987
182.101 186.822
180.746 184.79
180.345 183.744
180.345 183.407
177.317 183.276
177.317 182.205
177.317 181.232
176.081 179.875
176.053 179.168
174.589 178.353
172.321 177.578
171.582 177.292
171.582 176.687
170.502 175.736
170.021 174.654
168.775 173.099
167.355 172.168
166.009 171.433
165.468 171.508
162.423 170.861
162.423 169.204
161.745 167.719
161.24 166.309
158.797 165.091
158.797 163.345
158.636 162.639
156.45 161.131
155.966 160.636
155.966 160.247
154.71 159.269
154.636 158.051
152.717 157.133
151.912 156.918
151.912 156.643
151.795 157.191
149.987 157.895
148.339 156.975
147.615 155.009
146.414 153.773
144.265 152.48
144.265 150.119
143.195 148.636
142.53 147.073
142.53 145.83
142.53 144.899
142.064 144.79
142.023 144.572
140.667 144.285
139.843 143.582
139.524 142.145
138.476 141.302
138.476 140.873
137.706 139.916
137.666 139.775
137.521 139.338
137.521 139.251
137.521 138.673
135.758 138.399
135.758 137.924
135.758 137.349
135.758 137.211
135.617 136.286
135.617 136.489
135.617 136.775
135.255 138.505
135.255 139.054
135.093 139.643
134.899 138.669
134.737 137.65
134.737 136.67
133.214 136.427
133.214 135.567
132.517 134.46
132.453 134.076
132.318 133.609
131.082 133.973
129.927 133.473
129.871 132.706
129.339 131.728
129.036 131.033
128.285 130.289
127.274 130.025
126.454 129.477
126.454 128.741
126.398 127.923
125.725 127.441
123.7 126.926
123.397 126.312
123.341 125.047
122.808 124.342
122.506 123.779
121.451 123.472
121.395 122.657
119.472 122.137
119.047 121.496
118.988 121.213
117.751 120.758
116.724 120.43
116.423 119.294
115.888 118.229
115.477 117.296
115.421 116.778
114.474 116.057
113.948 115.605
113.948 115.23
113.799 114.847
113.799 114.553
113.416 114.049
112.842 113.8
112.373 113.691
110.99 113.357
110.522 112.875
110.193 112.228
110.193 111.774
109.852 111.117
108.81 110.704
108.133 110.224
106.751 109.653
106.262 108.626
106.262 107.589
105.972 106.986
105.483 106.473
105.159 106.566
104.551 105.706
104.145 105.51
103.333 105.186
103.011 104.517
103.011 104.011
102.784 103.695
102.784 103.676
102.784 103.124
102.392 103.011
100.357 103.192
100.357 103.474
100.357 104.525
100.357 103.831
100.357 102.172
100.357 100.722
100.357 100.749
100.344 100.391
99.6248 100.351
99.6248 100.279
99.5028 100.153
99.5028 99.9705
99.3871 99.7293
99.379 99.815
99.379 99.5897
98.7712 99.5535
98.7712 99.3414
98.1039 99.1401
98.0546 98.8866
97.7234 98.6209
96.9661 98.2685
95.654 97.9946
95.485 97.4496
95.1538 96.7693
95.1538 96.6099
95.1538 96.4661
95.1538 95.3965
95.1538 95.3063
94.321 95.1906
94.3175 95.3059
93.7485 94.9261
92.9157 94.6533
92.9122 94.3698
92.4291 93.4992
91.8989 93.1342
91.8989 92.9682
91.4123 92.5137
91.4123 92.141
90.983 91.7145
90.7799 91.5296
90.7799 91.2596
90.2933 91.2122
89.7613 90.7623
89.2747 90.6642
89.2747 90.1274
88.6792 89.8162
88.6792 89.4889
88.6792 89.324
88.6624 88.9615
88.6545 88.8093
88.6377 88.8171
88.1814 88.6674
88.1814 88.8383
88.1814 88.4549
88.1754 88.3004
87.7191 88.1965
87.5384 88.096
87.5384 87.9506
87.0761 87.8579
86.8839 87.51
86.8839 87.2668
86.8839 87.1921
86.8839 87.0714
86.8839 86.8925
86.2495 86.8813
86.2495 86.8001
86.2495 86.5673
85.588 86.3576
85.588 86.1667
85.588 85.969
85.3911 85.7709
85.3911 85.6414
85.3911 85.5313
85.3911 85.432
84.7069 85.4022
84.7069 85.3121
84.7069 85.2039
84.7069 84.8897
84.7069 84.7755
84.3648 84.7095
84.3648 84.6734
84.3157 84.5455
84.0886 84.4713
84.0886 84.7364
83.8475 84.4963
83.6006 84.2596
83.0424 84.1119
82.8013 84.2939
82.7522 84.6103
82.7522 83.576
82.6545 83.1613
82.6545 82.8872
82.6545 82.7202
82.6449 82.6737
82.6449 82.6656
82.6449 82.6561
82.6449 82.6511
82.6449 82.6461
82.6449 82.645
82.6449 82.7266
78.1486 83.821
77.5451 84.0482
77.5451 81.1455
77.5451 79.1068
77.5451 78.3128
77.5381 77.6885
77.5381 77.8736
77.527 78.0002
77.527 78.4081
77.52 78.5407
77.5169 78.225
77.5169 79.0284
77.5169 78.7785
77.5169 78.8236
76.9185 78.1872
76.9185 77.8742
76.9185 77.7727
76.9185 77.3724
76.9185 77.0051
76.3346 76.93
76.3346 77.079
76.3346 77.5739
76.3346 77.8218
76.3346 76.8978
76.3346 76.64
76.3346 76.3808
76.3346 76.4291
76.3346 76.4098
76.3346 76.3346
76.3346 76.3346
76.3346 76.3346
76.3346 76.3346
76.3346 76.3346
76.3346 76.3346
76.3346 76.3346
76.3346 76.3346
76.3346 76.3346
76.3346 76.3346
76.3346 76.3346
76.3346 76.3346
76.3346 76.3346
76.3346 76.3346
76.3346 76.3346
76.3346 76.3346
75.9594 76.3331
75.9594 76.2911
75.7358 76.1251
75.5968 75.999
74.998 75.8587
74.998 75.7139
74.998 75.6799
74.998 75.1812
74.998 75.0232
74.998 74.998
74.998 74.998
74.998 74.998
74.8935 74.9976
74.5701 74.9834
74.5701 74.9107
74.5701 74.7623
74.5701 74.67
74.5701 74.6159
74.5701 74.5898
74.5701 74.5711
74.5701 74.576
74.5701 74.5701
74.5701 74.5701
74.5204 74.5699
74.5204 74.5626
74.5204 74.542
74.5204 74.5251
74.5204 74.5209
74.5204 74.5204
74.5204 74.5204
74.5204 74.5204
74.5204 74.5204
74.5204 74.5204
74.4735 74.5202
74.2041 74.512
74.2041 74.4179
74.2041 74.3167
74.2041 74.2484
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.3894
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
74.2041 74.2041
73.821 74.2026
73.821 74.1611
73.821 74.5978
73.821 74.5558
73.821 74.1061
73.821 73.821
73.821 73.821
73.821 73.821
73.821 73.821
73.821 73.821
73.821 73.821
73.821 73.821
72.7047 74.0466
72.7047 74.4944
72.7047 74.1622
72.7047 72.9891
72.7047 72.7666
72.7047 72.7217
72.7047 72.7086
72.7047 72.7047
72.7047 72.7047
72.6481 72.7044
71.7807 72.6924
71.7807 72.5689
71.7765 72.1723
71.7765 71.9192
71.6211 71.7947
71.6211 71.7481
71.6211 71.6821
71.6211 71.633
71.6211 71.6211
71.6211 71.6211
71.6211 71.6211
71.6211 71.6211
71.6211 71.6211
71.6211 71.6211
71.6211 71.6211
71.2193 71.6195
71.2193 71.5423
71.2193 71.3366
71.2193 71.2315
70.4088 71.216
69.8451 71.092
69.8451 70.6039
69.6815 70.0596
69.6815 69.8353
69.6815 69.7476
69.6815 69.6874
69.6815 69.6815
69.6815 69.6815
69.6815 69.6815
69.6815 69.6815
69.6815 69.6815
69.6815 69.6815
69.6815 69.6815
69.4688 69.6807
69.4688 69.6441
69.1402 69.5698
69.1402 69.4317
69.1402 69.2567
69.1402 69.1678
69.1402 69.1402
69.0497 69.1399
69.0497 69.1257
69.0497 69.0859
69.0497 69.0566
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.3154
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
69.0497 69.0497
68.9866 69.0494
68.9866 69.0383
68.9866 69.0071
68.9866 68.9866
68.9866 68.9866
68.9866 68.9866
68.9866 68.9866
68.9866 68.9866
68.9866 68.9866
68.9866 68.9866
68.9866 68.9866
68.9866 68.9866
68.9866 68.9866
68.4744 68.9846
68.4744 68.9067
68.4744 68.6648
68.4744 68.5023
68.4744 68.4744
68.4744 68.4744
68.2367 68.4735
68.2367 68.4345
68.2367 68.3175
68.2367 68.2538
68.2367 68.2367
68.2367 68.2367
68.2367 68.2367
68.2367 68.2367
68.2367 68.2367
68.2367 68.2367
68.2158 68.2366
68.2158 68.2331
68.2158 68.2231
68.2158 68.2192
68.2158 68.2162
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.2158 68.2158
68.0701 68.2152
68.0701 68.1873
68.0701 68.1249
68.0701 68.0817
68.0701 68.0701
68.0701 68.0701
68.0701 68.0701
68.0701 68.0701
68.0701 68.0701
68.0701 68.0701
68.0701 68.0701
68.0701 68.0701
68.0701 68.0701
68.0701 68.0701
67.4542 68.0676
67.4542 67.9592
67.4542 67.6981
67.4542 67.4542
67.4542 67.4542
67.4542 67.4542
67.4542 67.4542
67.4542 67.4542
67.4542 67.4542
67.4542 67.4542
67.4542 67.4542
67.4542 67.4542
67.4542 67.4542
67.4542 67.4542
67.4542 67.4542
67.4542 67.6158
67.4542 67.4542
67.4542 67.4542
67.4542 67.4542
67.4542 67.4542
67.4542 67.4542
67.4542 67.4542
67.4542 67.4542
