# best_L1 average_L1
428.552 475.915
426.352 456.701
400.7 443.007
389.284 430.545
386.979 418.759
377.416 402.975
370.457 392.463
363.765 385.395
359.298 378.702
354.476 373.109
344.645 366.666
336.077 360.527
331.872 354.401
321.783 346.678
310.143 338.648
304.732 330.513
302.066 321.931
295.552 314.554
295.356 310.482
289.853 305.49
280.989 300.031
280.989 295.293
280.965 292.138
278.812 289.034
277.137 286.36
272.705 284.648
266.168 281.879
266.168 277.856
264.525 274.483
263.626 270.873
262.301 268.278
256.663 267.801
256.34 265.436
252.698 263.86
246.457 260.801
246.457 258.962
243.248 256.367
242.373 254.858
240.741 250.085
229.104 246.787
225.756 243.011
225.548 238.694
225.446 234.734
220.323 230.477
218.86 229.014
218.028 226.419
213.635 224.094
211.857 222.265
208.789 219.897
207.276 218.007
207.276 215.968
205.611 214.44
204.197 212.683
202.178 210.4
200.117 208.365
200.117 207.116
197.143 206.461
194.421 204.791
194.309 203.081
193.658 201.244
190.745 200.204
188.671 198.17
186.097 195.652
186.097 193.837
184.807 191.253
184.807 190.298
183.253 189.234
180.906 188.271
178.836 187.45
178.836 184.883
177.647 183.957
175.244 182.302
173.997 180.201
172.511 178.247
170.543 176.628
170.074 174.258
169.078 172.9
167.159 171.882
166.9 171.168
166.827 170.92
164.842 169.885
163.701 168.989
162.968 167.599
162.381 166.84
162.146 165.756
161.624 164.276
160.305 163.528
160.305 163.065
160.046 162.632
159.012 161.315
158.589 161.144
158.425 160.868
158.1 160.382
153.822 160.197
152.105 159.216
152.105 157.072
151.949 155.315
151.582 154.073
149.161 153.315
148.814 152.918
137.894 151.241
137.894 149.583
137.894 146.615
136.084 144.793
136.084 142.05
136.084 139.18
136.084 138.017
135.181 137.127
134.32 136.818
133.941 136.112
133.879 135.991
133.02 136.801
132.537 136.915
131.615 136.936
131.412 136.536
130.413 135.133
130.078 134.067
129.306 133.443
128.475 132.866
128.475 132.118
128.475 131.51
127.416 130.442
126.816 130.058
126.732 129.576
126.132 128.505
124.095 127.387
124.095 126.748
123.411 126.084
123.048 125.419
123.048 124.757
122.263 123.885
122.122 123.333
121.04 122.934
120.826 122.382
120.76 121.91
120.15 121.5
119.987 121.275
119.139 120.909
119.139 120.462
118.384 120.422
118.384 120.212
118.384 119.912
118.086 119.987
117.55 119.698
117.252 119.276
116.726 118.509
116.539 118.055
115.706 117.567
115.027 117.262
113.477 116.676
112.798 116.02
112.798 114.939
112.308 114.184
112.308 113.412
112.308 112.804
111.561 112.564
111.235 112.243
110.488 111.945
110.488 111.517
109.925 111.206
109.925 111.098
109.718 110.476
109.718 110.337
109.639 110.425
109.639 110.752
109.399 110.327
109.399 109.917
109.393 110.057
109.393 109.472
108.486 109.43
108.48 109.647
108.48 110.326
107.899 110.378
107.893 110.084
107.893 109.781
107.359 109.182
107.353 108.529
107.353 108.064
106.793 107.977
106.539 107.438
105.979 107.115
105.439 106.888
105.342 106.303
105.342 105.866
105.165 105.554
104.476 105.425
104.476 105.353
104.322 105.286
103.824 105.289
102.567 105.166
102.567 104.918
102.542 104.641
102.3 103.315
102.275 102.879
101.575 102.461
101.484 102.401
100.845 102.22
100.845 101.858
100.357 101.594
100.357 101.45
99.3675 101.283
99.3675 101.878
99.3143 103.766
99.3143 102.019
99.3143 101.011
99.3143 100.419
99.3143 101.072
98.7299 100.227
98.7299 99.5703
98.6669 99.247
98.6669 98.9743
98.2418 98.8217
98.2418 98.7244
98.1492 98.5453
98.1492 98.359
97.8384 98.3277
97.8384 98.673
97.716 98.8126
97.0204 98.896
96.8197 98.1328
96.8197 98.0048
96.8197 97.4359
96.8197 97.048
96.8197 96.8725
96.5145 96.8517
96.1584 97.1159
95.1289 96.8965
95.0414 96.5601
94.8057 96.1
94.7183 95.769
94.7183 95.7844
94.4254 95.6427
94.4254 95.1751
94.4254 94.6374
94.2949 94.52
94.0476 94.6476
93.9348 94.374
93.0703 94.211
93.0703 94.1043
92.5797 93.9848
92.5797 93.6581
92.5797 93.4461
92.5501 93.1691
91.5461 92.7016
91.5461 92.5615
91.0823 92.0986
91.0823 91.803
90.286 91.6808
90.286 91.146
89.505 90.7751
89.505 90.4124
89.505 89.9447
89.2578 89.7199
89.0894 89.4794
89.0894 89.5051
89.0894 90.0988
89.0894 90.3942
89.0894 90.3384
89.0894 89.803
88.7783 89.2162
88.6842 89.074
88.0419 88.9184
88.0399 88.7119
87.3035 88.4123
86.8916 88.1521
86.8916 87.6454
86.7771 87.2406
86.7771 87.066
86.7771 86.8966
86.7771 86.8125
86.7771 86.784
86.7771 86.7771
86.7771 86.7771
86.7771 86.7771
86.3088 86.7742
86.3088 86.7306
86.0156 86.5799
85.5472 86.377
85.5472 86.1497
84.6246 85.82
84.6246 85.5689
84.6246 85.2032
84.0177 84.9248
84.0177 84.6541
84.0177 84.3159
84.0177 84.1569
84.0177 84.0613
84.0177 84.0358
84.0177 84.0488
84.0177 84.0177
84.0177 84.0177
84.0177 84.0177
84.0177 84.0177
83.9837 84.0175
83.3814 84.0096
83.3814 83.9358
83.3814 83.7145
83.3814 83.5067
83.3814 83.3814
83.3715 83.3814
