# best_L1 average_L1
408.475 470.315
402.791 447.923
399.054 431.565
380.232 414.58
373.046 404.383
373.046 395.796
362.126 387.904
358.473 379.451
349.065 370.722
344.53 363.22
340.083 357.453
335.278 351.002
330.737 346.401
323.831 341.258
321.629 337.802
313.756 331.963
313.756 328.496
309.427 323.399
303.134 320.037
298.805 316.103
294.151 310.527
292.045 307.414
292.045 301.328
283.529 298.225
282.173 295.362
277.52 291.936
276.342 287.679
272.61 284.362
270.381 281.077
263.21 277.052
261.112 274.926
261.112 272.693
260.433 269.84
259.627 266.424
257.669 263.592
253.265 261.575
248.655 260.405
245.405 257.848
245.053 254.029
242.749 251.353
241.111 248.347
240.468 245.02
239.198 243.763
237.488 242.724
231.1 241.634
230.53 240.434
227.254 237.604
226.684 235.218
224.779 233.258
221.121 231.472
218.556 229.397
215.643 225.479
213.299 222.4
211.722 219.666
210.93 217.418
206.514 214.907
206.514 213.272
204.725 212.046
203.152 210.048
196.651 208.785
193.313 205.736
191.293 203.209
188.731 199.417
186.645 196.644
185.706 193.325
183.632 190.387
182.873 188.029
180.269 186.511
180.203 185.067
180.203 183.165
180.203 181.982
179.998 181.351
178.901 180.929
176.881 180.885
175.769 180.865
175.487 181.091
175.415 180.855
175.095 180.476
174.976 179.907
172.185 180.027
171.525 179.518
171.525 178.143
169.805 176.787
169.805 175.629
168.602 172.554
167.177 171.39
164.713 170.341
164.025 169.113
158.657 168.031
158.536 166.462
157.325 164.841
156.144 162.395
154.756 160.435
154.756 158.412
153.865 157.635
153.039 155.993
152.918 155.829
152.918 155.351
151.912 154.991
151.912 153.938
150.077 153.662
149.732 154.495
149.732 155.475
149.493 155.167
148.747 153.118
148.747 152.125
147.599 151.793
147.599 151.681
147.545 151.143
147.545 150.1
147.369 149.083
145.929 148.324
145.798 147.876
145.129 148.07
144.504 147.233
143.835 146.542
143.835 146.402
142.957 145.704
142.339 144.976
141.486 144.078
137.883 143.541
137.883 143.002
137.479 142.232
135.401 141.717
135.401 140.793
135.401 139.212
135.36 138.221
132.304 138.008
132.304 138.179
132.304 138.17
132.304 137.952
132.211 136.446
131.983 134.81
131.288 133.695
130.137 133.005
130.137 132.044
129.121 131.483
129.121 130.567
128.559 130.159
127.741 129.588
127.672 129.114
126.73 128.931
126.55 128.712
126.55 128.023
125.203 127.139
125.203 126.749
125.203 126.086
124.447 125.666
124.122 125.673
124.122 126.768
123.434 127.601
123.37 127.898
122.844 127.247
120.308 126.341
119.925 124.953
119.925 123.136
117.778 123.657
117.349 122.705
116.593 122
115.639 121.75
114.986 120.625
114.737 120.265
114.084 119.074
112.445 117.43
112.445 116.291
111.205 114.972
111.205 114.476
111.205 113.299
110.653 112.004
110.466 111.542
110.466 111.695
110.466 111.906
109.949 111.572
109.949 111.589
108.914 111.428
108.914 110.797
108.914 110.566
108.914 109.402
108.914 108.98
108.751 108.927
108.48 109.203
108.215 109.875
107.944 110.022
107.333 110.442
106.797 110.62
106.797 109.927
106.489 108.747
106.438 108.021
106.114 107.602
106.114 107.146
105.756 106.457
105.644 106.567
105.329 106.076
102.904 105.774
102.293 105.752
102.293 105.269
101.699 104.776
101.197 103.429
101.197 102.688
101.197 102.278
97.2241 102.234
97.2241 103.024
97.2241 104.127
97.2241 102.003
97.1069 100.43
96.7435 99.2368
96.6056 98.7985
95.9202 98.2224
95.4189 97.534
95.3016 97.3267
95.3016 96.8072
95.3016 96.9006
95.3016 96.2704
95.3016 96.1133
94.7611 95.7733
94.4713 95.3731
94.4713 94.971
94.1119 94.6817
94.1119 94.5836
94.1119 94.4276
94.1119 94.6893
94.1119 94.5132
93.6931 94.2304
93.6265 94.0631
92.8758 93.927
92.8758 93.6994
92.5556 93.3763
91.8049 93.0323
91.8049 92.7007
91.4456 92.2047
91.4456 91.9033
91.3756 91.7647
91.3756 91.5175
90.6289 91.4909
90.6289 91.5935
90.6289 91.3053
90.6289 90.9156
90.1381 91.1133
89.8525 90.6239
89.211 90.4021
89.211 90.1265
88.7202 89.9212
88.4329 89.5647
88.4329 89.5047
87.4613 89.3031
87.4613 88.7221
87.4613 88.8043
87.4613 87.7346
87.4613 87.4671
87.2976 87.4614
86.6816 87.4431
86.6816 87.3245
86.4485 87.0765
86.3839 86.8134
86.3738 86.6505
86.1042 86.4718
85.876 86.3662
85.4479 86.1939
84.9501 85.9772
84.9501 85.699
84.6831 85.3516
84.6831 85.0597
84.6831 84.8828
84.5714 84.7569
84.2636 84.6875
84.1793 84.6078
84.1793 84.4885
83.8715 84.3394
83.3146 84.1733
83.3146 83.9795
82.9324 83.7026
82.9324 83.5528
82.9324 83.3839
82.7144 83.0499
82.0867 82.97
82.0867 82.747
81.6649 82.4354
81.6649 82.4319
81.379 82.7132
81.379 83.0199
81.379 82.8476
81.3534 81.6019
81.3534 81.511
81.3534 81.4341
81.3534 81.4027
81.3534 81.3546
81.3534 81.3534
81.3534 81.3534
81.3534 81.3534
81.3534 81.3534
81.3534 81.3534
80.9598 81.3511
80.9598 81.6497
80.9598 82.1235
80.9598 82.3901
80.9598 82.1358
80.815 81.2928
80.7418 80.9387
80.597 80.8849
80.4997 80.7941
79.0174 80.5891
77.9389 80.2626
77.9081 79.707
77.8541 78.6791
77.8541 78.1929
77.7447 77.9707
77.7447 77.86
77.7447 77.8201
77.7447 77.7771
77.7447 77.7546
77.7447 77.7447
77.7447 77.7447
77.7447 77.7447
77.7447 77.7447
77.7447 77.7447
77.7447 77.7447
77.7447 77.8055
77.7447 78.8345
77.7447 80.1947
77.7447 80.2359
77.7447 78.1807
77.117 78.0577
77.117 77.6694
77.117 77.4233
77.117 77.1923
77.117 77.117
77.0424 77.1167
77.0424 77.108
77.0424 77.0806
77.0424 77.0582
77.0424 77.0424
77.0424 77.0424
77.0424 77.0424
77.0424 77.0424
77.0424 77.0424
76.7165 77.0411
76.7165 77.002
76.7165 76.8951
76.7165 76.8069
76.7165 76.7351
76.7165 76.7165
76.7165 76.7165
76.1888 76.7144
76.1888 76.6259
76.1888 76.4042
76.1888 76.2866
76.1888 76.1909
76.1888 76.1888
76.1888 76.1888
76.1888 76.1888
76.1888 76.1888
76.1888 76.1888
76.1888 76.1888
76.1888 76.1888
76.1888 76.1888
76.1888 76.1888
76.1888 76.1888
76.1662 76.1888
76.1662 76.1865
76.1662 76.227
75.71 76.2714
75.71 76.2104
75.71 75.9256
75.71 75.7798
75.71 75.7126
75.71 75.71
75.71 75.71
75.71 75.71
75.71 75.71
75.6588 75.7098
75.121 75.7003
74.8727 75.6361
74.8727 75.3763
74.8727 75.1297
74.8727 74.9507
74.8727 74.8901
74.8727 74.8737
74.8727 74.8727
74.8727 74.8727
74.8727 74.8727
74.8727 74.8727
74.5171 74.8713
74.5171 74.8058
74.5171 74.675
74.2001 74.5979
74.2001 74.4537
74.2001 74.3332
74.2001 74.2432
74.2001 74.214
74.2001 74.201
74.2001 74.6497
74.2001 76.6219
74.2001 76.0884
74.2001 75.6672
74.2001 74.5299
74.1562 74.242
74.0133 74.1951
74.0133 74.162
74.0133 74.0991
74.0133 74.2039
74.0133 74.832
74.0133 74.2609
74.0133 74.0161
74.0133 74.0133
74.0133 74.0133
74.0133 74.0133
74.0133 74.0133
74.0133 74.0133
74.0133 74.0133
74.0133 74.0133
73.8512 74.0127
73.8512 73.9991
73.384 73.9299
73.3442 73.8389
73.3442 73.6359
73.3442 73.4464
73.3442 73.3474
73.3442 73.3442
73.3442 73.3442
73.3442 73.3442
72.9223 73.3425
72.718 73.4598
72.3609 73.2042
72.3609 73.0128
72.3609 72.5669
72.3609 72.512
72.3609 72.7038
72.3609 73.5933
72.3609 73.8062
72.3609 72.7708
72.3609 72.3609
72.3609 72.3609
72.3609 72.3609
72.3609 72.3609
72.3609 72.3609
72.3609 72.3609
72.3609 72.3609
72.3609 72.3609
72.3609 72.3609
71.9716 72.3593
71.9716 72.3064
71.9716 72.121
71.9716 71.9887
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9763
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9737
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.9716 71.9716
71.6938 71.9705
71.6938 71.9194
71.6938 71.7771
71.6938 71.6938
71.6938 71.6938
