#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.461893   -0.461893           0
           2   -0.462591   -0.462242 0.000246922
           3    -0.46244   -0.462308 0.000173211
           4   -0.462614   -0.462385 0.000145866
           5   -0.462075   -0.462323 0.000129153
           6    -0.46145   -0.462177 0.000170874
           7   -0.462387   -0.462207 0.000149071
           8   -0.462216   -0.462208 0.000130441
           9   -0.462511   -0.462242 0.000120208
          10   -0.461683   -0.462186 0.000120479
          11   -0.462837   -0.462245 0.000123193
          12    -0.46129   -0.462166  0.00013626
          13   -0.461311     -0.4621 0.000140742
          14   -0.462659    -0.46214  0.00013624
          15   -0.462297    -0.46215 0.000127558
          16   -0.462983   -0.462202 0.000129773
          17   -0.462377   -0.462213 0.000122544
          18   -0.462081   -0.462205 0.000115955
          19   -0.462329   -0.462212 0.000110034
          20   -0.461714   -0.462187 0.000107306
