#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00366678    0.433939           0
           2  0.00357382    0.428438  0.00388947
           3  0.00362003    0.428428    0.002593
           4  0.00359074    0.427556  0.00208619
           5  0.00362315      0.4278  0.00168315
           6   0.0034773    0.425086  0.00284707
           7  0.00366789    0.426369  0.00271427
           8  0.00359613     0.42627  0.00237679
           9  0.00357354    0.425896  0.00214193
          10  0.00380698    0.428359  0.00302946
          11  0.00359986    0.428147  0.00276152
          12  0.00374537    0.429404   0.0028032
          13  0.00364489    0.429554  0.00259156
          14  0.00374071    0.430492  0.00257063
          15  0.00351047    0.429488  0.00258771
          16  0.00366275    0.429737  0.00243787
          17  0.00371101    0.430292   0.0023568
          18  0.00354795    0.429713  0.00229581
          19  0.00361748    0.429628  0.00217654
          20  0.00358776    0.429376  0.00208226
