#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.826624   -0.826624           0
           2   -0.826436    -0.82653  6.6468e-05
           3   -0.826017   -0.826359 0.000146536
           4   -0.826281   -0.826339 0.000111196
           5   -0.825772   -0.826226 0.000134965
           6   -0.826074   -0.826201 0.000114833
           7   -0.825594   -0.826114 0.000127012
           8    -0.82666   -0.826182 0.000128177
           9   -0.825493   -0.826106  0.00013489
          10   -0.826466   -0.826142 0.000126116
          11   -0.826756   -0.826197 0.000126419
          12   -0.825608   -0.826148 0.000125061
          13   -0.827008   -0.826214 0.000131772
          14   -0.825492   -0.826163 0.000132077
          15   -0.825076    -0.82609 0.000141758
          16   -0.826376   -0.826108 0.000134018
          17   -0.827767   -0.826206 0.000157712
          18   -0.826122   -0.826201  0.00014902
          19   -0.827949   -0.826293 0.000167172
          20   -0.827785   -0.826368 0.000174661
