#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.541696   -0.541696           0
           2    -0.54021   -0.540953 0.000525239
           3   -0.541242   -0.541049 0.000358849
           4   -0.542156   -0.541326 0.000360337
           5   -0.541168   -0.541294 0.000289652
           6    -0.54025    -0.54112 0.000289018
           7   -0.541165   -0.541127   0.0002478
           8   -0.542147   -0.541254 0.000247494
           9   -0.541469   -0.541278  0.00022114
          10   -0.541006   -0.541251 0.000200688
          11   -0.542368   -0.541352 0.000206547
          12   -0.541022   -0.541325 0.000191166
          13   -0.541955   -0.541373 0.000182506
          14   -0.541734   -0.541399 0.000171274
          15   -0.541243   -0.541389 0.000160171
          16   -0.541694   -0.541408  0.00015129
          17   -0.541514   -0.541414  0.00014252
          18   -0.541962   -0.541444  0.00013782
          19   -0.541484   -0.541447 0.000130582
          20   -0.541414   -0.541445 0.000124063
