#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0682956   0.0682956           0
           2   0.0672016   0.0677486 0.000386787
           3   0.0671616   0.0675529 0.000303339
           4    0.065144   0.0669507  0.00056901
           5    0.056984   0.0649574  0.00184009
           6   0.0612404   0.0643379  0.00163437
           7   0.0595772   0.0636578  0.00153588
           8   0.0634944   0.0636373  0.00134403
           9    0.069722   0.0643134   0.0013541
          10   0.0664936   0.0645314  0.00123612
          11   0.0591628   0.0640434  0.00121628
          12     0.05608   0.0633798  0.00128326
          13   0.0649596   0.0635013  0.00119028
          14   0.0581016   0.0631156  0.00116608
          15   0.0591188   0.0628491  0.00111837
          16   0.0658064    0.063034  0.00106363
          17    0.058218   0.0627507  0.00103811
          18   0.0625456   0.0627393 0.000980499
          19   0.0685092    0.063043 0.000974788
          20    0.063294   0.0630555 0.000926129
