#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.482796   -0.482796           0
           2   -0.482222   -0.482509 0.000202798
           3   -0.482758   -0.482592 0.000151257
           4   -0.482804   -0.482645 0.000122355
           5   -0.482758   -0.482668 9.99567e-05
           6   -0.481654   -0.482499 0.000175358
           7   -0.482888   -0.482554 0.000158877
           8   -0.482501   -0.482548 0.000139159
           9   -0.483362   -0.482638 0.000150234
          10    -0.48201   -0.482575 0.000147775
          11    -0.48327   -0.482638 0.000147234
          12   -0.482592   -0.482635 0.000135015
          13   -0.482614   -0.482633 0.000124639
          14   -0.482964   -0.482657 0.000117958
          15   -0.482893   -0.482672  0.00011114
          16   -0.482775   -0.482679 0.000104379
          17   -0.482775   -0.482684  9.8393e-05
          18    -0.48278    -0.48269 9.30698e-05
          19   -0.482758   -0.482693 8.82414e-05
          20   -0.482417    -0.48268 8.49061e-05
