#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1   0.0127951    0.304283           0
           2   0.0128108     0.30447 0.000131909
           3   0.0128216    0.304618 0.000149224
           4   0.0127591     0.30432 0.000281252
           5   0.0129368    0.304986 0.000637108
           6   0.0128978    0.305276 0.000593179
           7   0.0128321     0.30526 0.000508659
           8   0.0129282    0.305533 0.000513382
           9   0.0127734    0.305337 0.000492456
          10    0.012903    0.305488 0.000465869
          11   0.0127461    0.305273 0.000470713
          12   0.0128546    0.305308 0.000432813
          13   0.0129803    0.305568 0.000471142
          14   0.0128812    0.305622 0.000440623
          15   0.0128138    0.305563 0.000415276
          16   0.0128608     0.30558 0.000389699
          17   0.0129107    0.305666 0.000376024
          18   0.0127194    0.305489 0.000394523
          19   0.0128861    0.305539 0.000376959
          20   0.0128483     0.30554 0.000358112
