#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.933018   -0.933018           0
           2   -0.935482    -0.93425 0.000870873
           3   -0.933152   -0.933884 0.000652977
           4   -0.935979   -0.934408 0.000667543
           5    -0.93453   -0.934432 0.000534484
           6   -0.934354   -0.934419 0.000445565
           7   -0.933741   -0.934322 0.000392311
           8   -0.936161   -0.934552 0.000405029
           9   -0.933543    -0.93444 0.000375218
          10   -0.933899   -0.934386 0.000341571
          11   -0.937866   -0.934702 0.000432937
          12   -0.936584   -0.934859 0.000424307
          13   -0.937392   -0.935054 0.000434102
          14   -0.935487   -0.935085 0.000404196
          15    -0.93665   -0.935189 0.000390478
          16   -0.937502   -0.935334 0.000391924
          17   -0.936584   -0.935407 0.000375706
          18   -0.935578   -0.935417 0.000354953
          19   -0.934817   -0.935385 0.000337673
          20   -0.936017   -0.935417 0.000322262
