#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1   0.0151607    0.221486           0
           2    0.015255    0.222175 0.000486837
           3   0.0150957    0.221628 0.000551643
           4   0.0151285    0.221475 0.000434535
           5   0.0151107    0.221331 0.000370684
           6   0.0150645    0.221123 0.000362863
           7   0.0149991    0.220837 0.000408118
           8   0.0149756     0.22058  0.00043044
           9   0.0151805    0.220713 0.000402544
          10   0.0151151    0.220724 0.000362431
          11   0.0152227    0.220875 0.000359783
          12   0.0150373    0.220776 0.000343241
          13   0.0150893     0.22075  0.00031779
          14   0.0150789    0.220717 0.000296777
          15   0.0151731    0.220781 0.000283656
          16   0.0149971    0.220675 0.000284801
          17   0.0149561    0.220547 0.000295495
          18   0.0150367    0.220499  0.00028303
          19   0.0152033    0.220583 0.000280511
          20   0.0151561    0.220625 0.000269579
