#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0499812   0.0499812           0
           2    0.049844   0.0499126 4.85075e-05
           3    0.050338   0.0500544 0.000120211
           4     0.05052   0.0501708 0.000135241
           5   0.0559032   0.0513173  0.00103113
           6   0.0530212   0.0516013 0.000897534
           7   0.0507836   0.0514845 0.000776879
           8   0.0512856   0.0514596 0.000680166
           9   0.0547484    0.051825 0.000695865
          10   0.0491276   0.0515553 0.000676542
          11   0.0536904   0.0517494  0.00064228
          12     0.05152   0.0517303 0.000589041
          13   0.0474928   0.0514043  0.00062747
          14    0.046766    0.051073 0.000664384
          15   0.0517132   0.0511157 0.000621461
          16   0.0501748   0.0510569 0.000585395
          17   0.0532296   0.0511847  0.00056474
          18   0.0531484   0.0512938 0.000543801
          19   0.0521244   0.0513375 0.000516934
          20   0.0494668    0.051244 0.000499478
