#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00301052    0.418128           0
           2  0.00295266     0.41411  0.00284138
           3  0.00304834      0.4172  0.00315524
           4  0.00297245     0.41611   0.0025477
           5   0.0030918    0.418772  0.00313378
           6  0.00291206    0.416385   0.0034009
           7  0.00303268    0.417074  0.00298394
           8  0.00307653    0.418352  0.00287155
           9   0.0030156    0.418405  0.00255299
          10  0.00313198    0.420064  0.00278518
          11  0.00308329    0.420807  0.00262914
          12  0.00303239    0.420837  0.00241021
          13   0.0030235    0.420767  0.00222582
          14   0.0030853     0.42132   0.0021345
          15  0.00314551    0.422358  0.00222996
          16  0.00295752    0.421633  0.00220511
          17   0.0031542    0.422601  0.00227786
          18  0.00312707    0.423252  0.00224236
          19  0.00297288    0.422707  0.00218952
          20  0.00294975    0.422056  0.00217466
