#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.682814   -0.682814           0
           2   -0.682648   -0.682731 5.88313e-05
           3   -0.683228   -0.682897 0.000140785
           4   -0.682862   -0.682888 0.000105864
           5   -0.683117   -0.682934 9.40624e-05
           6    -0.68261    -0.68288 9.25455e-05
           7   -0.682037   -0.682759 0.000136841
           8   -0.681322    -0.68258 0.000206325
           9   -0.681557   -0.682466 0.000212415
          10   -0.681986   -0.682418 0.000196533
          11   -0.682284   -0.682406 0.000179044
          12   -0.682371   -0.682403 0.000164147
          13   -0.681921   -0.682366 0.000155655
          14   -0.681788   -0.682325 0.000149911
          15    -0.68143   -0.682265 0.000151326
          16   -0.681444   -0.682214 0.000150316
          17   -0.682518   -0.682232 0.000142533
          18   -0.683526   -0.682303 0.000151686
          19   -0.681479    -0.68226 0.000149777
          20   -0.682015   -0.682248 0.000142788
