#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.762563   -0.762563           0
           2    -0.76129   -0.761927 0.000450003
           3   -0.762492   -0.762115 0.000337141
           4   -0.762071   -0.762104 0.000253035
           5   -0.762154   -0.762114 0.000202627
           6   -0.761729    -0.76205 0.000178749
           7   -0.761582   -0.761983 0.000165264
           8   -0.761583   -0.761933 0.000151978
           9   -0.761612   -0.761897 0.000139216
          10   -0.761805   -0.761888 0.000125602
          11   -0.761262   -0.761831 0.000126442
          12   -0.761512   -0.761805  0.00011867
          13   -0.760903   -0.761735 0.000128208
          14   -0.761493   -0.761718 0.000120214
          15   -0.762528   -0.761772 0.000123737
          16   -0.760961   -0.761721 0.000125962
          17   -0.762369   -0.761759 0.000124178
          18   -0.762316    -0.76179 0.000121069
          19   -0.760834    -0.76174 0.000124728
          20   -0.761933    -0.76175 0.000118864
