#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.55515    -0.55515           0
           2   -0.554057   -0.554603 0.000386363
           3   -0.554298   -0.554501 0.000270671
           4   -0.554486   -0.554498 0.000203029
           5   -0.555659    -0.55473 0.000263741
           6   -0.554586   -0.554706 0.000220878
           7   -0.554236   -0.554639 0.000199263
           8   -0.554909   -0.554672 0.000177191
           9   -0.554289    -0.55463 0.000162551
          10   -0.555359   -0.554703 0.000161833
          11   -0.554785    -0.55471 0.000147293
          12   -0.554581   -0.554699 0.000135413
          13   -0.555418   -0.554755  0.00013582
          14   -0.554748   -0.554754  0.00012612
          15    -0.55296   -0.554635 0.000164957
          16   -0.554874    -0.55465 0.000155322
          17   -0.554696   -0.554652 0.000146209
          18   -0.554752   -0.554658 0.000138191
          19   -0.554982   -0.554675 0.000131964
          20   -0.555992   -0.554741 0.000140843
