#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.504967   -0.504967           0
           2   -0.504118   -0.504542 0.000300379
           3   -0.504325    -0.50447 0.000208827
           4   -0.504274   -0.504421 0.000162237
           5   -0.505005   -0.504538 0.000166588
           6   -0.504062   -0.504459 0.000156533
           7   -0.504702   -0.504493 0.000137969
           8   -0.504962   -0.504552 0.000132601
           9   -0.504183   -0.504511 0.000124035
          10   -0.504732   -0.504533 0.000113584
          11   -0.504897   -0.504566 0.000107965
          12   -0.504526   -0.504563 9.90187e-05
          13   -0.505164   -0.504609 0.000101629
          14   -0.505243   -0.504654 0.000103976
          15   -0.503395    -0.50457 0.000126468
          16   -0.505013   -0.504598 0.000121549
          17   -0.505141    -0.50463 0.000118518
          18   -0.504842   -0.504642 0.000112519
          19   -0.504807    -0.50465 0.000106934
          20   -0.505715   -0.504704 0.000114071
