#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.761905   -0.761905           0
           2   -0.760862   -0.761384 0.000368544
           3   -0.762683   -0.761817 0.000430668
           4   -0.761254   -0.761676 0.000345189
           5   -0.762152   -0.761771 0.000288971
           6   -0.761596   -0.761742 0.000242282
           7   -0.762313   -0.761824 0.000220961
           8   -0.761713    -0.76181 0.000193775
           9   -0.761264   -0.761749 0.000181486
          10   -0.761138   -0.761688  0.00017331
          11   -0.761138   -0.761638 0.000164621
          12   -0.762051   -0.761672 0.000154461
          13   -0.761772    -0.76168 0.000142769
          14   -0.760729   -0.761612 0.000147861
          15   -0.760786   -0.761557 0.000147897
          16    -0.76211   -0.761592 0.000142628
          17   -0.762458   -0.761643 0.000143045
          18   -0.762106   -0.761668 0.000137399
          19   -0.763378   -0.761758   0.0001569
          20    -0.76142   -0.761741 0.000149965
