#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1  0.00840956    0.420478           0
           2  0.00835987    0.419236 0.000878353
           3  0.00842278     0.41987 0.000781824
           4  0.00847552    0.420847  0.00102902
           5  0.00839747    0.420652 0.000841422
           6  0.00843752    0.420856   0.0007255
           7  0.00835775    0.420432 0.000735412
           8  0.00838002    0.420253 0.000664881
           9  0.00840579    0.420257 0.000591017
          10  0.00844052    0.420434 0.000557756
          11  0.00846823    0.420705 0.000568958
          12  0.00833256    0.420365 0.000614654
          13  0.00854926    0.420911 0.000772731
          14  0.00850043    0.421205 0.000771298
          15  0.00845748    0.421316 0.000727864
          16  0.00838826    0.421197  0.00069202
          17  0.00841672    0.421176 0.000651639
          18  0.00834785    0.420966 0.000648445
          19  0.00850785    0.421199 0.000654839
          20  0.00844145    0.421242 0.000623553
