#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.647933   -0.647933           0
           2   -0.645969   -0.646951 0.000694379
           3   -0.646192   -0.646698 0.000506897
           4   -0.647675   -0.646942 0.000435092
           5   -0.646664   -0.646887 0.000351613
           6      -0.647   -0.646905 0.000293519
           7   -0.645395    -0.64669 0.000321241
           8    -0.64757     -0.6468 0.000299355
           9   -0.645782   -0.646687 0.000286644
          10   -0.646832   -0.646701 0.000258347
          11    -0.64723   -0.646749 0.000239284
          12     -0.6473   -0.646795 0.000223701
          13    -0.64658   -0.646779 0.000207105
          14   -0.646017   -0.646724 0.000199333
          15   -0.645123   -0.646617 0.000212709
          16   -0.646864   -0.646633 0.000199972
          17   -0.647256    -0.64667 0.000191539
          18   -0.646096   -0.646638 0.000183529
          19   -0.646901   -0.646652 0.000174391
          20   -0.647017    -0.64667 0.000166625
