#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1   0.0138484    0.270477           0
           2   0.0138077    0.270079  0.00028082
           3   0.0139735    0.271026 0.000795513
           4   0.0138315    0.270806  0.00062634
           5   0.0138282    0.270661 0.000517567
           6   0.0138549    0.270652 0.000431396
           7   0.0138004    0.270493 0.000397958
           8   0.0139833     0.27082 0.000463654
           9   0.0140067    0.271125 0.000502695
          10   0.0138576    0.271078 0.000454606
          11   0.0138452    0.271018  0.00041727
          12   0.0138226    0.270931 0.000391493
          13   0.0140416    0.271186 0.000436731
          14   0.0138575    0.271148 0.000407185
          15   0.0138373    0.271089  0.00038433
          16   0.0138126    0.271007  0.00036894
          17   0.0137352    0.270846 0.000380861
          18   0.0138362    0.270812 0.000361198
          19   0.0138485    0.270794 0.000342613
          20   0.0139738    0.270901  0.00034165
