#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.01155    0.341716           0
           2    0.011607    0.342559 0.000596216
           3    0.011583    0.342604 0.000399153
           4   0.0115841    0.342634 0.000300508
           5   0.0116751    0.343191  0.00055306
           6   0.0114787    0.342593 0.000714092
           7   0.0116235    0.342779 0.000635665
           8   0.0116775    0.343117 0.000640055
           9   0.0116398    0.343257 0.000583927
          10   0.0116932    0.343526 0.000584497
          11   0.0116297    0.343576 0.000533466
          12   0.0117038      0.3438  0.00053401
          13   0.0116844    0.343946 0.000512412
          14   0.0116607     0.34402 0.000481218
          15    0.011626    0.344017 0.000449152
          16   0.0116746    0.344103 0.000429352
          17   0.0116929    0.344212 0.000417517
          18   0.0116139    0.344178 0.000395671
          19   0.0117591    0.344374 0.000420608
          20   0.0115811    0.344287 0.000408454
