#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1   0.0102212    0.386435           0
           2   0.0101293    0.384697  0.00122887
           3   0.0100854    0.383565   0.0012349
           4    0.010198    0.384063  0.00102162
           5   0.0100968    0.383597 0.000917529
           6   0.0101148      0.3834 0.000785546
           7   0.0101066    0.383215 0.000694801
           8   0.0101227    0.383151 0.000610819
           9   0.0101769     0.38333 0.000568523
          10   0.0102028    0.383571 0.000560443
          11   0.0101581    0.383615 0.000511164
          12   0.0101767    0.383709 0.000477255
          13   0.0101116      0.3836 0.000452836
          14   0.0101633    0.383646 0.000422843
          15   0.0102007    0.383781 0.000415435
          16   0.0101772    0.383843 0.000394043
          17   0.0102168    0.383985 0.000395879
          18   0.0101536    0.383979  0.00037393
          19    0.010295    0.384255 0.000444589
          20    0.010085    0.384107  0.00044647
