#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.461782   -0.461782           0
           2   -0.461847   -0.461814 2.31931e-05
           3    -0.46232   -0.461983 0.000138473
           4    -0.46219   -0.462035 0.000113152
           5   -0.462151   -0.462058 9.28856e-05
           6   -0.461722   -0.462002 9.27354e-05
           7   -0.462226   -0.462034 8.48414e-05
           8   -0.462298   -0.462067 8.04086e-05
           9   -0.462096    -0.46207 7.15379e-05
          10   -0.462146   -0.462078 6.47782e-05
          11   -0.462077   -0.462078 5.88893e-05
          12   -0.461835   -0.462058 5.73477e-05
          13   -0.462792   -0.462114 7.58165e-05
          14   -0.462346   -0.462131 7.21941e-05
          15   -0.461641   -0.462098 7.44024e-05
          16    -0.46242   -0.462118 7.24225e-05
          17   -0.462314    -0.46213 6.90763e-05
          18   -0.462206   -0.462134 6.53673e-05
          19   -0.461614   -0.462107 6.74196e-05
          20   -0.463682   -0.462185 9.99713e-05
