#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.849518   -0.849518           0
           2   -0.848986   -0.849252  0.00018809
           3   -0.848125   -0.848877 0.000331523
           4   -0.849707   -0.849084 0.000306866
           5   -0.846535   -0.848574 0.000517865
           6   -0.848326   -0.848533   0.0004332
           7   -0.847362   -0.848366 0.000402343
           8   -0.848882    -0.84843 0.000357197
           9    -0.84601   -0.848161 0.000406345
          10   -0.849082   -0.848253 0.000376005
          11   -0.848186   -0.848247 0.000341872
          12   -0.848258   -0.848248 0.000313384
          13   -0.849326   -0.848331 0.000300035
          14   -0.847966   -0.848305 0.000279737
          15   -0.847676   -0.848263 0.000264213
          16   -0.849014    -0.84831 0.000251838
          17   -0.851713    -0.84851 0.000306412
          18   -0.847173   -0.848436 0.000298261
          19   -0.847519   -0.848388 0.000286439
          20   -0.850424   -0.848489 0.000289648
