#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.598598   -0.598598           0
           2   -0.597378   -0.597988 0.000431052
           3   -0.597126   -0.597701 0.000371042
           4   -0.597595   -0.597674 0.000279214
           5   -0.598266   -0.597792 0.000247158
           6   -0.597879   -0.597807 0.000206387
           7   -0.597099   -0.597706 0.000200141
           8   -0.598518   -0.597807 0.000199237
           9   -0.597409   -0.597763 0.000181956
          10    -0.59835   -0.597822 0.000172954
          11     -0.5982   -0.597856 0.000160613
          12   -0.598653   -0.597923 0.000160363
          13   -0.598089   -0.597935 0.000148536
          14   -0.597655   -0.597915 0.000139268
          15   -0.596931    -0.59785 0.000144613
          16   -0.597553   -0.597831 0.000136761
          17   -0.597672   -0.597822 0.000129036
          18   -0.597557   -0.597807 0.000122704
          19   -0.597419   -0.597787 0.000117932
          20   -0.598572   -0.597826 0.000118392
