#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1   0.0157798    0.197248           0
           2   0.0158772    0.197856 0.000430283
           3   0.0156728    0.197208 0.000602355
           4   0.0158176    0.197336 0.000465183
           5   0.0157262    0.197184 0.000396083
           6    0.015662    0.196949 0.000393631
           7   0.0156032    0.196677 0.000421426
           8   0.0156586    0.196559 0.000384904
           9   0.0157487    0.196592 0.000343579
          10   0.0157105    0.196571 0.000309864
          11   0.0157329    0.196579 0.000281803
          12   0.0156044    0.196452 0.000285519
          13   0.0157594    0.196494 0.000266571
          14   0.0157124    0.196487 0.000247605
          15   0.0156824    0.196457 0.000232968
          16   0.0155823    0.196352 0.000240871
          17   0.0155765    0.196255 0.000245385
          18   0.0156716    0.196235 0.000232568
          19   0.0157984    0.196301 0.000229369
          20   0.0157509     0.19633 0.000219759
