#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1   0.0135029    0.281017           0
           2   0.0135387    0.281389 0.000263364
           3   0.0136129    0.282029 0.000550787
           4   0.0136018    0.282291  0.00047127
           5   0.0136028    0.282452 0.000403687
           6   0.0135453     0.28236 0.000346694
           7   0.0134745    0.282084 0.000392138
           8   0.0135931    0.282185 0.000355994
           9   0.0135497    0.282164 0.000317088
          10   0.0134751    0.281991    0.000329
          11    0.013515    0.281926 0.000305579
          12   0.0135007    0.281846 0.000290267
          13   0.0138002    0.282258 0.000478165
          14   0.0134087     0.28203 0.000495696
          15   0.0134971    0.281954 0.000468357
          16    0.013481    0.281867 0.000447104
          17   0.0135218     0.28184 0.000421609
          18   0.0134996    0.281791 0.000401087
          19   0.0134742    0.281719 0.000386406
          20   0.0135591    0.281742 0.000367796
