#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.57654     1.57654           0
           2     1.59454     1.58554  0.00636641
           3       1.578     1.58303  0.00471395
           4      1.5901     1.58479   0.0038524
           5     1.59603     1.58704  0.00367916
           6     1.60057      1.5893   0.0036932
           7     1.58365     1.58849  0.00325249
           8     1.60585     1.59066  0.00349571
           9     1.59784     1.59146  0.00319703
          10     1.62615     1.59493   0.0043713
          11     1.60336     1.59569  0.00404058
          12     1.56555     1.59318  0.00441632
          13     1.63358     1.59629  0.00505284
          14     1.59812     1.59642  0.00469361
          15     1.59305     1.59619  0.00438607
          16       1.611     1.59712  0.00420844
          17     1.61823     1.59836  0.00413996
          18     1.56801     1.59668  0.00423945
          19      1.5905     1.59635  0.00402876
          20     1.59336      1.5962  0.00383009
