#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     57.7455     57.7455           0
           2     57.1035     57.4245    0.226968
           3     58.2604     57.7031     0.27322
           4     63.5889     59.1746     1.29068
           5     60.4851     59.4367     1.05882
           6     59.7926      59.496    0.884011
           7      58.878     59.4077     0.76212
           8     59.5872     59.4302    0.667185
           9     60.4024     59.5382    0.601734
          10     59.0125     59.4856    0.543852
          11     61.5735     59.6754    0.526494
          12     60.6921     59.7601    0.489388
          13     59.2713     59.7225    0.453185
          14     62.5375     59.9236    0.463279
          15     61.8051      60.049    0.449053
          16       59.62     60.0222    0.421787
          17     61.1689     60.0897    0.402334
          18     62.0766     60.2001    0.394834
          19     62.6503      60.329    0.394552
          20     60.4646     60.3358    0.374883
