#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.932002   -0.932002           0
           2   -0.935668   -0.933835  0.00129627
           3   -0.936121   -0.934597  0.00106485
           4   -0.936025   -0.934954 0.000856391
           5   -0.935666   -0.935096 0.000696845
           6   -0.933891   -0.934895 0.000608955
           7   -0.935874   -0.935035 0.000537785
           8   -0.935484   -0.935091 0.000473478
           9    -0.93397   -0.934967 0.000436966
          10   -0.937004    -0.93517 0.000438198
          11   -0.937387   -0.935372 0.000442281
          12   -0.937938   -0.935586 0.000454201
          13   -0.935465   -0.935576 0.000419358
          14   -0.935282   -0.935555  0.00038993
          15   -0.932189   -0.935331 0.000423634
          16   -0.936694   -0.935416 0.000405636
          17   -0.931873   -0.935208 0.000432022
          18   -0.936089   -0.935257 0.000410784
          19   -0.936133   -0.935303 0.000391743
          20    -0.93829   -0.935452 0.000399622
