4.58276 nan
5.80285 1.22008
5.46598 0.780821
5.46112 0.552145
5.05759 0.588011
5.44265 0.615448
5.44708 0.520167
5.52446 0.457075
5.56769 0.405414
5.49534 0.36976
5.60327 0.351444
5.64045 0.32297
5.62148 0.297694
5.66648 0.279261
5.57146 0.276799
5.54678 0.260095
5.57003 0.24542
5.57055 0.231385
5.58245 0.219191
5.52422 0.215941
5.57871 0.212504
5.49274 0.220095
5.4899 0.210327
5.50115 0.201687
5.48839 0.193872
5.50261 0.186808
5.45918 0.184929
5.44172 0.179055
5.46663 0.174557
5.46431 0.168654
5.53531 0.177903
5.56469 0.174742
5.54055 0.171077
5.50847 0.16904
5.53518 0.166298
5.53673 0.16162
5.54251 0.157298
5.5736 0.156227
5.57848 0.152247
5.58626 0.148596
5.62457 0.149903
5.60566 0.147507
5.64479 0.149258
5.61588 0.148665
5.59091 0.147453
5.58983 0.144216
5.59469 0.141198
5.60345 0.138503
5.61531 0.136164
5.59809 0.13452
5.58061 0.133009
5.55687 0.132569
5.55031 0.130209
5.54392 0.127935
5.53969 0.125659
5.54605 0.123558
5.55467 0.121677
5.55377 0.119564
5.544 0.117925
5.56161 0.117273
5.5528 0.11567
5.54825 0.11388
5.54212 0.112225
5.53431 0.110734
5.51765 0.110283
5.51306 0.108696
5.52194 0.107429
5.53377 0.106497
5.53717 0.104997
5.52844 0.103854
5.53697 0.102736
5.51947 0.102801
5.51787 0.101395
5.51845 0.100017
5.50329 0.0998312
5.51512 0.0992165
5.53171 0.0993144
5.52422 0.0983187
5.53849 0.0981095
5.54027 0.0968918
5.53952 0.0956911
5.54274 0.094572
5.53219 0.0940197
5.52676 0.093052
5.54622 0.0939873
5.53595 0.0934544
5.53086 0.092514
5.52626 0.0915722
5.51119 0.0917836
5.51059 0.0907601
5.52375 0.0907168
5.50842 0.0910263
5.5114 0.0900914
5.5376 0.0929008
5.55237 0.0930959
5.54983 0.0921558
5.54876 0.0912071
5.55432 0.0904425
5.55136 0.0895731
5.55545 0.0887669
