7.06578 nan
5.73822 1.32756
5.61018 0.777091
5.50641 0.559198
5.5706 0.437883
5.54586 0.358385
5.26397 0.413764
5.32929 0.364235
5.34654 0.321688
5.32405 0.288604
5.32727 0.261072
5.31559 0.238611
5.23038 0.235452
5.21295 0.218682
5.29807 0.220661
5.32712 0.208443
5.34948 0.197071
5.41415 0.196731
5.40684 0.186232
5.41992 0.177159
5.41062 0.168768
5.42396 0.161466
5.43294 0.154547
5.40463 0.150652
5.43436 0.147526
5.44828 0.142421
5.49001 0.143257
5.4542 0.142616
5.44722 0.137787
5.44039 0.13329
5.40444 0.133837
5.43558 0.133276
5.4065 0.132407
5.39577 0.128902
5.45127 0.136919
5.45581 0.133139
5.45369 0.129508
5.46986 0.127086
5.54055 0.142547
5.56371 0.140854
5.53501 0.140341
5.52045 0.137731
5.50848 0.135021
5.47597 0.135864
5.46938 0.132974
5.49354 0.132276
5.45954 0.133821
5.44601 0.131701
5.44881 0.129015
5.43333 0.127353
5.42843 0.124927
5.41178 0.123628
5.4364 0.123748
5.43603 0.121435
5.45059 0.120093
5.46921 0.11939
5.47256 0.117324
5.45214 0.117079
5.45147 0.11508
5.4597 0.113444
5.42604 0.116536
5.4172 0.11498
5.43605 0.1147
5.45282 0.114132
5.43092 0.114477
5.41863 0.113396
5.40808 0.112188
5.39353 0.11148
5.39544 0.109869
5.41084 0.109378
5.4001 0.10836
5.39125 0.107211
5.42348 0.110536
5.42224 0.109039
5.41357 0.107924
5.41405 0.106495
5.43334 0.106857
5.44771 0.106453
5.4453 0.105125
5.44013 0.103931
5.42884 0.103259
5.41734 0.102638
5.43371 0.102707
5.43267 0.101482
5.44307 0.100819
5.43122 0.100342
5.42998 0.0991893
5.43359 0.098122
5.42576 0.0973285
5.41615 0.0967195
5.41384 0.0956786
5.42004 0.0948353
5.42662 0.0940409
5.43614 0.0935206
5.43332 0.0925737
5.42763 0.0917808
5.41931 0.0912107
5.43061 0.0909798
5.44863 0.0918415
5.44184 0.0911715
