14.4968 nan
14.4126 0.0842098
13.6744 0.739758
13.3401 0.620791
13.5029 0.507672
14.2708 0.872664
14.788 0.900813
14.2543 0.945258
14.3572 0.839971
14.5085 0.766373
14.5495 0.694421
14.616 0.637395
14.7184 0.595195
15.2333 0.754171
15.0882 0.716927
14.8615 0.707918
15.0113 0.681634
14.8396 0.665177
14.8201 0.629498
14.791 0.597899
14.8062 0.568918
14.8928 0.549315
14.9576 0.528868
15.1775 0.55203
15.1022 0.534809
14.9885 0.526267
15.0389 0.508907
15.1194 0.496952
15.1219 0.479516
15.1608 0.464891
15.2094 0.452259
15.1306 0.444939
15.1399 0.431347
15.1565 0.418796
15.0345 0.424557
14.9983 0.414179
14.9903 0.40291
14.9466 0.39459
14.8057 0.40936
14.7771 0.400013
14.7786 0.390137
14.886 0.395587
14.9206 0.387827
14.9535 0.380341
14.9721 0.372255
14.9986 0.365033
15.0446 0.360132
15.0257 0.353055
14.992 0.347408
14.981 0.340567
14.9729 0.333921
14.997 0.328318
14.9959 0.322065
14.9592 0.31816
14.9621 0.312334
14.9639 0.306712
14.9501 0.301602
15.0138 0.303123
15.0449 0.299563
15.1003 0.299688
15.0986 0.294739
15.1336 0.292051
15.1568 0.288316
15.1172 0.286527
15.0956 0.282913
15.1137 0.27918
15.1208 0.275075
15.1729 0.275963
15.1939 0.272741
15.2089 0.269236
15.2499 0.268567
15.282 0.266746
15.2893 0.263167
15.2774 0.259859
15.2623 0.256814
15.2823 0.254206
15.323 0.254153
15.3314 0.251015
15.3294 0.247825
15.365 0.247281
15.3941 0.245939
15.3617 0.245065
15.3477 0.242499
15.3295 0.240289
15.3319 0.237459
15.3344 0.234694
15.3242 0.232203
15.3329 0.229715
15.3612 0.228873
15.4122 0.232001
15.4108 0.229442
15.3793 0.229116
15.3512 0.22837
15.3242 0.227544
15.2883 0.227968
15.3277 0.228993
15.3421 0.227075
15.3151 0.226357
15.2766 0.227354
15.2727 0.225102
