# block_number expected_H error_H
5590 -0.44384635 0.00015056
5591 -0.44384142 0.00015061
5592 -0.44383935 0.00015060
5593 -0.44383807 0.00015057
5594 -0.44383426 0.00015060
5595 -0.44383405 0.00015057
5596 -0.44383082 0.00015058
5597 -0.44382895 0.00015056
5598 -0.44383060 0.00015054
5599 -0.44382960 0.00015052
5600 -0.44383005 0.00015049
5601 -0.44382934 0.00015047
5602 -0.44382806 0.00015045
5603 -0.44382509 0.00015045
5604 -0.44382042 0.00015050
5605 -0.44382186 0.00015048
5606 -0.44381905 0.00015048
5607 -0.44381772 0.00015045
5608 -0.44381753 0.00015043
5609 -0.44381861 0.00015040
5610 -0.44381718 0.00015038
5611 -0.44381937 0.00015037
5612 -0.44381582 0.00015039
5613 -0.44381625 0.00015036
5614 -0.44381371 0.00015036
5615 -0.44381382 0.00015033
5616 -0.44381256 0.00015031
5617 -0.44381347 0.00015028
5618 -0.44381295 0.00015026
5619 -0.44381507 0.00015025
5620 -0.44381247 0.00015024
5621 -0.44381282 0.00015022
5622 -0.44381246 0.00015019
5623 -0.44381020 0.00015018
5624 -0.44381046 0.00015015
5625 -0.44381103 0.00015013
5626 -0.44381143 0.00015010
5627 -0.44380918 0.00015009
5628 -0.44380874 0.00015007
5629 -0.44381178 0.00015007
5630 -0.44381544 0.00015009
5631 -0.44381362 0.00015007
5632 -0.44381297 0.00015005
5633 -0.44381117 0.00015003
5634 -0.44380913 0.00015002
5635 -0.44381028 0.00015000
5636 -0.44381145 0.00014998
5637 -0.44381289 0.00014996
5638 -0.44381464 0.00014994
5639 -0.44381320 0.00014992
5640 -0.44381328 0.00014989
5641 -0.44381339 0.00014987
5642 -0.44381199 0.00014985
5643 -0.44381137 0.00014982
5644 -0.44381162 0.00014979
5645 -0.44381283 0.00014977
5646 -0.44381108 0.00014976
5647 -0.44381245 0.00014974
5648 -0.44380335 0.00014999
5649 -0.44380198 0.00014997
5650 -0.44379888 0.00014997
5651 -0.44379892 0.00014995
5652 -0.44379942 0.00014992
5653 -0.44379896 0.00014989
5654 -0.44379900 0.00014987
5655 -0.44379918 0.00014984
5656 -0.44379357 0.00014992
5657 -0.44379561 0.00014991
5658 -0.44379604 0.00014988
5659 -0.44379602 0.00014985
5660 -0.44379944 0.00014987
5661 -0.44380031 0.00014984
5662 -0.44379626 0.00014987
5663 -0.44379647 0.00014984
5664 -0.44379436 0.00014983
5665 -0.44379645 0.00014982
5666 -0.44379742 0.00014980
5667 -0.44379504 0.00014979
5668 -0.44379509 0.00014976
5669 -0.44379759 0.00014976
5670 -0.44379473 0.00014976
5671 -0.44379458 0.00014973
5672 -0.44379337 0.00014971
5673 -0.44379063 0.00014971
5674 -0.44378870 0.00014970
5675 -0.44378918 0.00014967
5676 -0.44378594 0.00014968
5677 -0.44378489 0.00014966
5678 -0.44378563 0.00014963
5679 -0.44378699 0.00014961
5680 -0.44379199 0.00014967
5681 -0.44379288 0.00014965
5682 -0.44379056 0.00014964
5683 -0.44379037 0.00014961
5684 -0.44378620 0.00014964
5685 -0.44378401 0.00014963
5686 -0.44378391 0.00014961
5687 -0.44378522 0.00014959
5688 -0.44378358 0.00014957
5689 -0.44378098 0.00014956
5690 -0.44378261 0.00014955
5691 -0.44378261 0.00014952
5692 -0.44378283 0.00014950
5693 -0.44378499 0.00014948
5694 -0.44378727 0.00014948
5695 -0.44378812 0.00014945
5696 -0.44378586 0.00014944
5697 -0.44378236 0.00014946
5698 -0.44378419 0.00014944
5699 -0.44378246 0.00014943
5700 -0.44378332 0.00014940
5701 -0.44378104 0.00014939
5702 -0.44377979 0.00014937
5703 -0.44378084 0.00014935
5704 -0.44378071 0.00014932
5705 -0.44377944 0.00014930
5706 -0.44377845 0.00014928
5707 -0.44378057 0.00014927
5708 -0.44378225 0.00014925
5709 -0.44378065 0.00014924
5710 -0.44377983 0.00014921
5711 -0.44377805 0.00014920
5712 -0.44377681 0.00014918
5713 -0.44377610 0.00014915
5714 -0.44377787 0.00014913
5715 -0.44377998 0.00014912
5716 -0.44378047 0.00014910
5717 -0.44378188 0.00014908
5718 -0.44378217 0.00014905
5719 -0.44378309 0.00014903
5720 -0.44377861 0.00014907
5721 -0.44377509 0.00014909
5722 -0.44377607 0.00014906
5723 -0.44377805 0.00014905
5724 -0.44377725 0.00014903
5725 -0.44377633 0.00014900
5726 -0.44377380 0.00014900
5727 -0.44377597 0.00014899
5728 -0.44377832 0.00014898
5729 -0.44377669 0.00014897
5730 -0.44377735 0.00014894
5731 -0.44377404 0.00014895
5732 -0.44377578 0.00014894
5733 -0.44377254 0.00014894
5734 -0.44377123 0.00014892
5735 -0.44377152 0.00014890
5736 -0.44377205 0.00014887
5737 -0.44377305 0.00014885
5738 -0.44377457 0.00014883
5739 -0.44377605 0.00014881
5740 -0.44377928 0.00014882
5741 -0.44378244 0.00014883
5742 -0.44378455 0.00014882
5743 -0.44378534 0.00014880
5744 -0.44378281 0.00014879
5745 -0.44378272 0.00014877
5746 -0.44378514 0.00014876
5747 -0.44378495 0.00014873
5748 -0.44378462 0.00014871
5749 -0.44378394 0.00014868
5750 -0.44378528 0.00014866
5751 -0.44378412 0.00014864
5752 -0.44378190 0.00014863
5753 -0.44378084 0.00014861
5754 -0.44378085 0.00014859
5755 -0.44377623 0.00014863
5756 -0.44377278 0.00014865
5757 -0.44377231 0.00014862
5758 -0.44377190 0.00014860
5759 -0.44377092 0.00014857
5760 -0.44377335 0.00014857
5761 -0.44377430 0.00014855
5762 -0.44377401 0.00014852
5763 -0.44377421 0.00014849
5764 -0.44377714 0.00014850
5765 -0.44377774 0.00014847
5766 -0.44377626 0.00014845
5767 -0.44377785 0.00014844
5768 -0.44377985 0.00014842
5769 -0.44377869 0.00014840
5770 -0.44377733 0.00014838
5771 -0.44377875 0.00014837
5772 -0.44377671 0.00014835
5773 -0.44377749 0.00014833
5774 -0.44377599 0.00014831
5775 -0.44377639 0.00014829
5776 -0.44377238 0.00014832
5777 -0.44377123 0.00014829
5778 -0.44376898 0.00014829
5779 -0.44376562 0.00014830
5780 -0.44376742 0.00014828
5781 -0.44376763 0.00014826
5782 -0.44377165 0.00014829
5783 -0.44377228 0.00014826
5784 -0.44377175 0.00014824
5785 -0.44377360 0.00014822
5786 -0.44377638 0.00014822
5787 -0.44377865 0.00014822
5788 -0.44377952 0.00014819
5789 -0.44378256 0.00014820
5790 -0.44378224 0.00014817
5791 -0.44378041 0.00014816
5792 -0.44378119 0.00014814
5793 -0.44378211 0.00014811
5794 -0.44378075 0.00014809
5795 -0.44377831 0.00014809
5796 -0.44377892 0.00014806
5797 -0.44378021 0.00014804
5798 -0.44378095 0.00014802
5799 -0.44377226 0.00014825
5800 -0.44376884 0.00014826
5801 -0.44377057 0.00014825
5802 -0.44376959 0.00014822
5803 -0.44377107 0.00014821
5804 -0.44376701 0.00014824
5805 -0.44376834 0.00014822
5806 -0.44376524 0.00014822
5807 -0.44376541 0.00014820
5808 -0.44376437 0.00014818
5809 -0.44376300 0.00014816
5810 -0.44376244 0.00014813
5811 -0.44376335 0.00014811
5812 -0.44376471 0.00014809
5813 -0.44376140 0.00014810
5814 -0.44376125 0.00014808
5815 -0.44376236 0.00014806
5816 -0.44376156 0.00014803
5817 -0.44375914 0.00014803
5818 -0.44375876 0.00014800
5819 -0.44376018 0.00014798
5820 -0.44375801 0.00014797
5821 -0.44375544 0.00014797
5822 -0.44375662 0.00014795
5823 -0.44375464 0.00014794
5824 -0.44375224 0.00014793
5825 -0.44375375 0.00014791
5826 -0.44375462 0.00014789
5827 -0.44375298 0.00014788
5828 -0.44375254 0.00014785
5829 -0.44374993 0.00014785
5830 -0.44375030 0.00014782
5831 -0.44375061 0.00014780
5832 -0.44375105 0.00014777
5833 -0.44375198 0.00014775
5834 -0.44374996 0.00014774
5835 -0.44375178 0.00014773
5836 -0.44375165 0.00014770
5837 -0.44375250 0.00014768
5838 -0.44374998 0.00014767
5839 -0.44375186 0.00014766
5840 -0.44375316 0.00014764
5841 -0.44375328 0.00014762
5842 -0.44375278 0.00014759
5843 -0.44375310 0.00014757
5844 -0.44375378 0.00014754
5845 -0.44375466 0.00014752
5846 -0.44375612 0.00014750
5847 -0.44375597 0.00014748
5848 -0.44375642 0.00014745
5849 -0.44375521 0.00014743
5850 -0.44375317 0.00014742
5851 -0.44375494 0.00014741
5852 -0.44375120 0.00014743
5853 -0.44374818 0.00014743
5854 -0.44374823 0.00014741
5855 -0.44375033 0.00014740
5856 -0.44375203 0.00014738
5857 -0.44375360 0.00014737
5858 -0.44375422 0.00014734
5859 -0.44375035 0.00014737
5860 -0.44374917 0.00014735
5861 -0.44374937 0.00014732
5862 -0.44374770 0.00014731
5863 -0.44374183 0.00014740
5864 -0.44374214 0.00014737
5865 -0.44373732 0.00014743
5866 -0.44373851 0.00014741
5867 -0.44373863 0.00014738
5868 -0.44374019 0.00014737
5869 -0.44374266 0.00014736
5870 -0.44374343 0.00014734
5871 -0.44374093 0.00014733
5872 -0.44373796 0.00014734
5873 -0.44373896 0.00014732
5874 -0.44374028 0.00014730
5875 -0.44374053 0.00014727
5876 -0.44374168 0.00014725
5877 -0.44374131 0.00014723
5878 -0.44374149 0.00014720
5879 -0.44374160 0.00014718
5880 -0.44374169 0.00014715
5881 -0.44374250 0.00014713
5882 -0.44374153 0.00014711
5883 -0.44374553 0.00014714
5884 -0.44374542 0.00014711
5885 -0.44374514 0.00014709
5886 -0.44374508 0.00014706
5887 -0.44374563 0.00014704
5888 -0.44374616 0.00014702
5889 -0.44374587 0.00014699
5890 -0.44374769 0.00014698
5891 -0.44374975 0.00014697
5892 -0.44374782 0.00014695
5893 -0.44374733 0.00014693
5894 -0.44374780 0.00014691
5895 -0.44375095 0.00014692
5896 -0.44375149 0.00014689
5897 -0.44375228 0.00014687
5898 -0.44375062 0.00014685
5899 -0.44375163 0.00014683
5900 -0.44375096 0.00014681
5901 -0.44375072 0.00014678
5902 -0.44375189 0.00014676
5903 -0.44375246 0.00014674
5904 -0.44375556 0.00014675
5905 -0.44375357 0.00014674
5906 -0.44375222 0.00014672
5907 -0.44375228 0.00014669
5908 -0.44375260 0.00014667
5909 -0.44375233 0.00014664
5910 -0.44375168 0.00014662
5911 -0.44374433 0.00014678
5912 -0.44374706 0.00014678
5913 -0.44374845 0.00014676
5914 -0.44374742 0.00014674
5915 -0.44374275 0.00014679
5916 -0.44374112 0.00014677
5917 -0.44374337 0.00014677
5918 -0.44374232 0.00014675
5919 -0.44374154 0.00014672
5920 -0.44373989 0.00014671
5921 -0.44373652 0.00014672
5922 -0.44373856 0.00014671
5923 -0.44373764 0.00014669
5924 -0.44373690 0.00014667
5925 -0.44373565 0.00014665
5926 -0.44373665 0.00014663
5927 -0.44373676 0.00014660
5928 -0.44373380 0.00014661
5929 -0.44372883 0.00014667
5930 -0.44373116 0.00014666
5931 -0.44373013 0.00014664
5932 -0.44372537 0.00014669
5933 -0.44372478 0.00014667
5934 -0.44372525 0.00014664
5935 -0.44372194 0.00014666
5936 -0.44372328 0.00014664
5937 -0.44372273 0.00014661
5938 -0.44372364 0.00014659
5939 -0.44372178 0.00014658
5940 -0.44372096 0.00014656
5941 -0.44371934 0.00014654
5942 -0.44371922 0.00014652
5943 -0.44372077 0.00014650
5944 -0.44372187 0.00014648
5945 -0.44372143 0.00014646
5946 -0.44371707 0.00014650
5947 -0.44371574 0.00014648
5948 -0.44371709 0.00014646
5949 -0.44371674 0.00014643
5950 -0.44371685 0.00014641
5951 -0.44371894 0.00014640
5952 -0.44371720 0.00014639
5953 -0.44371834 0.00014637
5954 -0.44372016 0.00014635
5955 -0.44372114 0.00014633
5956 -0.44372270 0.00014631
5957 -0.44372023 0.00014631
5958 -0.44372033 0.00014629
5959 -0.44372146 0.00014627
5960 -0.44372078 0.00014624
5961 -0.44372061 0.00014622
5962 -0.44372396 0.00014623
5963 -0.44372100 0.00014624
5964 -0.44372044 0.00014621
5965 -0.44372301 0.00014621
5966 -0.44372603 0.00014622
5967 -0.44372481 0.00014620
5968 -0.44372353 0.00014618
5969 -0.44372340 0.00014616
5970 -0.44372492 0.00014614
5971 -0.44372585 0.00014612
5972 -0.44372445 0.00014610
5973 -0.44372233 0.00014609
5974 -0.44372555 0.00014610
5975 -0.44372750 0.00014609
5976 -0.44372747 0.00014607
5977 -0.44373205 0.00014611
5978 -0.44373583 0.00014614
5979 -0.44373718 0.00014612
5980 -0.44373623 0.00014610
5981 -0.44373930 0.00014611
5982 -0.44373993 0.00014608
5983 -0.44374124 0.00014607
5984 -0.44374046 0.00014604
5985 -0.44374275 0.00014604
5986 -0.44374658 0.00014606
5987 -0.44374709 0.00014604
5988 -0.44374574 0.00014602
5989 -0.44374616 0.00014600
5990 -0.44374992 0.00014602
5991 -0.44375075 0.00014600
5992 -0.44374957 0.00014598
5993 -0.44375017 0.00014596
5994 -0.44375090 0.00014593
5995 -0.44375183 0.00014591
5996 -0.44375271 0.00014589
5997 -0.44375343 0.00014587
5998 -0.44375561 0.00014586
5999 -0.44375816 0.00014586
6000 -0.44375715 0.00014584
6001 -0.44375723 0.00014581
6002 -0.44375813 0.00014579
6003 -0.44375820 0.00014577
6004 -0.44375996 0.00014575
6005 -0.44375807 0.00014574
6006 -0.44375709 0.00014572
6007 -0.44375723 0.00014570
6008 -0.44375725 0.00014567
6009 -0.44375510 0.00014566
6010 -0.44375454 0.00014564
6011 -0.44375440 0.00014562
6012 -0.44375452 0.00014559
6013 -0.44375505 0.00014557
6014 -0.44375600 0.00014555
6015 -0.44375501 0.00014553
6016 -0.44375221 0.00014553
6017 -0.44375599 0.00014555
6018 -0.44375376 0.00014555
6019 -0.44375261 0.00014553
6020 -0.44375189 0.00014551
6021 -0.44375247 0.00014548
6022 -0.44375400 0.00014547
6023 -0.44375704 0.00014547
6024 -0.44375660 0.00014545
6025 -0.44375739 0.00014543
6026 -0.44375695 0.00014541
6027 -0.44375640 0.00014538
6028 -0.44375832 0.00014537
6029 -0.44376115 0.00014537
6030 -0.44376087 0.00014535
6031 -0.44376080 0.00014533
6032 -0.44376181 0.00014531
6033 -0.44376003 0.00014529
6034 -0.44376248 0.00014529
6035 -0.44376250 0.00014526
6036 -0.44375778 0.00014532
6037 -0.44375951 0.00014530
6038 -0.44376169 0.00014530
6039 -0.44376124 0.00014527
6040 -0.44376122 0.00014525
6041 -0.44376011 0.00014523
6042 -0.44376121 0.00014521
6043 -0.44376042 0.00014519
6044 -0.44376250 0.00014518
6045 -0.44375993 0.00014518
6046 -0.44375937 0.00014515
6047 -0.44376032 0.00014513
6048 -0.44376164 0.00014512
6049 -0.44376214 0.00014509
6050 -0.44376327 0.00014507
6051 -0.44376036 0.00014508
6052 -0.44376134 0.00014506
6053 -0.44376227 0.00014504
6054 -0.44376049 0.00014502
6055 -0.44375907 0.00014501
6056 -0.44375939 0.00014498
6057 -0.44376265 0.00014500
6058 -0.44376211 0.00014497
6059 -0.44376113 0.00014495
6060 -0.44376164 0.00014493
6061 -0.44375922 0.00014492
6062 -0.44375965 0.00014490
6063 -0.44375786 0.00014489
6064 -0.44375914 0.00014487
6065 -0.44375876 0.00014485
6066 -0.44375779 0.00014483
6067 -0.44375939 0.00014481
6068 -0.44376088 0.00014480
6069 -0.44374971 0.00014520
6070 -0.44374941 0.00014518
6071 -0.44374019 0.00014545
6072 -0.44373878 0.00014543
6073 -0.44373919 0.00014541
6074 -0.44374070 0.00014539
6075 -0.44374296 0.00014538
6076 -0.44374625 0.00014540
6077 -0.44374679 0.00014537
6078 -0.44374500 0.00014536
6079 -0.44374336 0.00014535
6080 -0.44374475 0.00014533
6081 -0.44374649 0.00014532
6082 -0.44374724 0.00014529
6083 -0.44374642 0.00014527
6084 -0.44374707 0.00014525
6085 -0.44374734 0.00014523
6086 -0.44374590 0.00014521
6087 -0.44374505 0.00014519
6088 -0.44374432 0.00014517
6089 -0.44374266 0.00014515
6090 -0.44374346 0.00014513
6091 -0.44374201 0.00014511
6092 -0.44374176 0.00014509
6093 -0.44374345 0.00014508
6094 -0.44374263 0.00014505
6095 -0.44374446 0.00014504
6096 -0.44374508 0.00014502
6097 -0.44374690 0.00014501
6098 -0.44374669 0.00014498
6099 -0.44374361 0.00014499
6100 -0.44374282 0.00014497
6101 -0.44374707 0.00014501
6102 -0.44374712 0.00014499
6103 -0.44374730 0.00014496
6104 -0.44374770 0.00014494
6105 -0.44374865 0.00014492
6106 -0.44374880 0.00014489
6107 -0.44374811 0.00014487
6108 -0.44374914 0.00014485
6109 -0.44374847 0.00014483
6110 -0.44375305 0.00014488
6111 -0.44375394 0.00014486
6112 -0.44375580 0.00014485
6113 -0.44375655 0.00014482
6114 -0.44375733 0.00014480
6115 -0.44375747 0.00014478
6116 -0.44375791 0.00014476
6117 -0.44376206 0.00014479
6118 -0.44376253 0.00014477
6119 -0.44376357 0.00014475
6120 -0.44376240 0.00014473
6121 -0.44375953 0.00014473
6122 -0.44376053 0.00014471
6123 -0.44376098 0.00014469
6124 -0.44376100 0.00014467
6125 -0.44375751 0.00014469
6126 -0.44375824 0.00014466
6127 -0.44375934 0.00014465
6128 -0.44375903 0.00014462
6129 -0.44375907 0.00014460
6130 -0.44375822 0.00014458
6131 -0.44375896 0.00014456
6132 -0.44375872 0.00014453
6133 -0.44375451 0.00014457
6134 -0.44375404 0.00014455
6135 -0.44375386 0.00014452
6136 -0.44375365 0.00014450
6137 -0.44375492 0.00014448
6138 -0.44375515 0.00014446
6139 -0.44375447 0.00014444
6140 -0.44375412 0.00014441
6141 -0.44375264 0.00014440
6142 -0.44374991 0.00014440
6143 -0.44375065 0.00014438
6144 -0.44374788 0.00014438
6145 -0.44374990 0.00014437
6146 -0.44375099 0.00014435
6147 -0.44374588 0.00014442
6148 -0.44374717 0.00014440
6149 -0.44374490 0.00014440
6150 -0.44374360 0.00014438
6151 -0.44374151 0.00014437
6152 -0.44374039 0.00014435
6153 -0.44374025 0.00014433
6154 -0.44373820 0.00014432
6155 -0.44373992 0.00014431
6156 -0.44373413 0.00014440
6157 -0.44373140 0.00014440
6158 -0.44373331 0.00014439
6159 -0.44373482 0.00014437
6160 -0.44373296 0.00014436
6161 -0.44373601 0.00014437
6162 -0.44373756 0.00014436
6163 -0.44373603 0.00014434
6164 -0.44373568 0.00014432
6165 -0.44373437 0.00014430
6166 -0.44373250 0.00014429
6167 -0.44373301 0.00014427
6168 -0.44373231 0.00014425
6169 -0.44373488 0.00014425
6170 -0.44373613 0.00014423
6171 -0.44374058 0.00014427
6172 -0.44373970 0.00014425
6173 -0.44374021 0.00014423
6174 -0.44373886 0.00014421
6175 -0.44373365 0.00014428
6176 -0.44373297 0.00014426
6177 -0.44373216 0.00014424
6178 -0.44373294 0.00014422
6179 -0.44373359 0.00014420
6180 -0.44373360 0.00014417
6181 -0.44373377 0.00014415
6182 -0.44373570 0.00014414
6183 -0.44373638 0.00014412
6184 -0.44373613 0.00014410
6185 -0.44373631 0.00014407
6186 -0.44373651 0.00014405
6187 -0.44373449 0.00014404
6188 -0.44373782 0.00014406
6189 -0.44373870 0.00014404
6190 -0.44373824 0.00014401
6191 -0.44373814 0.00014399
6192 -0.44373009 0.00014419
6193 -0.44373090 0.00014417
6194 -0.44372987 0.00014415
6195 -0.44373065 0.00014413
6196 -0.44373051 0.00014411
6197 -0.44373164 0.00014409
6198 -0.44373102 0.00014407
6199 -0.44373103 0.00014404
6200 -0.44373307 0.00014403
6201 -0.44373320 0.00014401
6202 -0.44373322 0.00014399
6203 -0.44373629 0.00014400
6204 -0.44373710 0.00014398
6205 -0.44373387 0.00014399
6206 -0.44373534 0.00014397
6207 -0.44373375 0.00014396
6208 -0.44373491 0.00014394
6209 -0.44373526 0.00014392
6210 -0.44373676 0.00014390
6211 -0.44373411 0.00014390
6212 -0.44373237 0.00014389
6213 -0.44373272 0.00014387
6214 -0.44373310 0.00014385
6215 -0.44373472 0.00014383
6216 -0.44373495 0.00014381
6217 -0.44373616 0.00014379
6218 -0.44373585 0.00014377
6219 -0.44373805 0.00014376
6220 -0.44373637 0.00014375
6221 -0.44373682 0.00014373
6222 -0.44373915 0.00014372
6223 -0.44373839 0.00014370
6224 -0.44373424 0.00014374
6225 -0.44373671 0.00014374
6226 -0.44373772 0.00014372
6227 -0.44373720 0.00014369
6228 -0.44373887 0.00014368
6229 -0.44374093 0.00014367
6230 -0.44374324 0.00014367
6231 -0.44374010 0.00014368
6232 -0.44374065 0.00014366
6233 -0.44373962 0.00014364
6234 -0.44374058 0.00014362
6235 -0.44374101 0.00014360
6236 -0.44373897 0.00014359
6237 -0.44373916 0.00014356
6238 -0.44373431 0.00014362
6239 -0.44373310 0.00014360
6240 -0.44373054 0.00014360
6241 -0.44373492 0.00014365
6242 -0.44373197 0.00014366
6243 -0.44373031 0.00014364
6244 -0.44372861 0.00014363
6245 -0.44372993 0.00014361
6246 -0.44373316 0.00014363
6247 -0.44373347 0.00014360
6248 -0.44373415 0.00014358
6249 -0.44373587 0.00014357
6250 -0.44373871 0.00014357
6251 -0.44374117 0.00014357
6252 -0.44373866 0.00014357
6253 -0.44373999 0.00014355
6254 -0.44373863 0.00014354
6255 -0.44373772 0.00014352
6256 -0.44373703 0.00014350
6257 -0.44373741 0.00014347
6258 -0.44373693 0.00014345
6259 -0.44373470 0.00014345
6260 -0.44373648 0.00014343
6261 -0.44373585 0.00014341
6262 -0.44373152 0.00014346
6263 -0.44373297 0.00014344
6264 -0.44373072 0.00014343
6265 -0.44372861 0.00014343
6266 -0.44372714 0.00014341
6267 -0.44372599 0.00014339
6268 -0.44372479 0.00014338
6269 -0.44372783 0.00014338
6270 -0.44372838 0.00014336
6271 -0.44372708 0.00014335
6272 -0.44372938 0.00014334
6273 -0.44373082 0.00014333
6274 -0.44373168 0.00014331
6275 -0.44373321 0.00014329
6276 -0.44372878 0.00014334
6277 -0.44372964 0.00014332
6278 -0.44373158 0.00014331
6279 -0.44373216 0.00014329
6280 -0.44373417 0.00014328
6281 -0.44373615 0.00014327
6282 -0.44373897 0.00014327
6283 -0.44373749 0.00014326
6284 -0.44373794 0.00014323
6285 -0.44373887 0.00014322
6286 -0.44373634 0.00014321
6287 -0.44373630 0.00014319
6288 -0.44373702 0.00014317
6289 -0.44373677 0.00014315
6290 -0.44373664 0.00014313
6291 -0.44373390 0.00014313
6292 -0.44373499 0.00014311
6293 -0.44373519 0.00014309
6294 -0.44373701 0.00014308
6295 -0.44373720 0.00014305
6296 -0.44373767 0.00014303
6297 -0.44373634 0.00014302
6298 -0.44373359 0.00014302
6299 -0.44373424 0.00014300
6300 -0.44373558 0.00014298
6301 -0.44373643 0.00014296
6302 -0.44373699 0.00014294
6303 -0.44373840 0.00014292
6304 -0.44374005 0.00014291
6305 -0.44374260 0.00014291
6306 -0.44374234 0.00014289
6307 -0.44374238 0.00014287
6308 -0.44374332 0.00014285
6309 -0.44374239 0.00014283
6310 -0.44374298 0.00014281
6311 -0.44374588 0.00014281
6312 -0.44374707 0.00014279
6313 -0.44374981 0.00014280
6314 -0.44375116 0.00014278
6315 -0.44374898 0.00014278
6316 -0.44374933 0.00014275
6317 -0.44374842 0.00014273
6318 -0.44374780 0.00014271
6319 -0.44374806 0.00014269
6320 -0.44374596 0.00014268
6321 -0.44374352 0.00014268
6322 -0.44374560 0.00014268
6323 -0.44374614 0.00014265
6324 -0.44374615 0.00014263
6325 -0.44374410 0.00014262
6326 -0.44374390 0.00014260
6327 -0.44374400 0.00014258
6328 -0.44374129 0.00014258
6329 -0.44374005 0.00014256
6330 -0.44374006 0.00014254
6331 -0.44374043 0.00014252
6332 -0.44373931 0.00014250
6333 -0.44374103 0.00014249
6334 -0.44374313 0.00014248
6335 -0.44374440 0.00014247
6336 -0.44374538 0.00014245
6337 -0.44374024 0.00014252
6338 -0.44373934 0.00014250
6339 -0.44374011 0.00014248
6340 -0.44374042 0.00014245
6341 -0.44374235 0.00014245
6342 -0.44374280 0.00014242
6343 -0.44374299 0.00014240
6344 -0.44374396 0.00014238
6345 -0.44374361 0.00014236
6346 -0.44374343 0.00014234
6347 -0.44374290 0.00014232
6348 -0.44374306 0.00014229
6349 -0.44374020 0.00014230
6350 -0.44373640 0.00014233
6351 -0.44373649 0.00014231
6352 -0.44373712 0.00014229
6353 -0.44373606 0.00014227
6354 -0.44373678 0.00014225
6355 -0.44373767 0.00014223
6356 -0.44373547 0.00014222
6357 -0.44373558 0.00014220
6358 -0.44373684 0.00014218
6359 -0.44373685 0.00014216
6360 -0.44373622 0.00014214
6361 -0.44373733 0.00014212
6362 -0.44373580 0.00014211
6363 -0.44373539 0.00014209
6364 -0.44373661 0.00014207
6365 -0.44373960 0.00014208
6366 -0.44374314 0.00014210
6367 -0.44374141 0.00014209
6368 -0.44374299 0.00014207
6369 -0.44374226 0.00014205
6370 -0.44374560 0.00014207
6371 -0.44374531 0.00014205
6372 -0.44374479 0.00014203
6373 -0.44374384 0.00014201
6374 -0.44374461 0.00014199
6375 -0.44374554 0.00014197
6376 -0.44374361 0.00014196
6377 -0.44374512 0.00014194
6378 -0.44374371 0.00014193
6379 -0.44374493 0.00014191
6380 -0.44374507 0.00014189
6381 -0.44374362 0.00014188
6382 -0.44374473 0.00014186
6383 -0.44374658 0.00014185
6384 -0.44374648 0.00014183
6385 -0.44374364 0.00014183
6386 -0.44374199 0.00014182
6387 -0.44374279 0.00014180
6388 -0.44374049 0.00014180
6389 -0.44374044 0.00014177
6390 -0.44373891 0.00014176
6391 -0.44373833 0.00014174
6392 -0.44373649 0.00014173
6393 -0.44373597 0.00014171
6394 -0.44373613 0.00014169
6395 -0.44373741 0.00014167
6396 -0.44373831 0.00014165
6397 -0.44373738 0.00014163
6398 -0.44373631 0.00014161
6399 -0.44373784 0.00014160
6400 -0.44373753 0.00014158
6401 -0.44373710 0.00014156
6402 -0.44373816 0.00014154
6403 -0.44373811 0.00014151
6404 -0.44373716 0.00014150
6405 -0.44373831 0.00014148
6406 -0.44373787 0.00014146
6407 -0.44373430 0.00014148
6408 -0.44373121 0.00014149
6409 -0.44373125 0.00014147
6410 -0.44373447 0.00014148
6411 -0.44373420 0.00014146
6412 -0.44373388 0.00014144
6413 -0.44373556 0.00014143
6414 -0.44373486 0.00014141
6415 -0.44373504 0.00014139
6416 -0.44373486 0.00014136
6417 -0.44373118 0.00014139
6418 -0.44373260 0.00014138
6419 -0.44373391 0.00014136
6420 -0.44373342 0.00014134
6421 -0.44373205 0.00014132
6422 -0.44373125 0.00014130
6423 -0.44372820 0.00014131
6424 -0.44372535 0.00014132
6425 -0.44372542 0.00014130
6426 -0.44372264 0.00014130
6427 -0.44372425 0.00014129
6428 -0.44372373 0.00014127
6429 -0.44372530 0.00014126
6430 -0.44372586 0.00014124
6431 -0.44372719 0.00014122
6432 -0.44372644 0.00014120
6433 -0.44372767 0.00014118
6434 -0.44372872 0.00014117
6435 -0.44372716 0.00014115
6436 -0.44372666 0.00014113
6437 -0.44372556 0.00014111
6438 -0.44372654 0.00014110
6439 -0.44372459 0.00014109
6440 -0.44372542 0.00014107
6441 -0.44372610 0.00014105
6442 -0.44372204 0.00014108
6443 -0.44372343 0.00014107
6444 -0.44371996 0.00014109
6445 -0.44372001 0.00014107
6446 -0.44372238 0.00014107
6447 -0.44372330 0.00014105
6448 -0.44372476 0.00014103
6449 -0.44372562 0.00014101
6450 -0.44372702 0.00014100
6451 -0.44372489 0.00014099
6452 -0.44372569 0.00014097
6453 -0.44372470 0.00014096
6454 -0.44372474 0.00014093
6455 -0.44372140 0.00014095
6456 -0.44372050 0.00014093
6457 -0.44371852 0.00014092
6458 -0.44371951 0.00014091
6459 -0.44371961 0.00014088
6460 -0.44371894 0.00014086
6461 -0.44371992 0.00014085
6462 -0.44371917 0.00014083
6463 -0.44371791 0.00014081
