# block_number expected_H error_H
1831 -0.44387127 0.00025950
1832 -0.44387149 0.00025936
1833 -0.44387793 0.00025930
1834 -0.44387360 0.00025920
1835 -0.44386269 0.00025928
1836 -0.44386039 0.00025915
1837 -0.44386252 0.00025902
1838 -0.44387354 0.00025911
1839 -0.44387596 0.00025898
1840 -0.44387280 0.00025886
1841 -0.44386886 0.00025875
1842 -0.44387130 0.00025862
1843 -0.44387543 0.00025852
1844 -0.44388467 0.00025854
1845 -0.44387995 0.00025844
1846 -0.44388041 0.00025831
1847 -0.44387668 0.00025819
1848 -0.44388014 0.00025808
1849 -0.44387996 0.00025794
1850 -0.44388980 0.00025798
1851 -0.44389137 0.00025785
1852 -0.44389954 0.00025784
1853 -0.44390178 0.00025771
1854 -0.44390210 0.00025757
1855 -0.44390476 0.00025745
1856 -0.44390282 0.00025732
1857 -0.44390890 0.00025725
1858 -0.44390309 0.00025718
1859 -0.44391064 0.00025715
1860 -0.44391312 0.00025702
1861 -0.44391278 0.00025689
1862 -0.44391783 0.00025680
1863 -0.44392761 0.00025685
1864 -0.44393961 0.00025699
1865 -0.44394412 0.00025689
1866 -0.44394052 0.00025678
1867 -0.44394140 0.00025664
1868 -0.44394356 0.00025651
1869 -0.44394730 0.00025640
1870 -0.44394970 0.00025628
1871 -0.44394943 0.00025614
1872 -0.44394546 0.00025603
1873 -0.44394595 0.00025590
1874 -0.44394025 0.00025583
1875 -0.44393955 0.00025569
1876 -0.44393298 0.00025564
1877 -0.44392899 0.00025553
1878 -0.44392598 0.00025541
1879 -0.44393162 0.00025534
1880 -0.44393016 0.00025521
1881 -0.44394312 0.00025540
1882 -0.44395142 0.00025540
1883 -0.44395074 0.00025527
1884 -0.44395190 0.00025513
1885 -0.44394878 0.00025502
1886 -0.44394720 0.00025489
1887 -0.44394349 0.00025478
1888 -0.44392566 0.00025527
1889 -0.44393430 0.00025528
1890 -0.44393830 0.00025518
1891 -0.44393732 0.00025504
1892 -0.44394070 0.00025493
1893 -0.44393756 0.00025482
1894 -0.44393693 0.00025468
1895 -0.44393790 0.00025455
1896 -0.44392951 0.00025455
1897 -0.44393534 0.00025449
1898 -0.44393657 0.00025436
1899 -0.44393364 0.00025424
1900 -0.44394320 0.00025428
1901 -0.44393255 0.00025437
1902 -0.44393730 0.00025428
1903 -0.44393123 0.00025422
1904 -0.44392817 0.00025411
1905 -0.44392988 0.00025398
1906 -0.44392353 0.00025393
1907 -0.44391748 0.00025387
1908 -0.44391875 0.00025374
1909 -0.44392341 0.00025365
1910 -0.44392091 0.00025353
1911 -0.44391704 0.00025342
1912 -0.44392181 0.00025333
1913 -0.44392694 0.00025325
1914 -0.44393171 0.00025317
1915 -0.44392760 0.00025307
1916 -0.44392973 0.00025295
1917 -0.44394020 0.00025303
1918 -0.44394015 0.00025290
1919 -0.44394641 0.00025284
1920 -0.44394550 0.00025271
1921 -0.44395136 0.00025265
1922 -0.44394414 0.00025262
1923 -0.44394005 0.00025252
1924 -0.44394400 0.00025242
1925 -0.44394112 0.00025231
1926 -0.44393867 0.00025219
1927 -0.44393387 0.00025210
1928 -0.44394515 0.00025223
1929 -0.44394158 0.00025212
1930 -0.44393751 0.00025202
1931 -0.44392842 0.00025206
1932 -0.44393720 0.00025208
1933 -0.44393842 0.00025195
1934 -0.44393283 0.00025188
1935 -0.44394107 0.00025189
1936 -0.44394240 0.00025176
1937 -0.44394351 0.00025163
1938 -0.44394006 0.00025153
1939 -0.44393025 0.00025159
1940 -0.44393665 0.00025154
1941 -0.44394703 0.00025163
1942 -0.44394218 0.00025154
1943 -0.44394501 0.00025143
1944 -0.44394470 0.00025130
1945 -0.44394387 0.00025117
1946 -0.44395318 0.00025122
1947 -0.44394552 0.00025120
1948 -0.44394543 0.00025108
1949 -0.44394193 0.00025097
1950 -0.44394373 0.00025085
1951 -0.44394308 0.00025072
1952 -0.44393565 0.00025070
1953 -0.44393132 0.00025061
1954 -0.44391344 0.00025112
1955 -0.44392283 0.00025117
1956 -0.44392041 0.00025105
1957 -0.44392721 0.00025101
1958 -0.44392714 0.00025089
1959 -0.44392478 0.00025077
1960 -0.44391769 0.00025074
1961 -0.44391210 0.00025068
1962 -0.44391213 0.00025055
1963 -0.44391575 0.00025045
1964 -0.44390445 0.00025057
1965 -0.44390041 0.00025048
1966 -0.44389805 0.00025036
1967 -0.44389527 0.00025025
1968 -0.44387248 0.00025116
1969 -0.44387290 0.00025103
1970 -0.44387453 0.00025091
1971 -0.44387756 0.00025080
1972 -0.44387838 0.00025068
1973 -0.44386475 0.00025092
1974 -0.44385300 0.00025107
1975 -0.44384241 0.00025116
1976 -0.44384034 0.00025105
1977 -0.44384415 0.00025095
1978 -0.44384338 0.00025082
1979 -0.44384036 0.00025071
1980 -0.44384208 0.00025059
1981 -0.44382889 0.00025081
1982 -0.44382510 0.00025072
1983 -0.44382553 0.00025059
1984 -0.44382728 0.00025047
1985 -0.44382662 0.00025034
1986 -0.44382384 0.00025023
1987 -0.44381810 0.00025017
1988 -0.44381501 0.00025007
1989 -0.44381563 0.00024994
1990 -0.44381724 0.00024982
1991 -0.44381273 0.00024974
1992 -0.44381836 0.00024967
1993 -0.44382255 0.00024958
1994 -0.44381889 0.00024949
1995 -0.44381531 0.00024939
1996 -0.44381484 0.00024926
1997 -0.44381842 0.00024916
1998 -0.44381809 0.00024904
1999 -0.44382059 0.00024893
2000 -0.44382369 0.00024882
2001 -0.44383005 0.00024878
2002 -0.44382394 0.00024873
2003 -0.44382327 0.00024861
2004 -0.44382263 0.00024848
2005 -0.44382111 0.00024836
2006 -0.44382795 0.00024833
2007 -0.44383996 0.00024850
2008 -0.44384271 0.00024839
2009 -0.44384373 0.00024827
2010 -0.44384951 0.00024822
2011 -0.44383585 0.00024847
2012 -0.44383676 0.00024835
2013 -0.44384415 0.00024833
2014 -0.44384181 0.00024822
2015 -0.44383945 0.00024811
2016 -0.44384075 0.00024799
2017 -0.44384123 0.00024787
2018 -0.44383569 0.00024780
2019 -0.44383639 0.00024768
2020 -0.44383235 0.00024759
2021 -0.44383507 0.00024749
2022 -0.44384480 0.00024755
2023 -0.44384720 0.00024744
2024 -0.44384560 0.00024733
2025 -0.44385019 0.00024725
2026 -0.44385150 0.00024713
2027 -0.44385359 0.00024702
2028 -0.44385386 0.00024689
2029 -0.44384824 0.00024684
2030 -0.44384186 0.00024680
2031 -0.44384442 0.00024669
2032 -0.44384567 0.00024657
2033 -0.44384564 0.00024645
2034 -0.44383139 0.00024674
2035 -0.44382951 0.00024663
2036 -0.44382780 0.00024651
2037 -0.44382712 0.00024639
2038 -0.44383257 0.00024633
2039 -0.44381099 0.00024715
2040 -0.44379563 0.00024751
2041 -0.44379064 0.00024744
2042 -0.44378888 0.00024732
2043 -0.44379333 0.00024724
2044 -0.44379683 0.00024715
2045 -0.44379448 0.00024704
2046 -0.44379282 0.00024692
2047 -0.44379436 0.00024681
2048 -0.44378772 0.00024678
2049 -0.44378225 0.00024672
2050 -0.44378174 0.00024660
2051 -0.44378719 0.00024654
2052 -0.44379131 0.00024645
2053 -0.44379020 0.00024633
2054 -0.44379051 0.00024621
2055 -0.44379566 0.00024615
2056 -0.44379145 0.00024606
2057 -0.44379720 0.00024601
2058 -0.44379918 0.00024590
2059 -0.44379542 0.00024581
2060 -0.44379579 0.00024569
2061 -0.44379457 0.00024557
2062 -0.44379551 0.00024546
2063 -0.44379556 0.00024534
2064 -0.44379685 0.00024522
2065 -0.44380045 0.00024513
2066 -0.44380309 0.00024503
2067 -0.44380166 0.00024491
2068 -0.44380738 0.00024486
2069 -0.44381644 0.00024491
2070 -0.44381782 0.00024479
2071 -0.44381809 0.00024468
2072 -0.44381988 0.00024456
2073 -0.44383165 0.00024473
2074 -0.44382894 0.00024463
2075 -0.44383277 0.00024454
2076 -0.44382373 0.00024459
2077 -0.44383047 0.00024456
2078 -0.44383120 0.00024445
2079 -0.44383160 0.00024433
2080 -0.44383387 0.00024422
2081 -0.44383553 0.00024411
2082 -0.44383290 0.00024401
2083 -0.44383044 0.00024390
2084 -0.44383297 0.00024380
2085 -0.44383704 0.00024372
2086 -0.44384014 0.00024362
2087 -0.44384313 0.00024352
2088 -0.44384324 0.00024340
2089 -0.44383959 0.00024332
2090 -0.44383356 0.00024327
2091 -0.44383264 0.00024316
2092 -0.44380703 0.00024439
2093 -0.44380675 0.00024427
2094 -0.44381090 0.00024419
2095 -0.44381133 0.00024407
2096 -0.44380858 0.00024397
2097 -0.44381065 0.00024387
2098 -0.44381633 0.00024382
2099 -0.44381505 0.00024370
2100 -0.44381706 0.00024360
2101 -0.44380617 0.00024372
2102 -0.44381000 0.00024364
2103 -0.44381319 0.00024354
2104 -0.44381552 0.00024344
2105 -0.44380644 0.00024349
2106 -0.44380819 0.00024338
2107 -0.44380430 0.00024330
2108 -0.44380439 0.00024318
2109 -0.44380786 0.00024309
2110 -0.44381596 0.00024311
2111 -0.44380445 0.00024327
2112 -0.44379768 0.00024325
2113 -0.44379650 0.00024314
2114 -0.44380534 0.00024318
2115 -0.44380914 0.00024310
2116 -0.44380886 0.00024298
2117 -0.44380570 0.00024289
2118 -0.44379520 0.00024300
2119 -0.44379955 0.00024292
2120 -0.44380344 0.00024284
2121 -0.44379610 0.00024284
2122 -0.44380346 0.00024283
2123 -0.44380844 0.00024277
2124 -0.44381370 0.00024271
2125 -0.44380932 0.00024264
2126 -0.44380999 0.00024253
2127 -0.44380517 0.00024246
2128 -0.44380111 0.00024238
2129 -0.44379998 0.00024227
2130 -0.44379555 0.00024220
2131 -0.44379544 0.00024208
2132 -0.44380625 0.00024221
2133 -0.44380212 0.00024213
2134 -0.44380456 0.00024203
2135 -0.44380792 0.00024194
2136 -0.44380113 0.00024192
2137 -0.44380254 0.00024181
2138 -0.44380564 0.00024172
2139 -0.44380692 0.00024161
2140 -0.44380480 0.00024151
2141 -0.44379301 0.00024168
2142 -0.44379554 0.00024158
2143 -0.44379430 0.00024147
2144 -0.44379878 0.00024140
2145 -0.44380460 0.00024136
2146 -0.44380455 0.00024125
2147 -0.44379762 0.00024123
2148 -0.44378811 0.00024131
2149 -0.44379431 0.00024128
2150 -0.44379210 0.00024118
2151 -0.44379176 0.00024106
2152 -0.44378965 0.00024096
2153 -0.44379487 0.00024091
2154 -0.44380450 0.00024099
2155 -0.44379411 0.00024110
2156 -0.44379950 0.00024105
2157 -0.44380329 0.00024096
2158 -0.44380500 0.00024086
2159 -0.44380760 0.00024076
2160 -0.44380565 0.00024066
2161 -0.44379772 0.00024068
2162 -0.44379818 0.00024057
2163 -0.44379420 0.00024049
2164 -0.44379722 0.00024040
2165 -0.44379990 0.00024030
2166 -0.44379803 0.00024020
2167 -0.44380236 0.00024012
2168 -0.44379530 0.00024012
2169 -0.44379078 0.00024005
2170 -0.44379120 0.00023994
2171 -0.44379222 0.00023983
2172 -0.44379265 0.00023972
2173 -0.44378975 0.00023963
2174 -0.44378779 0.00023953
2175 -0.44379203 0.00023945
2176 -0.44378671 0.00023940
2177 -0.44378888 0.00023930
2178 -0.44379222 0.00023922
2179 -0.44378950 0.00023912
2180 -0.44379267 0.00023903
2181 -0.44379049 0.00023893
2182 -0.44379048 0.00023882
2183 -0.44379791 0.00023883
2184 -0.44380258 0.00023877
2185 -0.44380728 0.00023870
2186 -0.44377687 0.00024052
2187 -0.44377885 0.00024042
2188 -0.44376699 0.00024060
2189 -0.44376349 0.00024052
2190 -0.44377265 0.00024058
2191 -0.44377641 0.00024050
2192 -0.44377524 0.00024040
2193 -0.44377176 0.00024031
2194 -0.44377232 0.00024020
2195 -0.44376339 0.00024026
2196 -0.44376948 0.00024023
2197 -0.44376638 0.00024014
2198 -0.44377131 0.00024008
2199 -0.44376715 0.00024001
2200 -0.44376562 0.00023990
2201 -0.44376714 0.00023980
2202 -0.44377346 0.00023977
2203 -0.44377239 0.00023967
2204 -0.44377266 0.00023956
2205 -0.44376626 0.00023954
2206 -0.44377045 0.00023946
2207 -0.44378110 0.00023959
2208 -0.44377679 0.00023952
2209 -0.44377824 0.00023942
2210 -0.44377990 0.00023932
2211 -0.44377686 0.00023923
2212 -0.44378126 0.00023916
2213 -0.44378404 0.00023907
2214 -0.44378865 0.00023900
2215 -0.44378807 0.00023890
2216 -0.44379085 0.00023880
2217 -0.44379665 0.00023877
2218 -0.44379759 0.00023866
2219 -0.44379899 0.00023856
2220 -0.44379532 0.00023848
2221 -0.44379090 0.00023841
2222 -0.44379184 0.00023831
2223 -0.44379441 0.00023821
2224 -0.44379618 0.00023811
2225 -0.44380186 0.00023807
2226 -0.44381124 0.00023815
2227 -0.44381634 0.00023810
2228 -0.44381351 0.00023801
2229 -0.44381111 0.00023792
2230 -0.44380547 0.00023788
2231 -0.44379810 0.00023788
2232 -0.44378600 0.00023808
2233 -0.44377979 0.00023806
2234 -0.44378118 0.00023796
2235 -0.44378490 0.00023788
2236 -0.44378549 0.00023777
2237 -0.44378329 0.00023768
2238 -0.44377619 0.00023768
2239 -0.44377444 0.00023758
2240 -0.44377813 0.00023750
2241 -0.44377147 0.00023749
2242 -0.44378231 0.00023763
2243 -0.44378890 0.00023761
2244 -0.44378722 0.00023751
2245 -0.44379122 0.00023744
2246 -0.44378673 0.00023738
2247 -0.44379270 0.00023735
2248 -0.44379616 0.00023727
2249 -0.44379712 0.00023716
2250 -0.44379331 0.00023709
2251 -0.44378861 0.00023703
2252 -0.44377414 0.00023737
2253 -0.44377070 0.00023729
2254 -0.44377041 0.00023718
2255 -0.44377835 0.00023721
2256 -0.44378463 0.00023719
2257 -0.44378633 0.00023709
2258 -0.44378992 0.00023701
2259 -0.44379449 0.00023695
2260 -0.44379669 0.00023686
2261 -0.44380002 0.00023677
2262 -0.44379965 0.00023667
2263 -0.44379810 0.00023657
2264 -0.44379665 0.00023647
2265 -0.44380187 0.00023642
2266 -0.44380547 0.00023635
2267 -0.44380276 0.00023626
2268 -0.44380253 0.00023615
2269 -0.44380252 0.00023605
2270 -0.44380449 0.00023595
2271 -0.44380410 0.00023585
2272 -0.44380702 0.00023576
2273 -0.44380364 0.00023569
2274 -0.44379880 0.00023563
2275 -0.44379752 0.00023553
2276 -0.44379396 0.00023545
2277 -0.44379445 0.00023535
2278 -0.44380115 0.00023534
2279 -0.44380257 0.00023525
2280 -0.44380528 0.00023516
2281 -0.44380563 0.00023505
2282 -0.44380681 0.00023495
2283 -0.44380498 0.00023486
2284 -0.44380951 0.00023480
2285 -0.44381177 0.00023471
2286 -0.44381637 0.00023465
2287 -0.44381113 0.00023461
2288 -0.44380542 0.00023457
2289 -0.44381083 0.00023453
2290 -0.44381329 0.00023444
2291 -0.44381760 0.00023438
2292 -0.44382347 0.00023435
2293 -0.44382508 0.00023426
2294 -0.44382631 0.00023416
2295 -0.44382292 0.00023408
2296 -0.44382801 0.00023403
2297 -0.44383982 0.00023423
2298 -0.44384555 0.00023420
2299 -0.44384500 0.00023410
2300 -0.44384732 0.00023401
2301 -0.44384890 0.00023391
2302 -0.44385216 0.00023383
2303 -0.44385163 0.00023373
2304 -0.44384602 0.00023370
2305 -0.44384877 0.00023361
2306 -0.44384753 0.00023351
2307 -0.44384890 0.00023342
2308 -0.44384927 0.00023331
2309 -0.44385170 0.00023323
2310 -0.44384470 0.00023323
2311 -0.44384564 0.00023313
2312 -0.44384850 0.00023305
2313 -0.44384783 0.00023295
2314 -0.44383654 0.00023312
2315 -0.44382789 0.00023318
2316 -0.44382686 0.00023308
2317 -0.44380808 0.00023374
2318 -0.44380222 0.00023371
2319 -0.44380788 0.00023368
2320 -0.44380960 0.00023358
2321 -0.44380547 0.00023352
2322 -0.44381036 0.00023347
2323 -0.44381135 0.00023337
2324 -0.44381274 0.00023328
2325 -0.44381740 0.00023322
2326 -0.44381886 0.00023313
2327 -0.44381615 0.00023304
2328 -0.44381877 0.00023296
2329 -0.44381709 0.00023286
2330 -0.44381760 0.00023276
2331 -0.44381536 0.00023267
2332 -0.44381786 0.00023259
2333 -0.44382183 0.00023252
2334 -0.44381887 0.00023244
2335 -0.44381601 0.00023236
2336 -0.44381252 0.00023229
2337 -0.44380835 0.00023222
2338 -0.44380710 0.00023213
2339 -0.44380556 0.00023203
2340 -0.44380661 0.00023194
2341 -0.44381326 0.00023193
2342 -0.44381097 0.00023185
2343 -0.44381704 0.00023183
2344 -0.44381466 0.00023174
2345 -0.44381885 0.00023168
2346 -0.44381994 0.00023158
2347 -0.44382342 0.00023151
2348 -0.44382904 0.00023148
2349 -0.44383226 0.00023140
2350 -0.44382873 0.00023133
2351 -0.44383283 0.00023127
2352 -0.44383724 0.00023121
2353 -0.44383522 0.00023112
2354 -0.44383752 0.00023104
2355 -0.44384227 0.00023099
2356 -0.44384302 0.00023089
2357 -0.44384807 0.00023085
2358 -0.44385007 0.00023076
2359 -0.44384889 0.00023067
2360 -0.44384461 0.00023061
2361 -0.44384341 0.00023051
2362 -0.44384681 0.00023044
2363 -0.44384333 0.00023037
2364 -0.44384445 0.00023027
2365 -0.44385018 0.00023025
2366 -0.44385041 0.00023015
2367 -0.44384687 0.00023008
2368 -0.44384317 0.00023001
2369 -0.44384303 0.00022992
2370 -0.44384599 0.00022984
2371 -0.44385053 0.00022979
2372 -0.44385838 0.00022982
2373 -0.44385914 0.00022973
2374 -0.44386092 0.00022964
2375 -0.44385678 0.00022958
2376 -0.44386464 0.00022962
2377 -0.44386955 0.00022957
2378 -0.44387403 0.00022952
2379 -0.44387170 0.00022944
2380 -0.44386869 0.00022936
2381 -0.44386695 0.00022927
2382 -0.44386411 0.00022919
2383 -0.44386018 0.00022913
2384 -0.44385728 0.00022905
2385 -0.44385494 0.00022897
2386 -0.44385732 0.00022888
2387 -0.44384961 0.00022892
2388 -0.44385524 0.00022889
2389 -0.44385848 0.00022882
2390 -0.44385722 0.00022873
2391 -0.44385471 0.00022864
2392 -0.44385594 0.00022855
2393 -0.44385533 0.00022846
2394 -0.44385688 0.00022837
2395 -0.44385762 0.00022827
2396 -0.44385847 0.00022818
2397 -0.44386101 0.00022810
2398 -0.44385874 0.00022801
2399 -0.44386023 0.00022792
2400 -0.44386499 0.00022788
2401 -0.44386874 0.00022781
2402 -0.44387410 0.00022778
2403 -0.44387974 0.00022776
2404 -0.44387146 0.00022781
2405 -0.44386688 0.00022777
2406 -0.44387224 0.00022773
2407 -0.44386787 0.00022768
2408 -0.44386779 0.00022759
2409 -0.44386583 0.00022750
2410 -0.44386697 0.00022741
2411 -0.44386311 0.00022735
2412 -0.44386865 0.00022732
2413 -0.44386455 0.00022726
2414 -0.44386376 0.00022717
2415 -0.44386790 0.00022711
2416 -0.44386601 0.00022703
2417 -0.44385608 0.00022715
2418 -0.44385203 0.00022709
2419 -0.44385575 0.00022703
2420 -0.44385617 0.00022694
2421 -0.44386219 0.00022692
2422 -0.44386211 0.00022683
2423 -0.44385989 0.00022675
2424 -0.44385345 0.00022674
2425 -0.44384806 0.00022671
2426 -0.44385130 0.00022664
2427 -0.44385305 0.00022656
2428 -0.44385271 0.00022646
2429 -0.44385166 0.00022637
2430 -0.44385064 0.00022628
2431 -0.44384949 0.00022619
2432 -0.44384570 0.00022613
2433 -0.44384749 0.00022605
2434 -0.44384915 0.00022596
2435 -0.44384640 0.00022588
2436 -0.44384963 0.00022581
2437 -0.44384500 0.00022577
2438 -0.44384309 0.00022568
2439 -0.44383753 0.00022566
2440 -0.44384368 0.00022565
2441 -0.44384445 0.00022556
2442 -0.44384260 0.00022548
2443 -0.44384462 0.00022539
2444 -0.44384350 0.00022530
2445 -0.44384502 0.00022522
2446 -0.44383869 0.00022521
2447 -0.44383967 0.00022512
2448 -0.44383970 0.00022503
2449 -0.44383728 0.00022495
2450 -0.44383738 0.00022486
2451 -0.44383617 0.00022477
2452 -0.44384191 0.00022475
2453 -0.44383685 0.00022472
2454 -0.44383621 0.00022463
2455 -0.44383276 0.00022456
2456 -0.44382946 0.00022450
2457 -0.44383659 0.00022452
2458 -0.44383610 0.00022443
2459 -0.44383653 0.00022434
2460 -0.44383359 0.00022426
2461 -0.44384158 0.00022432
2462 -0.44384290 0.00022423
2463 -0.44384022 0.00022415
2464 -0.44384209 0.00022407
2465 -0.44384297 0.00022398
2466 -0.44384187 0.00022389
2467 -0.44384551 0.00022383
2468 -0.44384628 0.00022374
2469 -0.44383995 0.00022374
2470 -0.44383611 0.00022368
2471 -0.44383123 0.00022365
2472 -0.44383276 0.00022356
2473 -0.44383007 0.00022349
2474 -0.44383069 0.00022340
2475 -0.44383561 0.00022336
2476 -0.44383084 0.00022332
2477 -0.44382963 0.00022324
2478 -0.44383423 0.00022319
2479 -0.44383452 0.00022310
2480 -0.44383416 0.00022301
2481 -0.44381959 0.00022340
2482 -0.44381365 0.00022339
2483 -0.44381537 0.00022331
2484 -0.44381249 0.00022323
2485 -0.44380081 0.00022345
2486 -0.44380447 0.00022339
2487 -0.44380533 0.00022330
2488 -0.44380640 0.00022321
2489 -0.44380591 0.00022313
2490 -0.44380614 0.00022304
2491 -0.44381244 0.00022304
2492 -0.44381472 0.00022296
2493 -0.44381360 0.00022287
2494 -0.44381205 0.00022279
2495 -0.44381079 0.00022270
2496 -0.44380554 0.00022267
2497 -0.44381303 0.00022271
2498 -0.44381608 0.00022264
2499 -0.44381375 0.00022257
2500 -0.44381350 0.00022248
2501 -0.44382523 0.00022270
2502 -0.44382830 0.00022263
2503 -0.44382960 0.00022254
2504 -0.44383298 0.00022248
2505 -0.44383025 0.00022241
2506 -0.44383960 0.00022252
2507 -0.44383289 0.00022253
2508 -0.44383761 0.00022249
2509 -0.44383338 0.00022244
2510 -0.44383737 0.00022239
2511 -0.44384112 0.00022233
2512 -0.44383911 0.00022225
2513 -0.44383871 0.00022216
2514 -0.44383251 0.00022216
2515 -0.44382886 0.00022210
2516 -0.44382204 0.00022212
2517 -0.44381649 0.00022210
2518 -0.44381252 0.00022205
2519 -0.44381127 0.00022196
2520 -0.44379848 0.00022224
2521 -0.44380057 0.00022217
2522 -0.44380662 0.00022216
2523 -0.44380864 0.00022208
2524 -0.44381446 0.00022207
2525 -0.44381616 0.00022199
2526 -0.44381856 0.00022191
2527 -0.44382100 0.00022184
2528 -0.44382376 0.00022177
2529 -0.44382677 0.00022170
2530 -0.44381797 0.00022179
2531 -0.44381873 0.00022170
2532 -0.44382153 0.00022163
2533 -0.44381879 0.00022156
2534 -0.44381730 0.00022148
2535 -0.44381566 0.00022140
2536 -0.44381799 0.00022132
2537 -0.44382343 0.00022130
2538 -0.44382287 0.00022122
2539 -0.44382397 0.00022113
2540 -0.44382859 0.00022109
2541 -0.44383463 0.00022109
2542 -0.44383867 0.00022104
2543 -0.44383575 0.00022097
2544 -0.44383518 0.00022089
2545 -0.44383418 0.00022080
2546 -0.44383285 0.00022072
2547 -0.44382874 0.00022067
2548 -0.44383250 0.00022062
2549 -0.44383188 0.00022053
2550 -0.44383049 0.00022045
2551 -0.44382612 0.00022040
2552 -0.44383213 0.00022040
2553 -0.44383605 0.00022035
2554 -0.44382701 0.00022045
2555 -0.44382828 0.00022037
2556 -0.44382411 0.00022032
2557 -0.44382535 0.00022024
2558 -0.44383011 0.00022020
2559 -0.44383037 0.00022012
2560 -0.44383146 0.00022003
2561 -0.44383186 0.00021995
2562 -0.44382658 0.00021992
2563 -0.44382771 0.00021984
2564 -0.44383197 0.00021980
2565 -0.44382658 0.00021978
2566 -0.44381444 0.00022003
2567 -0.44381952 0.00022000
2568 -0.44382569 0.00022000
2569 -0.44382189 0.00021995
2570 -0.44382070 0.00021987
2571 -0.44381887 0.00021979
2572 -0.44381921 0.00021970
2573 -0.44382280 0.00021965
2574 -0.44382097 0.00021957
2575 -0.44382607 0.00021954
2576 -0.44382938 0.00021948
2577 -0.44382656 0.00021942
2578 -0.44383210 0.00021940
2579 -0.44383451 0.00021933
2580 -0.44383637 0.00021925
2581 -0.44384086 0.00021921
2582 -0.44384088 0.00021913
2583 -0.44384127 0.00021904
2584 -0.44383668 0.00021901
2585 -0.44383851 0.00021893
2586 -0.44383393 0.00021889
2587 -0.44383886 0.00021886
2588 -0.44383857 0.00021878
2589 -0.44384286 0.00021874
2590 -0.44384540 0.00021867
2591 -0.44384851 0.00021860
2592 -0.44384359 0.00021858
2593 -0.44384356 0.00021849
2594 -0.44384735 0.00021844
2595 -0.44385008 0.00021837
2596 -0.44385108 0.00021829
2597 -0.44385099 0.00021821
2598 -0.44385295 0.00021813
2599 -0.44385167 0.00021805
2600 -0.44384879 0.00021799
2601 -0.44384237 0.00021800
2602 -0.44384539 0.00021793
2603 -0.44384040 0.00021791
2604 -0.44384480 0.00021787
2605 -0.44384589 0.00021779
2606 -0.44385000 0.00021774
2607 -0.44384725 0.00021768
2608 -0.44384941 0.00021760
2609 -0.44385056 0.00021752
2610 -0.44384539 0.00021750
2611 -0.44384183 0.00021745
2612 -0.44384425 0.00021738
2613 -0.44384184 0.00021731
2614 -0.44384462 0.00021724
2615 -0.44383893 0.00021723
2616 -0.44383445 0.00021720
2617 -0.44383050 0.00021715
2618 -0.44383788 0.00021719
2619 -0.44383605 0.00021712
2620 -0.44383414 0.00021704
2621 -0.44383318 0.00021696
2622 -0.44383522 0.00021689
2623 -0.44382459 0.00021707
2624 -0.44383168 0.00021710
2625 -0.44383397 0.00021703
2626 -0.44381913 0.00021745
2627 -0.44381545 0.00021740
2628 -0.44381322 0.00021733
2629 -0.44380751 0.00021732
2630 -0.44380563 0.00021725
2631 -0.44380014 0.00021724
2632 -0.44380442 0.00021720
2633 -0.44380157 0.00021713
2634 -0.44380117 0.00021705
2635 -0.44379659 0.00021702
2636 -0.44379854 0.00021694
2637 -0.44379185 0.00021696
2638 -0.44378891 0.00021690
2639 -0.44379870 0.00021704
2640 -0.44380121 0.00021697
2641 -0.44379962 0.00021690
2642 -0.44380094 0.00021682
2643 -0.44380115 0.00021674
2644 -0.44379799 0.00021668
2645 -0.44379360 0.00021664
2646 -0.44379047 0.00021658
2647 -0.44379070 0.00021650
2648 -0.44379311 0.00021643
2649 -0.44379102 0.00021636
2650 -0.44378994 0.00021628
2651 -0.44378808 0.00021621
2652 -0.44379511 0.00021624
2653 -0.44378283 0.00021651
2654 -0.44378364 0.00021643
2655 -0.44378538 0.00021635
2656 -0.44379023 0.00021632
2657 -0.44378981 0.00021624
2658 -0.44379441 0.00021621
2659 -0.44379841 0.00021617
2660 -0.44380072 0.00021610
2661 -0.44379427 0.00021611
2662 -0.44378259 0.00021635
2663 -0.44377997 0.00021628
2664 -0.44378653 0.00021630
2665 -0.44377638 0.00021646
2666 -0.44378048 0.00021642
2667 -0.44377564 0.00021639
2668 -0.44377433 0.00021631
2669 -0.44377086 0.00021626
2670 -0.44377063 0.00021618
2671 -0.44376834 0.00021611
2672 -0.44376546 0.00021605
2673 -0.44376141 0.00021600
2674 -0.44375460 0.00021603
2675 -0.44374925 0.00021602
2676 -0.44374814 0.00021594
2677 -0.44374889 0.00021586
2678 -0.44374330 0.00021585
2679 -0.44374079 0.00021579
2680 -0.44373975 0.00021571
2681 -0.44374292 0.00021565
2682 -0.44374793 0.00021563
2683 -0.44373920 0.00021572
2684 -0.44373928 0.00021564
2685 -0.44373796 0.00021557
2686 -0.44373587 0.00021550
2687 -0.44373494 0.00021542
2688 -0.44373491 0.00021534
2689 -0.44373488 0.00021526
2690 -0.44374003 0.00021524
2691 -0.44374201 0.00021517
2692 -0.44374174 0.00021509
2693 -0.44373188 0.00021524
2694 -0.44373254 0.00021516
2695 -0.44373047 0.00021509
2696 -0.44373021 0.00021501
2697 -0.44372910 0.00021493
2698 -0.44372068 0.00021502
2699 -0.44371936 0.00021494
2700 -0.44371866 0.00021486
2701 -0.44371933 0.00021478
2702 -0.44371814 0.00021471
2703 -0.44371814 0.00021463
2704 -0.44372206 0.00021458
