# SA_step expected_H error_H
930 -0.44409050 0.00097768
931 -0.44343889 0.00108153
932 -0.44427275 0.00109517
933 -0.44209159 0.00120536
934 -0.43933818 0.00120253
935 -0.43577473 0.00125985
936 -0.44311966 0.00107989
937 -0.44461597 0.00105693
938 -0.44453369 0.00105360
939 -0.44475807 0.00113047
940 -0.44343779 0.00108762
941 -0.44471092 0.00103589
942 -0.44221406 0.00111882
943 -0.44179085 0.00103430
944 -0.44342198 0.00111090
945 -0.44383028 0.00111134
946 -0.44159279 0.00110759
947 -0.44230658 0.00114375
948 -0.44198603 0.00106618
949 -0.43971838 0.00106787
950 -0.44340017 0.00107482
951 -0.44101887 0.00103241
952 -0.44439354 0.00100840
953 -0.44042646 0.00115037
954 -0.44273471 0.00111661
955 -0.44406536 0.00106354
956 -0.44421627 0.00114166
957 -0.44425260 0.00103776
958 -0.44319194 0.00107672
959 -0.44329182 0.00110648
960 -0.44317479 0.00109261
961 -0.44376521 0.00110014
962 -0.44494317 0.00111083
963 -0.44354427 0.00119488
964 -0.44346286 0.00120108
965 -0.44159414 0.00132959
966 -0.44152416 0.00128816
967 -0.43881560 0.00133627
968 -0.43563916 0.00146258
969 -0.43287209 0.00155733
970 -0.42873165 0.00169282
971 -0.42383360 0.00184832
972 -0.43200927 0.00145394
973 -0.42995338 0.00165610
974 -0.42869263 0.00154083
975 -0.42822825 0.00145346
976 -0.42668795 0.00161665
977 -0.43498911 0.00137644
978 -0.43546133 0.00151079
979 -0.42904199 0.00166045
980 -0.43175917 0.00157088
981 -0.42437251 0.00175731
982 -0.43064056 0.00145995
983 -0.43439936 0.00152356
984 -0.42875634 0.00159960
985 -0.43589686 0.00136737
986 -0.43670669 0.00133058
987 -0.43105448 0.00146054
988 -0.42676090 0.00167052
989 -0.42381577 0.00172428
990 -0.42005751 0.00179018
991 -0.41828341 0.00176192
992 -0.41295362 0.00189071
993 -0.41010058 0.00177886
994 -0.41483968 0.00168987
995 -0.41072057 0.00170415
996 -0.39815704 0.00198610
997 -0.40880817 0.00189911
998 -0.40986676 0.00185957
999 -0.41690148 0.00182558
1000 -0.41489670 0.00178225
1001 -0.41281455 0.00196094
1002 -0.41188253 0.00186366
1003 -0.41484193 0.00184307
1004 -0.40606631 0.00210514
1005 -0.41425826 0.00193279
1006 -0.41318137 0.00173608
1007 -0.41393643 0.00177586
1008 -0.42017030 0.00159385
1009 -0.42173531 0.00177804
1010 -0.42854976 0.00148402
1011 -0.42492971 0.00141644
1012 -0.42044196 0.00173338
1013 -0.42845142 0.00135270
1014 -0.42859029 0.00144312
1015 -0.43592219 0.00137004
1016 -0.42973415 0.00137605
1017 -0.42746843 0.00128896
1018 -0.42969345 0.00135174
1019 -0.43275690 0.00122652
1020 -0.43590802 0.00124124
1021 -0.43147575 0.00122882
1022 -0.43746595 0.00115553
1023 -0.43610971 0.00134278
1024 -0.43932984 0.00119524
1025 -0.44026385 0.00118688
1026 -0.44106011 0.00122846
1027 -0.44169690 0.00115742
1028 -0.44084492 0.00125356
1029 -0.43988075 0.00123418
1030 -0.44042489 0.00124274
1031 -0.44290233 0.00118233
1032 -0.44150722 0.00111367
1033 -0.44067232 0.00117168
1034 -0.44039166 0.00111960
1035 -0.43902243 0.00114146
1036 -0.44090581 0.00111892
1037 -0.43474660 0.00119225
1038 -0.44329657 0.00114950
1039 -0.44280870 0.00115562
1040 -0.44254130 0.00115183
1041 -0.43951857 0.00120684
1042 -0.43990190 0.00121067
1043 -0.43718927 0.00126795
1044 -0.43387121 0.00132423
1045 -0.43214705 0.00150826
1046 -0.43324226 0.00131601
1047 -0.42699804 0.00155241
1048 -0.42928367 0.00159377
1049 -0.43299446 0.00147265
1050 -0.43606251 0.00132375
1051 -0.43417639 0.00126362
1052 -0.43191760 0.00123237
1053 -0.43423697 0.00118641
1054 -0.43449843 0.00121310
1055 -0.43605377 0.00119232
1056 -0.43487016 0.00121293
1057 -0.43021805 0.00119995
1058 -0.43708945 0.00115171
1059 -0.43601698 0.00125174
1060 -0.43506216 0.00121205
1061 -0.43014051 0.00120063
1062 -0.43076891 0.00129921
1063 -0.43725229 0.00122503
1064 -0.43431104 0.00118372
1065 -0.43426659 0.00119587
1066 -0.43266095 0.00118357
1067 -0.43820711 0.00117922
1068 -0.44267108 0.00111393
1069 -0.44026910 0.00110507
1070 -0.43956996 0.00120042
1071 -0.43872429 0.00112785
1072 -0.44025272 0.00117235
1073 -0.43924877 0.00116374
1074 -0.43476812 0.00115026
1075 -0.43419706 0.00119405
1076 -0.43081653 0.00125861
1077 -0.43696788 0.00120230
1078 -0.43718367 0.00118740
1079 -0.43239330 0.00124915
1080 -0.43645867 0.00116574
1081 -0.43300595 0.00117418
1082 -0.43776963 0.00126239
1083 -0.43974533 0.00123096
1084 -0.43699101 0.00109923
1085 -0.43979277 0.00107238
1086 -0.44053810 0.00106259
1087 -0.43594702 0.00118070
1088 -0.43230584 0.00125464
1089 -0.42954263 0.00121271
1090 -0.43023647 0.00122168
1091 -0.43396684 0.00122393
1092 -0.42997726 0.00128629
1093 -0.42698392 0.00138074
1094 -0.43130193 0.00121944
1095 -0.42873394 0.00120497
1096 -0.42643436 0.00126270
1097 -0.42376648 0.00132775
1098 -0.43549335 0.00116588
1099 -0.43170621 0.00125912
1100 -0.42930254 0.00128268
1101 -0.42367246 0.00141043
1102 -0.42958218 0.00132545
1103 -0.43168552 0.00126845
1104 -0.42870803 0.00133029
1105 -0.42601820 0.00129983
1106 -0.43165061 0.00124968
1107 -0.43513145 0.00122263
1108 -0.43528668 0.00125982
1109 -0.43671679 0.00123973
1110 -0.43759258 0.00114128
1111 -0.43207280 0.00120664
1112 -0.42938827 0.00132178
1113 -0.43466333 0.00126769
1114 -0.43641997 0.00119572
1115 -0.43952758 0.00112649
1116 -0.43654821 0.00122772
1117 -0.43916486 0.00113553
1118 -0.43806531 0.00118762
1119 -0.43908959 0.00122032
1120 -0.43885825 0.00123088
1121 -0.43904061 0.00115646
1122 -0.43755545 0.00120637
1123 -0.43543096 0.00127336
1124 -0.43943662 0.00114612
1125 -0.44222546 0.00111050
1126 -0.44142356 0.00119781
1127 -0.43854548 0.00120337
1128 -0.43878898 0.00108937
1129 -0.43703630 0.00120824
1130 -0.43516346 0.00120796
1131 -0.43836059 0.00118327
1132 -0.43499760 0.00118260
1133 -0.43020856 0.00131934
1134 -0.43029259 0.00126926
1135 -0.43194201 0.00118157
1136 -0.42886498 0.00126797
1137 -0.43178448 0.00128569
1138 -0.43085185 0.00128109
1139 -0.43441394 0.00122850
1140 -0.43154122 0.00126659
1141 -0.43750952 0.00115382
1142 -0.43876125 0.00114109
1143 -0.43515029 0.00118338
1144 -0.43012515 0.00119202
1145 -0.43046127 0.00125855
1146 -0.43674128 0.00112267
1147 -0.44049585 0.00108790
1148 -0.43470040 0.00115582
1149 -0.44032256 0.00108347
1150 -0.44140111 0.00110435
1151 -0.43988152 0.00117251
1152 -0.43875130 0.00120100
1153 -0.44056214 0.00115314
1154 -0.43632370 0.00123680
1155 -0.43256172 0.00120161
1156 -0.43531887 0.00120754
1157 -0.43460782 0.00120735
1158 -0.43935006 0.00116414
1159 -0.44248614 0.00114470
1160 -0.44307839 0.00119366
1161 -0.44302352 0.00114814
1162 -0.44448571 0.00125031
1163 -0.44669305 0.00108593
1164 -0.44354798 0.00115568
1165 -0.44228519 0.00111692
1166 -0.44290988 0.00111729
1167 -0.44374228 0.00116712
1168 -0.44223979 0.00117804
1169 -0.43914482 0.00129684
1170 -0.44228806 0.00111545
1171 -0.44289084 0.00115753
1172 -0.44396793 0.00110978
1173 -0.43850303 0.00115804
1174 -0.44252412 0.00116412
1175 -0.44524975 0.00115541
1176 -0.44272427 0.00109362
1177 -0.44491370 0.00103380
1178 -0.44199457 0.00110010
1179 -0.44300522 0.00115281
1180 -0.44376157 0.00105631
1181 -0.44303745 0.00108601
1182 -0.44381904 0.00102384
1183 -0.44199784 0.00107399
1184 -0.44075131 0.00111603
1185 -0.44316439 0.00103731
1186 -0.44215227 0.00103535
1187 -0.44160319 0.00112058
1188 -0.44289250 0.00104098
1189 -0.44444018 0.00102968
1190 -0.44338112 0.00112065
1191 -0.44236573 0.00106881
1192 -0.44262050 0.00105506
1193 -0.44233694 0.00105147
1194 -0.44208325 0.00112471
1195 -0.43701395 0.00112422
1196 -0.44136828 0.00126407
1197 -0.44032891 0.00116775
1198 -0.43802481 0.00126430
1199 -0.43966746 0.00116371
1200 -0.43954977 0.00115277
1201 -0.43385053 0.00118968
1202 -0.43484962 0.00119539
1203 -0.43418282 0.00117299
1204 -0.44141099 0.00111431
1205 -0.43365878 0.00120990
1206 -0.43847362 0.00111817
1207 -0.43874529 0.00117117
1208 -0.43959720 0.00119133
1209 -0.43682563 0.00118871
1210 -0.43978104 0.00113456
1211 -0.43728563 0.00110148
1212 -0.44018323 0.00107317
1213 -0.43680364 0.00114664
1214 -0.43557295 0.00111432
1215 -0.43529620 0.00112945
1216 -0.44243533 0.00114737
1217 -0.43793513 0.00120516
1218 -0.43701012 0.00116809
1219 -0.43211867 0.00131956
1220 -0.43244058 0.00124002
1221 -0.43437552 0.00121371
1222 -0.43565799 0.00122026
1223 -0.43744510 0.00111910
1224 -0.44021321 0.00108033
1225 -0.44168630 0.00108770
1226 -0.44124502 0.00113375
1227 -0.44336894 0.00107848
1228 -0.44329634 0.00118209
1229 -0.43894095 0.00123565
1230 -0.44267584 0.00114503
1231 -0.43724100 0.00119712
1232 -0.44040192 0.00119816
1233 -0.44161510 0.00131786
1234 -0.43967981 0.00139246
1235 -0.43147599 0.00144896
1236 -0.43041964 0.00175058
1237 -0.43045721 0.00151520
1238 -0.43397979 0.00155980
1239 -0.43207173 0.00165741
1240 -0.43319470 0.00150136
1241 -0.43686114 0.00140764
1242 -0.43233709 0.00150859
1243 -0.43298512 0.00146927
1244 -0.42979806 0.00169142
1245 -0.43175883 0.00146841
1246 -0.43877198 0.00131285
1247 -0.43791089 0.00131589
1248 -0.43698724 0.00135140
1249 -0.43511339 0.00137909
1250 -0.43543106 0.00135961
1251 -0.43911966 0.00119397
1252 -0.43511759 0.00128301
1253 -0.43906273 0.00132727
1254 -0.43728205 0.00133703
1255 -0.43307692 0.00144503
1256 -0.42986083 0.00148684
1257 -0.43270711 0.00134984
1258 -0.42899174 0.00169299
1259 -0.42713754 0.00165069
1260 -0.42792269 0.00165820
1261 -0.42555272 0.00159146
1262 -0.42542416 0.00167677
1263 -0.42275777 0.00174091
1264 -0.42080628 0.00182185
1265 -0.41527455 0.00186058
1266 -0.41665926 0.00195813
1267 -0.41791230 0.00191030
1268 -0.41639343 0.00193098
1269 -0.41341946 0.00189763
1270 -0.41100701 0.00219061
1271 -0.40999201 0.00222855
1272 -0.42349908 0.00190596
1273 -0.41838586 0.00212295
1274 -0.42630894 0.00175871
1275 -0.42335860 0.00201127
1276 -0.41694472 0.00203832
1277 -0.42653729 0.00179212
1278 -0.42151038 0.00182996
1279 -0.42367945 0.00193563
1280 -0.43131238 0.00167717
1281 -0.43354261 0.00152783
1282 -0.42844039 0.00168703
1283 -0.42808420 0.00174487
1284 -0.42564608 0.00176157
1285 -0.41651956 0.00219895
1286 -0.41740449 0.00201032
1287 -0.42101390 0.00212029
1288 -0.42082772 0.00185870
1289 -0.42497501 0.00182907
1290 -0.42834760 0.00183789
1291 -0.43070485 0.00154926
1292 -0.42850027 0.00198366
1293 -0.42798010 0.00173631
1294 -0.43017233 0.00163330
1295 -0.43311482 0.00165793
1296 -0.43380341 0.00172255
1297 -0.43698402 0.00149554
1298 -0.43661812 0.00151591
1299 -0.43532971 0.00158067
1300 -0.43586835 0.00151669
1301 -0.43580292 0.00141001
1302 -0.43263024 0.00158510
1303 -0.43467944 0.00158676
1304 -0.43743639 0.00147947
1305 -0.44033967 0.00139891
1306 -0.44013928 0.00145422
1307 -0.43797704 0.00148988
1308 -0.43676086 0.00143520
1309 -0.43620351 0.00152639
1310 -0.43547638 0.00144360
1311 -0.42895288 0.00184626
1312 -0.43238670 0.00153760
1313 -0.42594328 0.00177075
1314 -0.42505128 0.00180836
1315 -0.42769643 0.00175524
1316 -0.42029333 0.00195413
1317 -0.43120258 0.00174338
1318 -0.42256748 0.00192547
1319 -0.43789446 0.00157807
1320 -0.44060905 0.00137727
1321 -0.43529062 0.00153331
1322 -0.44021126 0.00131162
1323 -0.43502743 0.00144191
1324 -0.43768494 0.00141062
1325 -0.44045652 0.00131857
1326 -0.44236742 0.00126058
1327 -0.43981654 0.00122419
1328 -0.43933686 0.00130184
1329 -0.43960076 0.00121397
1330 -0.43920030 0.00150271
1331 -0.44186179 0.00124632
1332 -0.44290179 0.00117833
1333 -0.43787718 0.00149173
1334 -0.44535393 0.00118555
1335 -0.44427801 0.00121116
1336 -0.44047113 0.00142159
1337 -0.44117089 0.00119928
1338 -0.44129035 0.00115513
1339 -0.44268879 0.00110941
1340 -0.44504655 0.00114340
1341 -0.44087708 0.00130023
1342 -0.43957687 0.00136967
1343 -0.44195363 0.00115398
1344 -0.44013748 0.00154120
1345 -0.44419387 0.00105233
1346 -0.44450803 0.00112235
1347 -0.44244911 0.00119233
1348 -0.44157249 0.00121096
1349 -0.44225900 0.00121032
1350 -0.44477303 0.00119432
1351 -0.44184253 0.00123067
1352 -0.44007348 0.00139030
1353 -0.43915461 0.00129642
1354 -0.43799788 0.00146174
1355 -0.43748783 0.00154116
1356 -0.43627306 0.00151886
1357 -0.42847705 0.00162526
1358 -0.43880823 0.00139037
1359 -0.43219462 0.00154010
1360 -0.43067933 0.00163428
1361 -0.43491833 0.00143188
1362 -0.43472011 0.00135858
1363 -0.43165906 0.00131093
1364 -0.42791046 0.00148918
1365 -0.43226837 0.00132131
1366 -0.43623151 0.00124363
1367 -0.43709492 0.00130948
1368 -0.43545360 0.00130323
1369 -0.43858704 0.00122960
1370 -0.43895142 0.00124306
1371 -0.43845871 0.00127019
1372 -0.44061280 0.00133780
1373 -0.44095155 0.00127316
1374 -0.43839406 0.00124933
1375 -0.43813489 0.00130008
1376 -0.43706259 0.00135956
1377 -0.43138861 0.00156527
1378 -0.43552451 0.00144675
1379 -0.43192532 0.00152677
1380 -0.43433713 0.00146709
1381 -0.43905924 0.00134822
1382 -0.43848249 0.00130565
1383 -0.43736871 0.00122517
1384 -0.43759710 0.00125990
1385 -0.43617725 0.00137315
1386 -0.43633609 0.00117595
1387 -0.43609495 0.00128105
1388 -0.43725276 0.00124647
1389 -0.43941163 0.00123153
1390 -0.44005677 0.00122890
1391 -0.43706299 0.00118018
1392 -0.44199816 0.00125502
1393 -0.43958940 0.00121001
1394 -0.43763744 0.00116804
1395 -0.43578769 0.00122082
1396 -0.43963958 0.00113849
1397 -0.44010641 0.00115875
1398 -0.44037322 0.00126531
1399 -0.43707542 0.00133213
1400 -0.43973450 0.00120577
1401 -0.43965651 0.00124510
1402 -0.43828426 0.00132115
1403 -0.43611990 0.00144499
1404 -0.43657721 0.00131995
1405 -0.43291368 0.00135121
1406 -0.43519953 0.00151652
1407 -0.43989694 0.00121464
1408 -0.43711126 0.00132835
1409 -0.43674545 0.00121727
1410 -0.43667748 0.00117856
1411 -0.43448266 0.00120872
1412 -0.43390032 0.00120148
1413 -0.43133545 0.00123836
1414 -0.43438888 0.00122213
1415 -0.43521650 0.00119435
1416 -0.43624761 0.00117235
1417 -0.43332379 0.00124679
1418 -0.43970308 0.00114792
1419 -0.43766541 0.00112677
1420 -0.43705828 0.00117964
1421 -0.43539397 0.00119402
1422 -0.43450011 0.00121684
1423 -0.43913943 0.00115949
1424 -0.43788874 0.00116057
1425 -0.43736358 0.00126499
1426 -0.43035549 0.00123709
1427 -0.43819575 0.00127382
1428 -0.43597095 0.00132941
1429 -0.43843307 0.00120827
1430 -0.43672895 0.00119419
1431 -0.43150506 0.00125206
1432 -0.43747977 0.00118680
1433 -0.43896933 0.00116288
1434 -0.43569820 0.00114458
1435 -0.43468560 0.00129140
1436 -0.43751721 0.00122551
1437 -0.43701930 0.00124937
1438 -0.43496976 0.00123973
1439 -0.43583971 0.00123132
1440 -0.43266530 0.00123331
1441 -0.43722966 0.00121756
1442 -0.43476425 0.00138106
1443 -0.43668210 0.00124263
1444 -0.43442997 0.00127921
1445 -0.43522420 0.00123287
1446 -0.43275441 0.00132039
1447 -0.43239798 0.00131870
1448 -0.42946525 0.00156036
1449 -0.42914059 0.00140922
1450 -0.43668605 0.00127104
1451 -0.43510168 0.00131121
1452 -0.44148126 0.00116785
1453 -0.44119390 0.00119643
1454 -0.44209103 0.00111373
1455 -0.43748392 0.00120468
1456 -0.44136552 0.00123001
1457 -0.43926763 0.00132633
1458 -0.44144685 0.00127464
1459 -0.44128349 0.00121381
1460 -0.44090205 0.00131290
1461 -0.44197057 0.00119799
1462 -0.44426129 0.00111974
1463 -0.44313461 0.00131976
1464 -0.44390227 0.00124184
1465 -0.44271274 0.00119441
1466 -0.44246619 0.00130358
1467 -0.43948384 0.00145711
1468 -0.44107145 0.00129608
1469 -0.44139053 0.00135187
1470 -0.43981115 0.00139649
1471 -0.44327240 0.00118041
1472 -0.44356049 0.00116080
1473 -0.44208949 0.00125682
1474 -0.44416532 0.00118126
1475 -0.44513429 0.00106734
1476 -0.44419142 0.00113466
1477 -0.44218484 0.00128291
1478 -0.44432696 0.00109880
1479 -0.44046943 0.00108861
1480 -0.44070199 0.00112881
1481 -0.44114048 0.00114231
1482 -0.44374218 0.00109181
1483 -0.44153669 0.00113201
1484 -0.44185646 0.00122457
1485 -0.44020139 0.00109472
1486 -0.43751928 0.00118275
1487 -0.43855733 0.00120896
1488 -0.44437886 0.00122838
1489 -0.44264555 0.00104799
1490 -0.44091028 0.00117975
1491 -0.44245810 0.00114958
1492 -0.44138809 0.00112267
1493 -0.44410182 0.00109006
1494 -0.44148725 0.00112997
1495 -0.44505159 0.00105165
1496 -0.44262028 0.00105103
1497 -0.44122594 0.00104577
1498 -0.44239242 0.00108415
1499 -0.44347439 0.00111688
1500 -0.44349406 0.00113990
1501 -0.44149162 0.00113722
1502 -0.44458709 0.00113075
1503 -0.44479139 0.00102520
1504 -0.44433274 0.00111098
1505 -0.44242191 0.00114370
1506 -0.44395343 0.00107726
1507 -0.44255318 0.00106000
1508 -0.44245447 0.00109275
1509 -0.44080633 0.00122158
1510 -0.44172487 0.00099227
1511 -0.43905747 0.00097290
1512 -0.44204598 0.00103996
1513 -0.44203828 0.00116572
1514 -0.44182265 0.00101896
1515 -0.44325800 0.00106553
1516 -0.43965766 0.00098759
1517 -0.43752796 0.00100863
1518 -0.43631697 0.00109262
1519 -0.44052859 0.00103490
1520 -0.43915356 0.00099609
1521 -0.43749503 0.00116682
1522 -0.43944578 0.00107547
1523 -0.43941572 0.00123399
1524 -0.43711238 0.00108373
1525 -0.43843701 0.00104006
1526 -0.43266740 0.00109997
1527 -0.43748330 0.00100526
1528 -0.43636708 0.00105466
1529 -0.44012153 0.00100504
1530 -0.44031927 0.00098685
1531 -0.44009178 0.00101914
1532 -0.44078964 0.00111191
1533 -0.43988028 0.00099046
1534 -0.43793760 0.00102345
1535 -0.43877206 0.00106081
1536 -0.44108567 0.00102872
1537 -0.44059231 0.00107245
1538 -0.44437829 0.00092383
1539 -0.44238095 0.00105895
1540 -0.44228481 0.00109749
1541 -0.44171394 0.00105322
1542 -0.44287193 0.00101753
1543 -0.43925898 0.00116541
1544 -0.43850418 0.00114144
1545 -0.43913836 0.00111176
1546 -0.43780884 0.00110477
1547 -0.43707127 0.00118181
1548 -0.43316272 0.00128335
1549 -0.43525496 0.00109725
1550 -0.43416883 0.00111911
1551 -0.43380648 0.00102829
1552 -0.43628466 0.00096863
1553 -0.43669633 0.00101910
1554 -0.43639808 0.00111028
1555 -0.43741450 0.00111620
1556 -0.43386240 0.00098928
1557 -0.43779622 0.00104573
1558 -0.43956873 0.00102952
1559 -0.43853882 0.00105264
1560 -0.43850047 0.00109676
1561 -0.44180052 0.00106774
1562 -0.44216468 0.00103315
1563 -0.44094423 0.00106429
1564 -0.44182554 0.00105589
1565 -0.44216485 0.00105288
1566 -0.44225272 0.00115383
1567 -0.44210033 0.00107322
1568 -0.44219046 0.00103496
1569 -0.43865229 0.00105775
1570 -0.43926880 0.00107020
1571 -0.43797892 0.00106141
1572 -0.44198792 0.00108561
1573 -0.43919134 0.00113939
1574 -0.44148594 0.00102354
1575 -0.44002208 0.00101180
1576 -0.43847085 0.00099786
1577 -0.44215385 0.00106829
1578 -0.44163140 0.00104850
1579 -0.43908633 0.00109063
1580 -0.43931549 0.00115128
1581 -0.44120835 0.00099994
1582 -0.44145900 0.00108703
1583 -0.44141786 0.00112403
1584 -0.44407278 0.00124706
1585 -0.44327401 0.00110545
1586 -0.44458030 0.00106260
1587 -0.44386414 0.00110306
1588 -0.44309667 0.00141493
1589 -0.44538606 0.00107846
1590 -0.44255739 0.00111592
1591 -0.44416209 0.00109067
1592 -0.44247774 0.00111495
1593 -0.44407952 0.00106275
1594 -0.44570322 0.00102281
1595 -0.44426780 0.00111795
1596 -0.44622588 0.00103810
1597 -0.44210544 0.00122334
1598 -0.44431905 0.00114758
1599 -0.44335475 0.00108025
1600 -0.44238749 0.00123912
1601 -0.44374873 0.00120532
1602 -0.44199579 0.00121279
1603 -0.43919572 0.00142683
1604 -0.43721124 0.00133249
1605 -0.43875788 0.00131868
1606 -0.43719284 0.00139453
1607 -0.43506584 0.00151578
1608 -0.43374857 0.00143376
1609 -0.43404219 0.00146667
1610 -0.43433322 0.00152144
1611 -0.43783992 0.00140236
1612 -0.43582426 0.00141683
1613 -0.43632952 0.00140892
1614 -0.44054672 0.00129484
1615 -0.43545552 0.00148702
1616 -0.44016705 0.00134050
1617 -0.43775310 0.00139193
1618 -0.43513012 0.00160774
1619 -0.44387526 0.00122427
1620 -0.44399992 0.00118334
1621 -0.44394746 0.00107592
1622 -0.44429913 0.00109691
1623 -0.44282605 0.00119505
1624 -0.44599019 0.00108207
1625 -0.44386302 0.00114207
1626 -0.44482277 0.00111213
1627 -0.44299853 0.00115833
1628 -0.44252918 0.00109583
1629 -0.44188181 0.00109317
1630 -0.44445693 0.00108674
1631 -0.44013876 0.00106964
1632 -0.44372518 0.00121101
1633 -0.44249823 0.00119668
1634 -0.44468067 0.00110221
1635 -0.44399266 0.00114051
1636 -0.44392625 0.00105917
1637 -0.44335106 0.00105743
1638 -0.44387338 0.00093553
1639 -0.44224789 0.00100148
1640 -0.44369204 0.00105474
1641 -0.44420057 0.00107210
1642 -0.44425882 0.00110412
1643 -0.44372606 0.00105176
1644 -0.44200545 0.00098484
1645 -0.44195269 0.00108338
1646 -0.44232096 0.00112503
1647 -0.44259324 0.00104863
1648 -0.44079164 0.00105142
1649 -0.44441768 0.00102455
1650 -0.44298398 0.00103506
1651 -0.44150461 0.00115508
1652 -0.43986919 0.00104490
1653 -0.44089728 0.00103803
1654 -0.44355826 0.00105546
1655 -0.44171135 0.00118173
1656 -0.44296379 0.00111404
1657 -0.44323245 0.00114892
1658 -0.44460524 0.00114247
1659 -0.44475582 0.00103445
1660 -0.44258734 0.00110951
1661 -0.44392558 0.00102915
1662 -0.44372839 0.00105745
1663 -0.44566118 0.00104335
1664 -0.44275178 0.00110774
1665 -0.44456021 0.00105978
1666 -0.44473278 0.00107775
1667 -0.44667013 0.00112357
1668 -0.44416863 0.00105898
1669 -0.44609024 0.00103282
1670 -0.44545250 0.00105415
1671 -0.44267199 0.00106815
1672 -0.44094270 0.00109321
1673 -0.44235554 0.00116123
1674 -0.44317916 0.00123514
1675 -0.44467539 0.00111633
1676 -0.44460701 0.00110217
1677 -0.44424642 0.00118725
1678 -0.44438999 0.00111094
1679 -0.44240953 0.00110952
1680 -0.44466162 0.00113649
1681 -0.44516769 0.00110819
1682 -0.44353910 0.00110943
1683 -0.43902169 0.00110859
1684 -0.43781368 0.00113958
1685 -0.43676024 0.00114462
1686 -0.43916177 0.00105857
1687 -0.43889245 0.00106773
1688 -0.44154646 0.00107540
1689 -0.43614276 0.00111407
1690 -0.44105152 0.00104680
1691 -0.43722120 0.00113984
1692 -0.43306591 0.00126541
1693 -0.43772385 0.00109058
1694 -0.44026467 0.00108647
1695 -0.43479823 0.00124005
1696 -0.43718828 0.00109337
1697 -0.43431471 0.00111224
1698 -0.43445042 0.00114594
1699 -0.43849447 0.00114306
1700 -0.43817733 0.00103141
1701 -0.44095442 0.00108683
1702 -0.44372518 0.00096496
1703 -0.44301905 0.00108699
1704 -0.44075834 0.00108550
1705 -0.44331640 0.00103527
1706 -0.44464644 0.00105539
1707 -0.44212373 0.00109132
1708 -0.44474786 0.00113031
1709 -0.44247986 0.00109203
1710 -0.44125750 0.00123201
1711 -0.44377338 0.00118651
1712 -0.44440988 0.00111349
1713 -0.44354290 0.00112813
1714 -0.44234860 0.00120218
1715 -0.44053743 0.00124562
1716 -0.44392968 0.00124970
1717 -0.44355291 0.00127347
1718 -0.44302404 0.00108917
1719 -0.44008913 0.00120023
1720 -0.44035539 0.00113987
1721 -0.43710667 0.00121279
1722 -0.43918044 0.00121225
1723 -0.43971380 0.00121920
1724 -0.43824551 0.00121605
1725 -0.43844816 0.00121893
1726 -0.43709669 0.00109385
1727 -0.43816832 0.00114885
1728 -0.43729703 0.00118126
1729 -0.43545846 0.00121430
1730 -0.43983551 0.00119490
1731 -0.44233262 0.00109475
1732 -0.43748815 0.00116861
1733 -0.44048317 0.00114730
1734 -0.44378358 0.00105178
1735 -0.44304236 0.00105558
1736 -0.44690304 0.00109926
1737 -0.44117320 0.00139349
1738 -0.44264291 0.00111679
1739 -0.44153901 0.00136692
1740 -0.44304109 0.00121090
1741 -0.44328858 0.00108512
1742 -0.44540305 0.00105773
1743 -0.44400918 0.00105967
1744 -0.44244447 0.00112102
1745 -0.44509942 0.00109193
1746 -0.44381690 0.00101018
1747 -0.44527106 0.00107739
1748 -0.44426526 0.00103369
1749 -0.44287206 0.00107923
1750 -0.44306112 0.00112425
1751 -0.44283902 0.00110253
1752 -0.44303030 0.00104820
1753 -0.44071260 0.00113698
1754 -0.44105361 0.00119038
1755 -0.43767569 0.00111858
1756 -0.44271363 0.00104693
1757 -0.44132571 0.00107439
1758 -0.44138303 0.00095410
1759 -0.43896551 0.00105507
1760 -0.44394228 0.00104566
1761 -0.44313679 0.00108269
1762 -0.44293914 0.00108930
1763 -0.44360819 0.00113909
1764 -0.44312438 0.00102073
1765 -0.44514337 0.00102523
1766 -0.44149601 0.00106507
1767 -0.44242411 0.00099150
1768 -0.44313216 0.00101049
1769 -0.44405272 0.00111578
1770 -0.44360433 0.00124814
1771 -0.44379987 0.00107718
1772 -0.44585532 0.00104923
1773 -0.44332446 0.00116461
1774 -0.44462274 0.00107259
1775 -0.44208345 0.00115730
1776 -0.44570831 0.00101657
1777 -0.44443208 0.00105835
1778 -0.44473363 0.00104452
1779 -0.44224284 0.00103503
1780 -0.44063257 0.00106544
1781 -0.44248667 0.00109630
1782 -0.43478289 0.00114710
1783 -0.44148056 0.00106366
1784 -0.43943417 0.00113063
1785 -0.44167361 0.00108612
1786 -0.44243301 0.00104326
1787 -0.43776810 0.00112961
1788 -0.44384134 0.00108954
1789 -0.44302988 0.00105698
1790 -0.44075748 0.00113712
1791 -0.44105368 0.00104958
1792 -0.44115440 0.00109972
1793 -0.43537702 0.00122196
1794 -0.43626999 0.00114732
1795 -0.43744662 0.00112098
1796 -0.43270689 0.00119276
1797 -0.43316069 0.00114892
1798 -0.43277093 0.00121330
1799 -0.42635340 0.00131464
1800 -0.43119481 0.00124681
1801 -0.43228637 0.00123270
1802 -0.43574915 0.00114540
1803 -0.43869514 0.00110875
1804 -0.43861861 0.00116557
1805 -0.44218823 0.00098717
1806 -0.44149801 0.00104125
1807 -0.43963546 0.00106576
