# SA_step expected_H error_H
1808 -0.43900605 0.00100190
1809 -0.43813672 0.00103573
1810 -0.43619371 0.00099367
1811 -0.44277452 0.00109929
1812 -0.44022550 0.00100589
1813 -0.44048773 0.00097681
1814 -0.43927722 0.00101112
1815 -0.44098381 0.00100719
1816 -0.43630656 0.00105841
1817 -0.43893608 0.00100917
1818 -0.43726746 0.00109363
1819 -0.43792538 0.00098618
1820 -0.43396036 0.00103415
1821 -0.43450317 0.00098897
1822 -0.43786563 0.00101307
1823 -0.43663943 0.00095920
1824 -0.43784235 0.00104076
1825 -0.43531367 0.00101574
1826 -0.43821233 0.00098786
1827 -0.43896067 0.00104616
1828 -0.43956186 0.00101161
1829 -0.44082158 0.00096611
1830 -0.44040673 0.00112331
1831 -0.43906770 0.00104042
1832 -0.43771043 0.00105589
1833 -0.43895136 0.00102212
1834 -0.43678657 0.00098208
1835 -0.43889366 0.00102684
1836 -0.44031687 0.00100035
1837 -0.44108821 0.00102351
1838 -0.43828105 0.00111116
1839 -0.43480287 0.00103364
1840 -0.43694339 0.00104285
1841 -0.44057926 0.00103925
1842 -0.44195938 0.00103467
1843 -0.43950465 0.00101468
1844 -0.44005036 0.00101815
1845 -0.44253331 0.00112168
1846 -0.44199645 0.00100317
1847 -0.44082495 0.00105051
1848 -0.44459075 0.00101892
1849 -0.44067216 0.00106777
1850 -0.43963118 0.00105325
1851 -0.43988903 0.00100419
1852 -0.43932530 0.00102831
1853 -0.44153212 0.00101438
1854 -0.44084477 0.00106608
1855 -0.43851517 0.00105834
1856 -0.43674341 0.00103462
1857 -0.43656149 0.00104541
1858 -0.43707229 0.00112327
1859 -0.44059206 0.00104451
1860 -0.43746071 0.00098004
1861 -0.43816374 0.00106401
1862 -0.43787567 0.00110436
1863 -0.44152444 0.00109638
1864 -0.44113987 0.00108188
1865 -0.43852875 0.00114414
1866 -0.43676523 0.00119296
1867 -0.44440917 0.00103014
1868 -0.44168991 0.00107703
1869 -0.44545144 0.00100772
1870 -0.44452905 0.00101023
1871 -0.44070256 0.00107339
1872 -0.44262818 0.00105118
1873 -0.44267820 0.00101631
1874 -0.44446911 0.00104774
1875 -0.44459460 0.00113116
1876 -0.44477749 0.00112879
1877 -0.44249434 0.00111880
1878 -0.44510540 0.00101151
1879 -0.44549618 0.00103560
1880 -0.44464812 0.00101530
1881 -0.44243867 0.00119927
1882 -0.44510162 0.00112944
1883 -0.44369847 0.00116962
1884 -0.44386930 0.00110537
1885 -0.44580969 0.00122474
1886 -0.44408433 0.00111059
1887 -0.44232993 0.00113399
1888 -0.44315001 0.00121788
1889 -0.44251858 0.00129389
1890 -0.44321278 0.00118050
1891 -0.44200306 0.00126007
1892 -0.43960488 0.00123965
1893 -0.43838891 0.00130792
1894 -0.44131421 0.00115296
1895 -0.44295841 0.00120251
1896 -0.44073089 0.00115265
1897 -0.44071564 0.00125186
1898 -0.43872919 0.00128771
1899 -0.44126868 0.00129210
1900 -0.44027722 0.00135343
1901 -0.44061270 0.00127109
1902 -0.44385323 0.00110684
1903 -0.43892610 0.00131829
1904 -0.44374620 0.00114206
1905 -0.44032484 0.00121761
1906 -0.44274574 0.00111147
1907 -0.44603473 0.00106028
1908 -0.44299770 0.00110262
1909 -0.44352399 0.00115461
1910 -0.44493350 0.00108227
1911 -0.44444769 0.00106855
1912 -0.44570739 0.00115070
1913 -0.44367363 0.00131625
1914 -0.44466475 0.00116342
1915 -0.44455648 0.00114974
1916 -0.44375360 0.00116403
1917 -0.44356857 0.00118366
1918 -0.44346704 0.00104275
1919 -0.44373515 0.00124855
1920 -0.44561821 0.00107508
1921 -0.44211984 0.00118811
1922 -0.44394052 0.00119911
1923 -0.44311328 0.00123383
1924 -0.44381803 0.00117432
1925 -0.44271494 0.00117178
1926 -0.44119958 0.00125974
1927 -0.43804859 0.00134775
1928 -0.43528555 0.00143002
1929 -0.43364049 0.00162587
1930 -0.43263343 0.00148322
1931 -0.43865918 0.00148299
1932 -0.43965564 0.00128490
1933 -0.44017269 0.00126810
1934 -0.43781011 0.00121410
1935 -0.43801787 0.00129985
1936 -0.43610431 0.00142438
1937 -0.43975752 0.00128735
1938 -0.44124748 0.00127064
1939 -0.43767924 0.00131131
1940 -0.43804817 0.00149591
1941 -0.44161833 0.00128001
1942 -0.44384425 0.00123551
1943 -0.43672666 0.00144877
1944 -0.43979703 0.00133636
1945 -0.44208063 0.00131003
1946 -0.43907774 0.00143439
1947 -0.43568617 0.00152518
1948 -0.44096272 0.00139581
1949 -0.43322816 0.00162628
1950 -0.43070420 0.00183535
1951 -0.43943093 0.00132126
1952 -0.44012290 0.00139362
1953 -0.43920197 0.00146848
1954 -0.44215059 0.00122510
1955 -0.44045458 0.00138400
1956 -0.44075174 0.00132431
1957 -0.44170432 0.00127633
1958 -0.43957345 0.00132991
1959 -0.44073959 0.00130759
1960 -0.43600621 0.00153528
1961 -0.43725271 0.00139471
1962 -0.43990689 0.00137998
1963 -0.43538384 0.00151710
1964 -0.43782105 0.00158422
1965 -0.43482448 0.00146545
1966 -0.43233371 0.00155746
1967 -0.43849080 0.00135570
1968 -0.43478529 0.00146253
1969 -0.43682059 0.00154407
1970 -0.43122295 0.00165728
1971 -0.43679264 0.00146333
1972 -0.44019115 0.00133350
1973 -0.44109557 0.00128478
1974 -0.43707987 0.00148325
1975 -0.44305319 0.00120634
1976 -0.44307832 0.00122462
1977 -0.44401020 0.00121613
1978 -0.44434579 0.00113921
1979 -0.44538266 0.00111045
1980 -0.44522790 0.00112125
1981 -0.44455087 0.00114153
1982 -0.44315680 0.00107087
1983 -0.44434205 0.00117628
1984 -0.44137101 0.00128551
1985 -0.44412372 0.00112150
1986 -0.44045906 0.00127158
1987 -0.43942269 0.00125789
1988 -0.44337108 0.00112124
1989 -0.44470859 0.00113966
1990 -0.44210491 0.00107279
1991 -0.44279940 0.00111372
1992 -0.44342728 0.00106384
1993 -0.44204955 0.00104596
1994 -0.44042385 0.00111776
1995 -0.44244598 0.00099872
1996 -0.43927463 0.00117686
1997 -0.44216028 0.00112226
1998 -0.44120665 0.00106904
1999 -0.44436578 0.00110378
2000 -0.44542484 0.00110577
2001 -0.44573890 0.00107655
2002 -0.44351580 0.00115074
2003 -0.44581634 0.00101757
2004 -0.44381430 0.00106940
2005 -0.44374653 0.00108057
2006 -0.44270859 0.00122101
2007 -0.44185932 0.00116943
2008 -0.44397162 0.00110812
2009 -0.44390748 0.00114158
2010 -0.44289221 0.00107902
2011 -0.44313507 0.00110260
2012 -0.44049049 0.00124993
2013 -0.43799654 0.00127960
2014 -0.43685899 0.00132877
2015 -0.44165405 0.00110813
2016 -0.43814618 0.00128187
2017 -0.43459944 0.00144173
2018 -0.43792752 0.00114400
2019 -0.43516807 0.00139388
2020 -0.43998895 0.00119695
2021 -0.43693307 0.00133162
2022 -0.43239266 0.00135913
2023 -0.44047432 0.00116352
2024 -0.44220542 0.00097914
2025 -0.44386672 0.00095547
2026 -0.43709958 0.00107962
2027 -0.44158652 0.00106332
2028 -0.44362180 0.00096963
2029 -0.44115642 0.00107027
2030 -0.44322467 0.00105813
2031 -0.44342348 0.00101072
2032 -0.44301627 0.00112030
2033 -0.44253351 0.00110833
2034 -0.44201568 0.00116097
2035 -0.44080376 0.00128859
2036 -0.43757758 0.00127401
2037 -0.43793267 0.00130886
2038 -0.43808961 0.00133443
2039 -0.43692074 0.00148777
2040 -0.43368733 0.00149620
2041 -0.43660510 0.00136106
2042 -0.43645366 0.00150014
2043 -0.43846770 0.00132497
2044 -0.43954062 0.00117645
2045 -0.43924127 0.00109487
2046 -0.43852548 0.00124395
2047 -0.43885736 0.00137411
2048 -0.43565431 0.00128876
2049 -0.43976989 0.00126748
2050 -0.43569569 0.00133814
2051 -0.44076081 0.00111473
2052 -0.44033752 0.00123602
2053 -0.43718664 0.00129813
2054 -0.43306305 0.00143575
2055 -0.43355186 0.00129021
2056 -0.44236481 0.00111200
2057 -0.43893365 0.00128270
2058 -0.43938593 0.00118600
2059 -0.43823377 0.00116570
2060 -0.44014937 0.00105745
2061 -0.43981099 0.00116972
2062 -0.44035990 0.00110678
2063 -0.43940654 0.00118961
2064 -0.43765395 0.00112033
2065 -0.44008725 0.00107292
2066 -0.44082033 0.00120852
2067 -0.44061933 0.00125832
2068 -0.44150190 0.00115732
2069 -0.44001002 0.00126131
2070 -0.43954843 0.00130405
2071 -0.43665875 0.00134495
2072 -0.44229195 0.00119471
2073 -0.43772670 0.00140208
2074 -0.44143245 0.00124392
2075 -0.43737580 0.00131622
2076 -0.43884431 0.00141827
2077 -0.44115428 0.00129850
2078 -0.43887003 0.00122532
2079 -0.44011091 0.00115166
2080 -0.43907074 0.00115906
2081 -0.43949763 0.00122555
2082 -0.43980160 0.00114253
2083 -0.44195953 0.00105014
2084 -0.43975684 0.00123876
2085 -0.44306391 0.00114252
2086 -0.44049651 0.00125347
2087 -0.44192621 0.00116570
2088 -0.44242989 0.00124722
2089 -0.44221898 0.00121348
2090 -0.44241882 0.00126738
2091 -0.44220165 0.00114470
2092 -0.44500121 0.00112280
2093 -0.44390069 0.00114363
2094 -0.44410570 0.00110861
2095 -0.43930610 0.00124107
2096 -0.44240455 0.00106436
2097 -0.44292361 0.00110755
2098 -0.44204015 0.00123260
2099 -0.43982944 0.00124989
2100 -0.44100144 0.00117486
2101 -0.43928384 0.00114070
2102 -0.43988740 0.00121654
2103 -0.43817966 0.00133121
2104 -0.43832449 0.00123864
2105 -0.43746891 0.00146740
2106 -0.43892483 0.00136428
2107 -0.43923420 0.00136189
2108 -0.43907533 0.00142363
2109 -0.43735744 0.00144808
2110 -0.43645658 0.00151584
2111 -0.43438800 0.00155202
2112 -0.43852931 0.00136858
2113 -0.43979911 0.00130421
2114 -0.43443432 0.00163171
2115 -0.44081157 0.00132909
2116 -0.43995063 0.00129414
2117 -0.43666848 0.00137636
2118 -0.43879585 0.00149109
2119 -0.43931064 0.00135888
2120 -0.43896175 0.00143577
2121 -0.44056581 0.00127639
2122 -0.44004995 0.00141402
2123 -0.44081247 0.00134331
2124 -0.44055667 0.00130122
2125 -0.44232544 0.00126338
2126 -0.43695103 0.00149563
2127 -0.44128401 0.00128159
2128 -0.44434657 0.00125105
2129 -0.44249597 0.00119189
2130 -0.44366167 0.00122516
2131 -0.44028417 0.00136937
2132 -0.44248529 0.00127056
2133 -0.44136568 0.00124591
2134 -0.44406667 0.00132070
2135 -0.44438890 0.00114189
2136 -0.44387101 0.00115718
2137 -0.44276763 0.00109935
2138 -0.44215130 0.00115275
2139 -0.44419563 0.00113690
2140 -0.44057780 0.00112068
2141 -0.44177947 0.00111254
2142 -0.44200167 0.00114290
2143 -0.43984516 0.00112942
2144 -0.44034758 0.00114364
2145 -0.44103799 0.00109747
2146 -0.43556584 0.00121196
2147 -0.44043660 0.00119451
2148 -0.44343857 0.00109472
2149 -0.44522227 0.00106562
2150 -0.44481330 0.00107608
2151 -0.44383989 0.00107150
2152 -0.44427321 0.00103119
2153 -0.44149158 0.00115450
2154 -0.44517560 0.00105817
2155 -0.44212245 0.00114885
2156 -0.44413585 0.00100947
2157 -0.44380418 0.00102467
2158 -0.44359403 0.00109860
2159 -0.44579833 0.00104139
2160 -0.44501206 0.00103999
2161 -0.44292018 0.00103349
2162 -0.44451078 0.00110678
2163 -0.44446515 0.00101494
2164 -0.44353696 0.00105924
2165 -0.44451648 0.00109311
2166 -0.44528028 0.00102721
2167 -0.44306790 0.00114035
2168 -0.43983405 0.00115957
2169 -0.44086691 0.00109831
2170 -0.44528374 0.00102544
2171 -0.44047579 0.00108023
2172 -0.43828435 0.00111671
2173 -0.43807962 0.00119185
2174 -0.43609398 0.00116221
2175 -0.44375464 0.00105102
2176 -0.44353309 0.00118209
2177 -0.44237378 0.00113838
2178 -0.44347516 0.00117324
2179 -0.43978991 0.00112911
2180 -0.43876548 0.00110248
2181 -0.43123642 0.00120459
2182 -0.43539652 0.00119002
2183 -0.42733121 0.00121752
2184 -0.42993439 0.00127212
2185 -0.42700930 0.00128328
2186 -0.43717255 0.00116330
2187 -0.43382229 0.00114293
2188 -0.43436437 0.00126469
2189 -0.43021132 0.00119147
2190 -0.43206952 0.00127741
2191 -0.42816791 0.00131490
2192 -0.43521192 0.00115971
2193 -0.43922553 0.00123512
2194 -0.44133690 0.00111372
2195 -0.44409428 0.00105434
2196 -0.44045731 0.00120780
2197 -0.44013786 0.00108527
2198 -0.43858123 0.00108863
2199 -0.44334281 0.00111424
2200 -0.43952717 0.00111202
2201 -0.44146892 0.00108566
2202 -0.44445853 0.00103132
2203 -0.44084743 0.00109735
2204 -0.44472027 0.00107511
2205 -0.44361730 0.00110175
2206 -0.44496369 0.00108738
2207 -0.44573334 0.00116737
2208 -0.44500891 0.00108020
2209 -0.44252049 0.00109935
2210 -0.44665657 0.00108788
2211 -0.44439183 0.00116217
2212 -0.44602721 0.00111109
2213 -0.44369316 0.00111196
2214 -0.44517396 0.00111199
2215 -0.44393656 0.00113494
2216 -0.44381902 0.00129973
2217 -0.44250819 0.00118075
2218 -0.44188596 0.00131405
2219 -0.44407693 0.00121367
2220 -0.44110409 0.00125052
2221 -0.44193318 0.00130722
2222 -0.44110546 0.00131750
2223 -0.43838974 0.00144949
2224 -0.44063315 0.00127009
2225 -0.44122151 0.00128233
2226 -0.43900573 0.00136285
2227 -0.44114536 0.00141296
2228 -0.43705755 0.00148166
2229 -0.44173429 0.00127471
2230 -0.44069467 0.00132645
2231 -0.44096479 0.00133063
2232 -0.43811356 0.00152355
2233 -0.43719691 0.00143833
2234 -0.44088923 0.00127198
2235 -0.44038504 0.00126109
2236 -0.44006188 0.00133822
2237 -0.43645404 0.00149782
2238 -0.43342515 0.00153843
2239 -0.43902776 0.00143679
2240 -0.43777207 0.00146512
2241 -0.43647648 0.00148062
2242 -0.43412814 0.00163616
2243 -0.42938590 0.00177436
2244 -0.42809243 0.00177115
2245 -0.43868499 0.00132616
2246 -0.43918195 0.00143427
2247 -0.44278287 0.00117247
2248 -0.44318810 0.00116735
2249 -0.44368678 0.00120348
2250 -0.44311634 0.00126247
2251 -0.44177092 0.00148405
2252 -0.44084874 0.00132085
2253 -0.43904941 0.00139731
2254 -0.43538306 0.00147057
2255 -0.43259007 0.00172629
2256 -0.43405487 0.00146608
2257 -0.43374578 0.00143414
2258 -0.43924225 0.00136523
2259 -0.43380958 0.00157911
2260 -0.43526466 0.00141636
2261 -0.43780830 0.00151097
2262 -0.43651848 0.00153612
2263 -0.43119558 0.00167206
2264 -0.43177537 0.00163050
2265 -0.43471733 0.00147067
2266 -0.43118403 0.00159946
2267 -0.43284764 0.00156538
2268 -0.43121346 0.00167560
2269 -0.42956605 0.00177440
2270 -0.42867660 0.00167294
2271 -0.42591621 0.00176621
2272 -0.43189671 0.00167723
2273 -0.42942218 0.00181667
2274 -0.43710570 0.00148333
2275 -0.43156417 0.00170312
2276 -0.43377637 0.00157404
2277 -0.43637836 0.00143258
2278 -0.43485844 0.00162028
2279 -0.43469124 0.00157411
2280 -0.43048848 0.00176801
2281 -0.43221556 0.00162494
2282 -0.43103779 0.00168658
2283 -0.43609267 0.00152386
2284 -0.43650284 0.00150267
2285 -0.43895319 0.00141608
2286 -0.44042507 0.00132449
2287 -0.44215583 0.00126979
2288 -0.43870238 0.00140337
2289 -0.44011430 0.00135467
2290 -0.44577315 0.00108252
2291 -0.44292848 0.00112625
2292 -0.44290164 0.00114773
2293 -0.44343587 0.00120758
2294 -0.44034211 0.00122585
2295 -0.44322419 0.00118840
2296 -0.44253974 0.00122535
2297 -0.44183904 0.00129677
2298 -0.44136572 0.00145085
2299 -0.44362666 0.00119367
2300 -0.44323071 0.00110056
2301 -0.44230939 0.00113384
2302 -0.44305453 0.00119172
2303 -0.44337118 0.00115955
2304 -0.44445471 0.00112856
2305 -0.43967835 0.00131582
2306 -0.44413036 0.00115141
2307 -0.44424160 0.00138713
2308 -0.44440632 0.00116215
2309 -0.44598594 0.00107501
2310 -0.44310171 0.00110419
2311 -0.44250004 0.00107309
2312 -0.44459824 0.00114649
2313 -0.44237878 0.00115989
2314 -0.44342980 0.00114440
2315 -0.44253773 0.00140863
2316 -0.44139643 0.00103773
2317 -0.44146825 0.00115794
2318 -0.44477242 0.00108648
2319 -0.44440953 0.00115318
2320 -0.44548646 0.00110208
2321 -0.44386208 0.00110415
2322 -0.44529377 0.00112609
2323 -0.44366864 0.00114521
2324 -0.44273564 0.00121844
2325 -0.44125744 0.00123764
2326 -0.44242312 0.00121741
2327 -0.44218702 0.00113078
2328 -0.44134570 0.00110029
2329 -0.44313355 0.00115238
2330 -0.44174846 0.00111528
2331 -0.44111171 0.00115124
2332 -0.44235627 0.00107117
2333 -0.44074082 0.00125486
2334 -0.44165830 0.00127418
2335 -0.43956592 0.00126239
2336 -0.44163793 0.00129460
2337 -0.43962278 0.00122126
2338 -0.43725613 0.00142737
2339 -0.44143496 0.00123927
2340 -0.43615957 0.00126177
2341 -0.43380493 0.00134078
2342 -0.43614705 0.00125306
2343 -0.43426131 0.00131704
2344 -0.43606283 0.00134091
2345 -0.43692562 0.00140564
2346 -0.44154239 0.00112293
2347 -0.43974299 0.00124125
2348 -0.43926144 0.00119668
2349 -0.44117869 0.00127485
2350 -0.43907300 0.00123829
2351 -0.44391192 0.00124232
2352 -0.43954498 0.00137029
2353 -0.44306317 0.00118746
2354 -0.44131326 0.00127260
2355 -0.43851999 0.00143032
2356 -0.44264717 0.00123962
2357 -0.44256574 0.00120941
2358 -0.43797293 0.00147568
2359 -0.44171154 0.00120690
2360 -0.43881650 0.00139314
2361 -0.43866952 0.00144991
2362 -0.44223438 0.00136588
2363 -0.43804618 0.00148563
2364 -0.44017533 0.00131794
2365 -0.43566690 0.00147459
2366 -0.44330123 0.00115980
2367 -0.43808977 0.00146961
2368 -0.43971157 0.00136547
2369 -0.43934785 0.00128990
2370 -0.44040536 0.00140920
2371 -0.44168420 0.00123782
2372 -0.44081782 0.00127812
2373 -0.44181974 0.00135002
2374 -0.43686121 0.00142623
2375 -0.43369121 0.00150665
2376 -0.43477225 0.00149899
2377 -0.43080903 0.00154420
2378 -0.42783776 0.00162669
2379 -0.42601467 0.00166080
2380 -0.42928739 0.00150904
2381 -0.43484771 0.00127435
2382 -0.43087061 0.00148145
2383 -0.43358674 0.00140938
2384 -0.43661992 0.00134498
2385 -0.43662308 0.00145696
2386 -0.43482469 0.00136995
2387 -0.43498991 0.00145728
2388 -0.43819827 0.00134092
2389 -0.44010012 0.00119348
2390 -0.44034625 0.00109459
2391 -0.44075728 0.00123086
2392 -0.44273719 0.00119280
2393 -0.44237216 0.00110336
2394 -0.44188311 0.00125013
2395 -0.44221404 0.00112840
2396 -0.44183575 0.00134915
2397 -0.44046276 0.00112563
2398 -0.44057748 0.00121841
2399 -0.44211162 0.00116139
2400 -0.44207595 0.00123631
2401 -0.43960318 0.00117548
2402 -0.43964069 0.00117346
2403 -0.43558964 0.00125350
2404 -0.44347006 0.00123763
2405 -0.44071586 0.00126365
2406 -0.44141509 0.00125146
2407 -0.44037484 0.00123987
2408 -0.43730330 0.00136873
2409 -0.43644976 0.00141724
2410 -0.43551362 0.00121496
2411 -0.43740167 0.00127065
2412 -0.43547623 0.00145158
2413 -0.43681456 0.00130955
2414 -0.43585778 0.00147366
2415 -0.43270558 0.00148666
2416 -0.42650772 0.00168082
2417 -0.43028946 0.00161574
2418 -0.43235792 0.00158999
2419 -0.43050668 0.00163564
2420 -0.42707151 0.00162799
2421 -0.42938733 0.00166885
2422 -0.42542138 0.00169140
2423 -0.43815314 0.00147788
2424 -0.43756319 0.00136053
2425 -0.43923246 0.00124634
2426 -0.43655749 0.00128343
2427 -0.43819320 0.00139030
2428 -0.43782828 0.00140063
2429 -0.43505029 0.00159620
2430 -0.43674391 0.00149220
2431 -0.43539999 0.00146932
2432 -0.43546075 0.00150638
2433 -0.43723388 0.00135256
2434 -0.43705541 0.00150595
2435 -0.43566044 0.00158755
2436 -0.43917785 0.00138582
2437 -0.43586374 0.00146971
2438 -0.43858368 0.00138107
2439 -0.44058886 0.00134313
2440 -0.43995904 0.00131766
2441 -0.44175997 0.00127647
2442 -0.44367450 0.00121132
2443 -0.44602442 0.00105736
2444 -0.44043956 0.00144002
2445 -0.44076337 0.00133859
2446 -0.44130856 0.00133545
2447 -0.44282751 0.00125137
2448 -0.44475215 0.00111040
2449 -0.44273498 0.00115400
2450 -0.44423702 0.00120159
2451 -0.44473993 0.00107448
2452 -0.44453457 0.00116410
2453 -0.44623870 0.00104381
2454 -0.44375644 0.00111862
2455 -0.44391716 0.00111438
2456 -0.44317522 0.00117781
2457 -0.44402608 0.00101033
2458 -0.44459908 0.00105193
2459 -0.44293177 0.00123276
2460 -0.44479530 0.00105949
2461 -0.44206545 0.00126066
2462 -0.44201972 0.00107633
2463 -0.44239322 0.00106737
2464 -0.44256302 0.00113241
2465 -0.44371959 0.00102373
2466 -0.44252459 0.00107983
2467 -0.44373929 0.00104272
2468 -0.44078200 0.00117018
2469 -0.44420689 0.00103953
2470 -0.44171433 0.00108350
2471 -0.43740586 0.00122614
2472 -0.44102681 0.00106788
2473 -0.44241000 0.00104140
2474 -0.43655876 0.00116183
2475 -0.44011514 0.00108380
2476 -0.43785727 0.00104684
2477 -0.44428773 0.00103564
2478 -0.44186608 0.00124832
2479 -0.44227063 0.00114020
2480 -0.44482105 0.00104902
2481 -0.44209207 0.00112517
2482 -0.44365243 0.00101815
2483 -0.44220472 0.00108363
2484 -0.44121690 0.00109245
2485 -0.44109329 0.00100855
2486 -0.44034025 0.00099745
2487 -0.44063715 0.00103496
2488 -0.43981648 0.00107801
2489 -0.44025859 0.00104355
2490 -0.43637937 0.00100147
2491 -0.44081202 0.00120913
2492 -0.44301703 0.00110886
2493 -0.44347028 0.00108026
2494 -0.44055350 0.00108940
2495 -0.44295314 0.00108034
2496 -0.44219022 0.00106687
2497 -0.43898862 0.00099882
2498 -0.43964688 0.00098999
2499 -0.43954365 0.00105122
2500 -0.43991540 0.00104896
2501 -0.44087828 0.00101611
2502 -0.43755351 0.00111292
2503 -0.43861150 0.00108289
2504 -0.43872372 0.00108113
2505 -0.44237093 0.00101090
2506 -0.43870888 0.00100129
2507 -0.43985928 0.00100954
2508 -0.44101476 0.00114165
2509 -0.44256367 0.00104055
2510 -0.44170073 0.00097970
2511 -0.44041556 0.00100909
2512 -0.43954759 0.00130865
2513 -0.44449849 0.00110295
2514 -0.44052135 0.00112643
2515 -0.43946438 0.00111671
2516 -0.44014966 0.00104004
2517 -0.44445175 0.00108324
2518 -0.44388345 0.00109439
2519 -0.44308389 0.00112151
2520 -0.44051834 0.00110560
2521 -0.44107377 0.00106302
2522 -0.44190486 0.00105742
2523 -0.44417981 0.00113275
2524 -0.44458484 0.00119716
2525 -0.44204728 0.00119645
2526 -0.44094552 0.00121174
2527 -0.44249860 0.00104789
2528 -0.44328452 0.00110552
2529 -0.44288155 0.00106518
2530 -0.44591899 0.00100612
2531 -0.44626899 0.00105344
2532 -0.44442035 0.00111274
2533 -0.44490635 0.00111093
2534 -0.44556331 0.00120260
2535 -0.44397049 0.00112846
2536 -0.44289618 0.00126034
2537 -0.44048031 0.00122388
2538 -0.43941657 0.00136744
2539 -0.44083619 0.00128379
2540 -0.43785166 0.00150684
2541 -0.43898783 0.00131155
2542 -0.43777900 0.00132528
2543 -0.43636343 0.00134602
2544 -0.43125998 0.00151997
2545 -0.43126204 0.00154989
2546 -0.43260356 0.00164756
2547 -0.42724328 0.00162994
2548 -0.43647402 0.00137918
2549 -0.43086624 0.00150258
2550 -0.43716043 0.00129117
2551 -0.43973975 0.00127368
2552 -0.43523280 0.00126557
2553 -0.44222938 0.00107473
2554 -0.44026274 0.00114858
2555 -0.43936051 0.00120991
2556 -0.44112716 0.00105709
2557 -0.44031448 0.00116565
2558 -0.44161627 0.00108789
2559 -0.44324550 0.00111798
2560 -0.44158631 0.00103743
2561 -0.44282815 0.00109262
2562 -0.44233658 0.00103698
2563 -0.44286618 0.00104128
2564 -0.44275180 0.00104836
2565 -0.44255221 0.00102817
2566 -0.44189729 0.00107888
2567 -0.44501234 0.00102186
2568 -0.44311985 0.00104167
2569 -0.44224293 0.00112902
2570 -0.44471834 0.00106861
2571 -0.44609899 0.00110373
2572 -0.44427628 0.00118874
2573 -0.44383015 0.00117831
2574 -0.44233612 0.00120530
2575 -0.44202383 0.00123203
2576 -0.44450465 0.00106389
2577 -0.44080852 0.00129549
2578 -0.44269571 0.00117809
2579 -0.44374284 0.00114028
2580 -0.44342114 0.00110562
2581 -0.44467339 0.00121426
2582 -0.44373716 0.00103117
2583 -0.44420700 0.00108818
2584 -0.44438056 0.00123276
2585 -0.44320822 0.00106351
2586 -0.44271425 0.00118091
2587 -0.44002370 0.00115065
2588 -0.44330348 0.00112187
2589 -0.44152564 0.00131780
2590 -0.44445775 0.00121068
2591 -0.44419336 0.00111869
2592 -0.44450186 0.00114653
2593 -0.44341332 0.00113707
2594 -0.44036043 0.00126110
2595 -0.44090142 0.00120326
2596 -0.44231157 0.00112919
2597 -0.44418372 0.00115132
2598 -0.44493651 0.00123597
2599 -0.44384703 0.00116831
2600 -0.44081637 0.00121571
2601 -0.43934376 0.00131582
2602 -0.43919381 0.00132954
2603 -0.43752969 0.00132531
2604 -0.44270930 0.00141410
2605 -0.43914963 0.00129391
2606 -0.44422292 0.00128671
2607 -0.44174668 0.00131676
2608 -0.44232519 0.00122680
2609 -0.44376237 0.00124666
2610 -0.44440773 0.00112153
2611 -0.44484491 0.00106122
2612 -0.44183729 0.00118167
2613 -0.44203883 0.00107335
2614 -0.44112078 0.00102942
2615 -0.44183909 0.00119096
2616 -0.44500332 0.00108027
2617 -0.44439761 0.00107825
2618 -0.44403249 0.00112024
2619 -0.44330159 0.00109938
2620 -0.44521471 0.00106364
2621 -0.44292047 0.00124800
2622 -0.44472093 0.00121664
2623 -0.44307213 0.00117287
2624 -0.44243964 0.00103235
2625 -0.44288868 0.00111494
2626 -0.44478784 0.00111925
2627 -0.44289243 0.00115089
2628 -0.44317814 0.00109946
2629 -0.44423721 0.00124264
2630 -0.44543015 0.00105675
2631 -0.44441132 0.00111836
2632 -0.44467487 0.00116390
2633 -0.44101033 0.00130042
2634 -0.43918856 0.00126754
2635 -0.43948315 0.00119477
2636 -0.43777423 0.00126046
2637 -0.43963058 0.00125348
2638 -0.44034688 0.00124015
2639 -0.44179835 0.00116331
2640 -0.43991617 0.00125650
2641 -0.44226378 0.00119137
2642 -0.44328262 0.00116139
2643 -0.44408790 0.00111661
2644 -0.44403563 0.00129054
2645 -0.44403293 0.00110364
2646 -0.44133955 0.00125347
2647 -0.44345716 0.00110519
2648 -0.43979110 0.00123918
2649 -0.43792235 0.00135744
2650 -0.44483823 0.00116026
2651 -0.44340900 0.00123245
2652 -0.44172699 0.00130655
2653 -0.44268142 0.00117108
2654 -0.44468713 0.00108008
2655 -0.44364328 0.00100658
2656 -0.44219032 0.00113846
2657 -0.44199697 0.00111646
2658 -0.44242177 0.00111557
2659 -0.44313813 0.00112539
2660 -0.44281074 0.00104334
2661 -0.44159346 0.00121706
2662 -0.44512753 0.00098816
2663 -0.44258627 0.00106361
2664 -0.44442927 0.00102322
2665 -0.44272900 0.00100863
2666 -0.44316205 0.00114813
2667 -0.44394934 0.00105553
2668 -0.44480684 0.00123177
2669 -0.44288704 0.00113860
2670 -0.43775080 0.00128696
2671 -0.44314557 0.00109932
2672 -0.43945405 0.00125084
2673 -0.44246469 0.00115396
2674 -0.44282870 0.00116184
2675 -0.44133670 0.00133326
2676 -0.44405870 0.00118348
2677 -0.44244301 0.00140407
2678 -0.44305809 0.00124202
2679 -0.44074359 0.00124153
2680 -0.44191700 0.00126505
2681 -0.44273828 0.00125104
