#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
        1095         100     81.9718     0.92378
        1096         100     81.9882    0.923083
        1097     70.2416     81.9775    0.922304
        1098      21.832     81.9227    0.923089
        1099       4.656     81.8524    0.924923
        1100     21.6096     81.7977    0.925702
        1101     67.7648     81.7849    0.924949
        1102     72.0064     81.7761    0.924152
        1103     15.8928     81.7163    0.925243
        1104     16.6288     81.6574    0.926281
        1105     26.0576     81.6071    0.926808
        1106      9.3936     81.5418    0.928267
        1107      7.7232     81.4751    0.929821
        1108      68.864     81.4637    0.929051
        1109     99.8432     81.4803    0.928361
        1110     58.3008     81.4594     0.92776
        1111       2.024     81.3879    0.929676
        1112     24.3408     81.3366    0.930254
        1113     98.4336     81.3519    0.929545
        1114     99.8432     81.3685    0.928859
        1115     99.8432     81.3851    0.928174
        1116         100     81.4018    0.927492
        1117         100     81.4184    0.926811
        1118     99.6896     81.4348    0.926126
        1119         100     81.4514    0.925447
        1120      75.184     81.4458    0.924638
        1121     16.7712     81.3881    0.925611
        1122      9.9312     81.3244    0.926974
        1123     11.9472     81.2626    0.928205
        1124     87.2992      81.268    0.927395
        1125         100     81.2846     0.92672
        1126         100     81.3013    0.926046
        1127         100     81.3179    0.925373
        1128         100     81.3344    0.924701
        1129         100      81.351     0.92403
        1130     99.8432     81.3673    0.923357
        1131     99.2224     81.3831    0.922675
        1132     96.7088     81.3966     0.92196
        1133     99.6176     81.4127    0.921286
        1134     99.9216      81.429    0.920618
        1135         100     81.4454    0.919953
        1136         100     81.4617    0.919288
        1137     99.2608     81.4774    0.918612
        1138     99.0288     81.4928    0.917935
        1139     94.7008     81.5044    0.917202
        1140      79.304     81.5025    0.916399
        1141      28.928     81.4564    0.916754
        1142     97.5072     81.4705    0.916059
        1143      91.816     81.4795    0.915302
        1144      99.768     81.4955    0.914642
        1145         100     81.5117    0.913986
        1146     97.4368     81.5256    0.913294
        1147      95.048     81.5373    0.912574
        1148         100     81.5534     0.91192
        1149         100     81.5695    0.911268
        1150         100     81.5855    0.910617
        1151     74.6656     81.5795    0.909845
        1152     58.4064     81.5594    0.909278
        1153     99.9216     81.5753    0.908629
        1154     99.9216     81.5912     0.90798
        1155     96.2752     81.6039    0.907283
        1156     97.5248     81.6177    0.906603
        1157     87.0912     81.6224    0.905832
        1158     17.5952     81.5671    0.906735
        1159      24.944     81.5183    0.907268
        1160         100     81.5342    0.906626
        1161      99.536     81.5497    0.905978
        1162     99.8432     81.5655    0.905335
        1163         100     81.5813    0.904695
        1164     99.1792     81.5964    0.904044
        1165         100     81.6122    0.903406
        1166      97.616     81.6259    0.902736
        1167     37.7696     81.5884    0.902744
        1168     96.7456     81.6013    0.902064
        1169     91.0768     81.6095    0.901329
        1170     99.8432      81.625    0.900693
        1171     99.7648     81.6405    0.900057
        1172     99.2448     81.6555    0.899415
        1173      99.768      81.671    0.898781
        1174         100     81.6866    0.898151
        1175     99.8432     81.7021    0.897519
        1176     76.1648     81.6973    0.896768
        1177      9.5632     81.6361    0.898098
        1178     85.0608      81.639     0.89734
        1179     99.3888      81.654    0.896706
        1180     97.4112     81.6674    0.896045
        1181     99.9216     81.6828     0.89542
        1182     99.9216     81.6983    0.894795
        1183     99.8432     81.7136     0.89417
        1184         100      81.729    0.893548
        1185     99.8432     81.7443    0.892925
        1186      99.696     81.7595      0.8923
        1187     99.7744     81.7746    0.891678
        1188     99.6176     81.7897    0.891054
        1189     99.9216     81.8049    0.890435
        1190     61.3536     81.7877    0.889852
        1191      98.552     81.8018    0.889216
        1192     92.4704     81.8108    0.888516
        1193     11.8784     81.7521    0.889702
        1194      7.5104       81.69    0.891127
        1195      6.7488     81.6272    0.892586
        1196     36.1184     81.5892     0.89265
        1197       9.888     81.5293    0.893912
        1198      1.7504     81.4627    0.895643
        1199     42.6528     81.4303     0.89548
        1200     95.4672      81.442     0.89481
        1201      43.552     81.4105    0.894621
        1202      3.8688      81.346      0.8962
        1203      2.9424     81.2808    0.897822
        1204       46.24     81.2517    0.897548
        1205         100     81.2672    0.896938
        1206      99.248     81.2822    0.896318
        1207     93.2048      81.292     0.89563
        1208     98.7776     81.3065    0.895005
        1209         100      81.322    0.894398
        1210     99.6928     81.3372    0.893788
        1211         100     81.3526    0.893183
        1212         100      81.368    0.892578
        1213     99.9216     81.3832    0.891974
        1214     99.9216     81.3985     0.89137
        1215     52.4176     81.3747    0.890955
        1216     10.0608      81.316     0.89215
        1217     80.4528     81.3153    0.891418
        1218         100     81.3306    0.890818
        1219     95.6544     81.3424    0.890164
        1220     16.3776     81.2892    0.891026
        1221     25.7632     81.2437    0.891456
        1222      10.216     81.1856    0.892619
        1223      91.144     81.1937    0.891927
        1224         100     81.2091     0.89133
        1225         100     81.2244    0.890735
        1226     99.9216     81.2396    0.890139
        1227         100     81.2549    0.889545
        1228     96.1776     81.2671    0.888903
        1229         100     81.2823    0.888311
        1230         100     81.2975    0.887719
        1231     99.9216     81.3127    0.887126
        1232     99.7648     81.3277    0.886533
        1233     34.7808     81.2899    0.886617
        1234     23.2192     81.2428    0.887147
        1235     92.6432     81.2521    0.886476
        1236     99.1824     81.2666    0.885878
        1237     96.8176     81.2792    0.885251
        1238         100     81.2943    0.884665
        1239     99.3856     81.3089    0.884072
        1240     96.9952     81.3215    0.883449
        1241         100     81.3366    0.882865
        1242     99.1728     81.3509    0.882271
        1243         100     81.3659    0.881689
        1244         100     81.3809    0.881108
        1245     99.8432     81.3958    0.880525
        1246     98.2592     81.4093    0.879922
        1247     93.8592     81.4193    0.879273
        1248     99.8432      81.434    0.878692
        1249         100     81.4489    0.878115
        1250     93.6192     81.4586    0.877466
        1251         100     81.4735     0.87689
        1252      99.088     81.4875    0.876302
        1253       98.64     81.5012     0.87571
        1254     99.9216     81.5159    0.875135
        1255     99.6144     81.5303    0.874556
        1256     99.9216      81.545    0.873982
        1257         100     81.5596     0.87341
        1258     97.4416     81.5723    0.872807
        1259     84.4272     81.5745    0.872117
        1260     83.6784     81.5762    0.871427
        1261     94.9264     81.5868      0.8708
        1262     99.9216     81.6013    0.870231
        1263     86.2336      81.605     0.86955
        1264     99.9216     81.6195    0.868982
        1265     99.9216      81.634    0.868416
        1266         100     81.6485    0.867851
        1267         100     81.6629    0.867287
        1268         100     81.6774    0.866724
        1269      98.624     81.6908    0.866144
        1270      98.064     81.7037    0.865557
        1271     68.0544     81.6929    0.864943
        1272     98.5024     81.7061    0.864364
        1273     99.9216     81.7204    0.863803
        1274     99.9216     81.7347    0.863244
        1275     67.1328     81.7233    0.862642
        1276     60.8448     81.7069    0.862122
        1277     99.9216     81.7212    0.861564
        1278         100     81.7355    0.861009
        1279     99.8432     81.7496    0.860452
        1280     99.9216     81.7638    0.859897
        1281     99.7648     81.7779    0.859341
        1282     90.8576      81.785      0.8587
        1283     66.3072     81.7729    0.858115
        1284     97.7856     81.7854    0.857537
        1285         100     81.7995    0.856987
        1286     99.8432     81.8136    0.856436
        1287         100     81.8277    0.855887
        1288     71.6288     81.8198    0.855259
        1289      5.4352     81.7605    0.856646
        1290      25.016     81.7165     0.85711
        1291     25.4352     81.6729    0.857554
        1292      10.352     81.6177    0.858665
        1293      1.5472     81.5558    0.860232
        1294     77.8912      81.553    0.859571
        1295     99.9216     81.5672    0.859025
        1296     92.4656     81.5756    0.858403
        1297         100     81.5898    0.857859
        1298     99.7648     81.6038    0.857312
        1299     99.6864     81.6177    0.856765
        1300     99.9216     81.6318    0.856222
        1301         100     81.6459     0.85568
        1302         100       81.66    0.855139
        1303         100     81.6741    0.854598
        1304     99.9216     81.6881    0.854058
        1305     73.8832     81.6821    0.853424
        1306      93.248     81.6909    0.852817
        1307     94.1088     81.7004    0.852217
        1308      90.224      81.707     0.85159
        1309     91.6656     81.7146    0.850974
        1310     99.4544     81.7281    0.850432
        1311     99.8432     81.7419    0.849896
        1312     99.3856     81.7554    0.849354
        1313     83.7424     81.7569    0.848709
        1314         100     81.7708    0.848176
        1315     99.6896     81.7844    0.847641
        1316     99.6896      81.798    0.847106
        1317       97.76     81.8101    0.846549
        1318         100     81.8239    0.846019
        1319     99.2256     81.8371    0.845481
        1320         100     81.8509    0.844952
        1321     99.9216     81.8646    0.844423
        1322     99.6112      81.878    0.843891
        1323         100     81.8917    0.843365
        1324     97.2432     81.9033    0.842807
        1325         100     81.9169    0.842282
        1326     99.9216     81.9305    0.841756
        1327     99.3792     81.9437    0.841225
        1328         100     81.9573    0.840701
        1329         100     81.9708    0.840178
        1330         100     81.9844    0.839656
        1331     99.8432     81.9978    0.839132
        1332      58.904     81.9805    0.838681
        1333      15.112     81.9303    0.839551
        1334     65.9744     81.9183    0.839007
        1335     99.9216     81.9318    0.838487
        1336         100     81.9454    0.837968
        1337         100     81.9589     0.83745
        1338     99.8432     81.9722    0.836931
        1339         100     81.9857    0.836414
        1340      87.016     81.9894    0.835798
        1341      92.512     81.9973    0.835212
        1342     29.9024     81.9585    0.835491
        1343     31.4064     81.9208    0.835717
        1344      9.4528     81.8669    0.836832
        1345     37.9888     81.8343    0.836846
        1346         100     81.8478    0.836333
        1347     91.6176      81.855    0.835743
        1348      76.504     81.8511    0.835133
        1349     92.0016     81.8586    0.834548
        1350         100      81.872    0.834038
        1351         100     81.8855    0.833528
        1352     90.7168      81.892    0.832937
        1353      42.712      81.863    0.832825
        1354         100     81.8764    0.832318
        1355         100     81.8898    0.831811
        1356         100     81.9032    0.831305
        1357         100     81.9165    0.830799
        1358     90.9632     81.9231    0.830214
        1359     97.0752     81.9343    0.829678
        1360         100     81.9476    0.829174
        1361         100     81.9608    0.828671
        1362      99.768     81.9739    0.828166
        1363         100     81.9871    0.827664
        1364      99.696     82.0001    0.827159
        1365         100     82.0133    0.826658
        1366       95.16     82.0229    0.826109
        1367         100     82.0361    0.825609
        1368         100     82.0492     0.82511
        1369     99.6896     82.0621    0.824608
        1370     99.5424     82.0749    0.824105
        1371     99.9216     82.0879    0.823606
        1372         100     82.1009     0.82311
        1373      99.464     82.1136    0.822607
        1374     99.4016     82.1262    0.822105
        1375     87.7376     82.1302    0.821517
        1376     99.3104     82.1427    0.821015
        1377      99.608     82.1554    0.820517
        1378     99.6896     82.1681     0.82002
        1379         100     82.1811    0.819527
        1380         100      82.194    0.819035
        1381     99.8432     82.2068    0.818542
        1382     99.4608     82.2193    0.818044
        1383     99.8432      82.232    0.817552
        1384         100     82.2448    0.817062
        1385     99.9216     82.2576    0.816572
        1386         100     82.2704    0.816083
        1387     99.8432     82.2831    0.815593
        1388     99.5392     82.2955      0.8151
        1389         100     82.3082    0.814613
        1390         100      82.321    0.814127
        1391     86.4544     82.3239    0.813547
        1392     99.9216     82.3366     0.81306
        1393         100     82.3493    0.812576
        1394     99.8464     82.3618     0.81209
        1395     99.9216     82.3744    0.811605
        1396     93.9552     82.3827    0.811066
        1397     97.5312     82.3935    0.810558
        1398     73.1088     82.3869    0.810005
        1399        28.8     82.3486    0.810332
        1400     40.0576     82.3184    0.810316
        1401     87.2496     82.3219    0.809745
        1402      99.696     82.3343    0.809262
        1403         100     82.3469    0.808783
        1404     97.7696     82.3579    0.808282
        1405     98.0288      82.369    0.807783
        1406         100     82.3816    0.807306
        1407     99.3104     82.3936    0.806822
        1408      99.768     82.4059    0.806343
        1409     99.6112     82.4182    0.805864
        1410     99.1536       82.43    0.805379
        1411         100     82.4425    0.804905
        1412         100     82.4549    0.804431
        1413     87.2528     82.4583    0.803869
        1414     52.8528     82.4374    0.803573
        1415     99.6928     82.4496    0.803098
        1416     99.8432     82.4618    0.802624
        1417     50.5824     82.4394    0.802373
        1418     45.5056     82.4133     0.80223
        1419      98.048     82.4243     0.80174
        1420     90.9888     82.4304    0.801198
        1421         100     82.4427     0.80073
        1422         100     82.4551    0.800262
        1423     71.6944     82.4475    0.799735
        1424     11.8064     82.3979    0.800711
        1425     18.4704      82.353    0.801405
        1426      4.2576     82.2983    0.802712
        1427      3.6864     82.2432    0.804037
        1428     72.5344     82.2364    0.803503
        1429     99.7648     82.2486    0.803034
        1430      99.768     82.2609    0.802566
        1431     91.3888     82.2673    0.802031
        1432     99.3072     82.2792    0.801559
        1433         100     82.2915    0.801095
        1434     99.5424     82.3036    0.800627
        1435      55.296     82.2848     0.80029
        1436     17.0592     82.2393    0.801021
        1437      6.7824     82.1868    0.802182
        1438      13.816     82.1393    0.803032
        1439     24.4768     82.0992    0.803473
        1440      7.6896     82.0475    0.804575
        1441     47.5824     82.0236    0.804372
        1442     15.4544     81.9774    0.805138
        1443     19.8448     81.9344    0.805731
        1444     81.9232     81.9344    0.805173
        1445     31.1984     81.8993    0.805381
        1446     75.3808     81.8948    0.804837
        1447     79.6752     81.8932    0.804282
        1448     13.9584     81.8463    0.805094
        1449      1.2688     81.7907    0.806456
        1450      3.3328     81.7366    0.807713
        1451      9.1168     81.6865    0.808706
        1452      38.496     81.6568    0.808695
        1453     79.5216     81.6553     0.80814
        1454     27.7056     81.6182    0.808436
        1455     97.5488     81.6292    0.807954
        1456         100     81.6418    0.807498
        1457      99.536     81.6541    0.807037
        1458         100     81.6667    0.806582
        1459     98.4176     81.6781     0.80611
        1460     97.6496     81.6891    0.805633
        1461         100     81.7016    0.805179
        1462     94.3488     81.7103    0.804674
        1463     77.6896     81.7075    0.804129
        1464      3.3136      81.654    0.805361
        1465     35.2704     81.6223    0.805433
        1466     24.7488     81.5835    0.805817
        1467     95.8192     81.5932    0.805327
        1468     99.8432     81.6056    0.804874
        1469         100     81.6182    0.804423
        1470     99.9216     81.6306    0.803973
        1471     99.7648     81.6429     0.80352
        1472     97.3584     81.6536    0.803046
        1473      99.768     81.6659    0.802595
        1474         100     81.6784    0.802146
        1475     97.5424     81.6891    0.801675
        1476     99.8432     81.7014    0.801226
        1477         100     81.7138    0.800779
        1478     99.9216     81.7261    0.800332
        1479     91.3136     81.7326    0.799817
        1480         100     81.7449    0.799372
        1481         100     81.7573    0.798927
        1482     36.5488     81.7268     0.79897
        1483     19.4336     81.6848    0.799535
        1484     85.6704     81.6874    0.799001
        1485      99.768     81.6996    0.798556
        1486     67.8592     81.6903    0.798072
        1487     98.6496     81.7017    0.797617
        1488         100      81.714    0.797176
        1489         100     81.7263    0.796735
        1490     99.8432     81.7385    0.796293
        1491     99.9216     81.7506    0.795853
        1492      98.656      81.762      0.7954
        1493     77.9312     81.7594    0.794871
        1494     55.2496     81.7417    0.794537
        1495     81.2976     81.7414    0.794006
        1496      11.616     81.6945    0.794858
        1497      5.3888     81.6435    0.795959
        1498     56.6608     81.6268    0.795603
        1499     91.3008     81.6333    0.795098
        1500     99.6928     81.6453    0.794659
        1501     94.4336     81.6539    0.794175
        1502         100     81.6661    0.793741
        1503     99.6896     81.6781    0.793303
        1504     99.3072     81.6898    0.792862
        1505      77.192     81.6868    0.792341
        1506     99.8432     81.6989    0.791907
        1507     99.3104     81.7105    0.791467
        1508         100     81.7227    0.791035
        1509     99.7648     81.7346    0.790601
        1510     90.4992     81.7404    0.790099
        1511      41.896     81.7141    0.790016
        1512     76.3312     81.7105    0.789502
        1513     99.4704     81.7222    0.789067
        1514      70.552     81.7149    0.788581
        1515     95.4336     81.7239    0.788112
        1516      99.768     81.7358    0.787682
        1517         100     81.7479    0.787255
        1518         100     81.7599    0.786828
        1519         100     81.7719    0.786402
        1520     99.6144     81.7836    0.785972
        1521     25.5088     81.7466    0.786325
        1522       5.648     81.6966    0.787397
        1523     35.5584     81.6663    0.787462
        1524      5.1792     81.6161    0.788543
        1525       5.784     81.5664    0.789593
        1526     64.1904      81.555    0.789157
        1527      52.456      81.536    0.788871
        1528     99.8432      81.548    0.788445
        1529     99.0032     81.5594    0.788012
        1530         100     81.5714    0.787589
        1531     99.9216     81.5834    0.787166
        1532     98.3744     81.5944    0.786729
        1533     99.9216     81.6063    0.786306
        1534     98.1984     81.6171    0.785868
        1535     99.9216     81.6291    0.785447
        1536     99.6144     81.6408    0.785022
        1537         100     81.6527    0.784603
        1538         100     81.6647    0.784183
        1539     24.9728     81.6278    0.784538
        1540     69.9792     81.6203    0.784065
        1541         100     81.6322    0.783647
        1542     96.2384     81.6417    0.783196
        1543         100     81.6536    0.782779
        1544         100     81.6654    0.782362
        1545     81.4176     81.6653    0.781856
        1546     82.1808     81.6656     0.78135
        1547     96.6864     81.6753    0.780906
        1548     94.3088     81.6835    0.780444
        1549         100     81.6953    0.780029
        1550     53.0544     81.6768    0.779745
        1551     35.5568     81.6471    0.779809
        1552     97.6784     81.6574    0.779375
        1553         100     81.6692    0.778963
        1554     76.6208      81.666    0.778468
        1555     16.4272      81.624    0.779097
        1556      4.0368     81.5742    0.780191
        1557     29.0784     81.5404    0.780418
        1558      4.2688     81.4908    0.781491
        1559     20.0944     81.4515    0.781982
        1560      3.8992     81.4018    0.783059
        1561     14.7024      81.359    0.783722
        1562     25.4992     81.3233    0.784036
        1563     28.4096     81.2894    0.784265
        1564     89.1344     81.2944    0.783779
        1565     14.1024     81.2515    0.784454
        1566     68.0768     81.2431    0.783998
        1567     93.2368     81.2507    0.783535
        1568     96.3056     81.2603    0.783094
        1569      92.728     81.2676    0.782629
        1570      97.928     81.2783    0.782202
        1571      21.024     81.2399    0.782644
        1572     27.9264      81.206    0.782881
        1573     94.1072     81.2142    0.782426
        1574         100     81.2261     0.78202
        1575     99.9216      81.238    0.781614
        1576     38.5136     81.2109    0.781588
        1577     37.4208     81.1831    0.781585
        1578     40.2624     81.1572     0.78152
        1579         100     81.1691    0.781116
        1580     97.5632     81.1795    0.780691
        1581     85.9104     81.1825    0.780203
        1582         100     81.1944      0.7798
        1583     99.3856     81.2059    0.779392
        1584         100     81.2177     0.77899
        1585     99.6208     81.2293    0.778585
        1586     60.4816     81.2163    0.778204
        1587     38.9344     81.1896     0.77817
        1588     26.8416     81.1554    0.778432
        1589     17.6112     81.1154    0.778969
        1590     53.4624      81.098    0.778673
        1591         100     81.1099    0.778274
        1592     99.8432     81.1217    0.777874
        1593     99.9216     81.1335    0.777476
        1594     92.0688     81.1403    0.777018
        1595     41.1792     81.1153    0.776935
        1596     73.5792     81.1106    0.776462
        1597     87.0624     81.1143    0.775985
        1598     99.8432      81.126    0.775588
        1599     99.9216     81.1378    0.775192
        1600     99.3168     81.1491    0.774791
        1601     94.6976     81.1576    0.774353
        1602     74.6128     81.1535     0.77388
        1603     94.1184     81.1616     0.77344
        1604     85.3728     81.1642    0.772962
        1605         100     81.1759     0.77257
        1606     57.1168      81.161    0.772234
        1607      4.2032     81.1131    0.773237
        1608     37.0112     81.0856    0.773242
        1609      93.872     81.0936    0.772802
        1610     72.5488     81.0883    0.772341
        1611     99.9216        81.1     0.77195
        1612     99.8432     81.1116    0.771558
        1613     70.3328     81.1049    0.771109
        1614     68.1632     81.0969    0.770673
        1615      67.064     81.0882    0.770245
        1616     24.2832     81.0531     0.77057
        1617     84.9456     81.0555    0.770097
        1618         100     81.0672     0.76971
        1619     97.7088     81.0775    0.769303
        1620     99.0512     81.0886    0.768908
        1621      99.696        81.1     0.76852
        1622         100     81.1117    0.768134
        1623     99.9216     81.1233    0.767748
        1624      99.608     81.1347     0.76736
        1625         100     81.1463    0.766976
        1626         100     81.1579    0.766591
        1627     99.4608     81.1691    0.766203
        1628         100     81.1807    0.765819
        1629         100     81.1922    0.765437
        1630     99.6112     81.2035     0.76505
        1631      81.136     81.2035    0.764581
        1632      37.984      81.177    0.764571
        1633      21.032     81.1402     0.76499
        1634     58.0544      81.126    0.764652
        1635         100     81.1376    0.764271
        1636     99.9216     81.1491     0.76389
        1637         100     81.1606    0.763511
        1638     98.6464     81.1713    0.763119
        1639      98.856      81.182     0.76273
        1640     73.1632     81.1772     0.76228
        1641         100     81.1886    0.761902
        1642      98.672     81.1993    0.761513
        1643     31.6512     81.1691    0.761646
        1644       9.056     81.1253    0.762445
        1645     10.9984     81.0826    0.763172
        1646      3.8368     81.0357     0.76415
        1647     14.1344     80.9951    0.764765
        1648     28.5968     80.9633    0.764961
        1649       86.68     80.9667    0.764505
        1650          99     80.9777     0.76412
        1651         100     80.9892    0.763744
        1652      99.768     81.0006    0.763367
        1653     98.2608      81.011    0.762976
        1654      96.992     81.0207    0.762576
        1655         100     81.0321    0.762201
        1656         100     81.0436    0.761827
        1657         100      81.055    0.761453
        1658         100     81.0665     0.76108
        1659     99.6864     81.0777    0.760704
        1660         100     81.0891    0.760331
        1661      99.536     81.1002    0.759954
        1662     99.6928     81.1114    0.759579
        1663         100     81.1227    0.759208
        1664         100     81.1341    0.758836
        1665     97.6592      81.144    0.758445
        1666     24.5408       81.11    0.758751
        1667     25.8464     81.0769    0.759019
        1668     99.6864      81.088    0.758646
        1669     94.4704      81.096    0.758234
        1670         100     81.1074    0.757865
        1671     99.1632     81.1182    0.757488
        1672         100     81.1295    0.757119
        1673     97.6864     81.1394    0.756731
        1674     98.3584     81.1497    0.756349
        1675      99.768     81.1608    0.755979
        1676     99.9216      81.172    0.755611
        1677         100     81.1832    0.755244
        1678     92.7744     81.1901    0.754825
        1679     96.7696     81.1994    0.754433
        1680     97.2032     81.2089    0.754044
        1681     96.3536     81.2179    0.753649
        1682     92.5264     81.2246    0.753231
        1683     99.2416     81.2353     0.75286
        1684     98.8528     81.2458    0.752485
        1685     99.9216     81.2569     0.75212
        1686      71.168     81.2509    0.751698
        1687     92.2896     81.2574    0.751281
        1688         100     81.2685    0.750918
        1689      64.864     81.2588    0.750536
        1690      3.9312     81.2131    0.751485
        1691       22.24     81.1782     0.75185
        1692      99.608     81.1891    0.751484
        1693         100     81.2002    0.751123
        1694     98.6832     81.2105     0.75075
        1695         100     81.2216    0.750389
        1696         100     81.2327    0.750028
        1697         100     81.2437    0.749668
        1698     98.2608     81.2538    0.749293
        1699     98.3392     81.2638     0.74892
        1700     99.8432     81.2748    0.748559
        1701         100     81.2858      0.7482
        1702     99.6864     81.2966    0.747838
        1703         100     81.3076     0.74748
        1704         100     81.3185    0.747122
        1705     99.1536      81.329    0.746757
        1706      99.768     81.3398    0.746397
        1707      81.672       81.34     0.74596
        1708     65.7776     81.3309    0.745579
        1709     99.9216     81.3418    0.745222
        1710     99.8464     81.3526    0.744865
        1711      99.304     81.3631    0.744503
        1712      94.456     81.3707    0.744108
        1713         100     81.3816    0.743753
        1714     99.6896     81.3923    0.743396
        1715     91.4032     81.3981    0.742985
        1716         100     81.4089    0.742631
        1717         100     81.4198    0.742278
        1718     99.6928     81.4304    0.741922
        1719     99.8432     81.4411    0.741567
        1720         100     81.4519    0.741215
        1721         100     81.4627    0.740862
        1722         100     81.4735     0.74051
        1723      98.408     81.4833    0.740146
        1724     99.8432     81.4939    0.739793
        1725     99.8432     81.5046    0.739441
        1726     97.5056     81.5138     0.73907
        1727     99.9216     81.5245    0.738719
        1728      99.536     81.5349    0.738365
        1729         100     81.5456    0.738016
        1730     99.9216     81.5562    0.737665
        1731     99.0256     81.5663    0.737308
        1732         100      81.577    0.736959
        1733         100     81.5876    0.736611
        1734     99.8432     81.5981    0.736261
        1735      98.192     81.6077    0.735899
        1736      99.768     81.6181    0.735549
        1737         100     81.6287    0.735202
        1738     96.5856     81.6373    0.734829
        1739         100     81.6479    0.734483
        1740     99.6896     81.6583    0.734134
        1741     99.5296     81.6685    0.733784
        1742         100      81.679    0.733438
        1743     99.6864     81.6894     0.73309
        1744         100     81.6999    0.732745
        1745     99.8464     81.7103    0.732399
        1746         100     81.7208    0.732054
        1747     99.9216     81.7312    0.731709
        1748      39.448      81.707     0.73169
        1749     40.2208     81.6833    0.731656
        1750     76.2672     81.6802    0.731245
        1751         100     81.6906    0.730902
        1752     99.9216      81.701    0.730559
        1753     84.9184     81.7029    0.730145
        1754      9.0448     81.6614    0.730902
        1755     35.1936      81.635    0.730965
        1756      28.824     81.6049    0.731168
        1757     31.7936     81.5765    0.731301
        1758     99.4144     81.5867    0.730955
        1759     99.2976     81.5968    0.730609
        1760     37.2816     81.5716    0.730628
        1761     54.7824     81.5564    0.730371
        1762     17.1824     81.5198     0.73087
        1763      9.3312     81.4789    0.731601
        1764      7.0576     81.4367    0.732402
        1765     90.1616     81.4416    0.732004
        1766     99.4512     81.4518     0.73166
        1767     98.6464     81.4616    0.731311
        1768         100     81.4721    0.730972
        1769     99.2384     81.4821    0.730628
        1770         100     81.4926     0.73029
        1771     99.4608     81.5027    0.729948
        1772     99.2384     81.5127    0.729605
        1773         100     81.5231    0.729268
        1774      99.768     81.5334     0.72893
        1775     99.3824     81.5435    0.728588
        1776         100     81.5539    0.728252
        1777     99.9216     81.5642    0.727916
        1778         100     81.5746     0.72758
        1779     80.2832     81.5739    0.727171
        1780      9.6752     81.5335    0.727884
        1781      7.8112     81.4921    0.728651
        1782     33.2528      81.465    0.728745
        1783     62.8496     81.4546    0.728411
        1784      97.024     81.4633    0.728055
        1785     98.2736     81.4727    0.727708
        1786     46.7392     81.4533    0.727561
        1787      45.376     81.4331    0.727433
        1788         100     81.4435    0.727101
        1789     99.9216     81.4538    0.726768
        1790     99.6928      81.464    0.726433
        1791     99.8432     81.4742      0.7261
        1792     99.6896     81.4844    0.725766
        1793         100     81.4947    0.725435
        1794     99.9216      81.505    0.725103
        1795     99.3104     81.5149    0.724767
        1796     99.9216     81.5252    0.724436
        1797         100     81.5354    0.724106
        1798     99.6208     81.5455    0.723773
        1799         100     81.5558    0.723443
        1800      59.096     81.5433    0.723149
        1801     12.8928     81.5052    0.723751
        1802     12.1296     81.4667    0.724373
        1803       9.488     81.4267     0.72507
        1804      8.2528     81.3862    0.725802
        1805       40.56     81.3636    0.725752
        1806     99.8432     81.3738    0.725422
        1807         100     81.3841    0.725094
        1808      99.768     81.3943    0.724764
        1809     46.1808     81.3748    0.724625
        1810     95.0576     81.3824    0.724264
        1811     98.6064     81.3919    0.723927
        1812         100     81.4021      0.7236
        1813     99.9216     81.4124    0.723273
        1814     99.8432     81.4225    0.722946
        1815     84.5184     81.4242    0.722549
        1816     38.7616     81.4007    0.722533
        1817      3.0976     81.3576     0.72342
        1818     79.5936     81.3567    0.723022
        1819     99.8432     81.3668    0.722696
        1820     99.9216      81.377    0.722371
        1821     99.4016     81.3869    0.722042
        1822     96.9024     81.3954    0.721696
        1823     97.7136     81.4044    0.721356
        1824     99.9216     81.4145    0.721032
        1825         100     81.4247    0.720709
        1826     99.9216     81.4349    0.720385
        1827         100      81.445    0.720063
        1828     93.5392     81.4516    0.719699
        1829         100     81.4618    0.719377
        1830         100     81.4719    0.719055
        1831     98.5488     81.4812    0.718723
        1832         100     81.4913    0.718402
        1833         100     81.5014    0.718081
        1834     98.1232     81.5105    0.717746
        1835         100     81.5206    0.717426
        1836     99.9216     81.5306    0.717105
        1837         100     81.5407    0.716785
        1838         100     81.5507    0.716466
        1839      99.768     81.5606    0.716145
        1840     99.9216     81.5706    0.715825
        1841         100     81.5806    0.715506
        1842     92.5504     81.5865    0.715142
        1843         100     81.5965    0.714824
        1844     99.3264     81.6062    0.714501
        1845      99.464     81.6158     0.71418
        1846         100     81.6258    0.713862
        1847     90.4496     81.6306    0.713492
        1848         100     81.6405    0.713175
        1849     96.4912     81.6485    0.712834
        1850     81.1792     81.6483    0.712449
        1851     46.4832     81.6293    0.712317
        1852     11.8864     81.5916    0.712927
        1853      83.824     81.5928    0.712544
        1854     99.3072     81.6024    0.712223
        1855      55.024     81.5881    0.711984
        1856     78.4784     81.5864    0.711602
        1857     98.6864     81.5956    0.711278
        1858     95.3056      81.603    0.710934
        1859     90.6544     81.6078    0.710568
        1860     95.4112     81.6153    0.710225
        1861         100     81.6251    0.709912
        1862     72.4848     81.6202    0.709548
        1863      3.6144     81.5784    0.710401
        1864     14.8912     81.5426     0.71092
        1865     23.1664     81.5113    0.711228
        1866     12.4992     81.4743    0.711808
        1867      6.8432     81.4343    0.712548
