#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
        5183     -0.9996 -0.00643048   0.0122551
        5184     -0.9996 -0.00662207   0.0122543
        5185          -1 -0.00681365   0.0122534
        5186     -0.9996 -0.00700509   0.0122525
        5187     -0.9996 -0.00719645   0.0122517
        5188          -1 -0.00738782   0.0122508
        5189          -1 -0.00757911   0.0122499
        5190     -0.9996 -0.00777025   0.0122491
        5191          -1 -0.00796139   0.0122482
        5192          -1 -0.00815247   0.0122473
        5193     -0.9996 -0.00834339   0.0122465
        5194      -0.988   -0.008532   0.0122456
        5195     -0.9848 -0.00871992   0.0122446
        5196      -0.998 -0.00891032   0.0122438
        5197      -0.998 -0.00910063   0.0122429
        5198      -0.994 -0.00929011    0.012242
        5199     -0.9988 -0.00948044   0.0122411
        5200     -0.9984 -0.00967062   0.0122403
        5201     -0.9948 -0.00986003   0.0122394
        5202          -1  -0.0100504   0.0122385
        5203     -0.9984  -0.0102403   0.0122376
        5204          -1  -0.0104305   0.0122367
        5205      -0.534  -0.0105311   0.0122348
        5206      0.1608  -0.0104982   0.0122325
        5207     -0.3708  -0.0105674   0.0122303
        5208     -0.1468  -0.0105935    0.012228
        5209      0.4332  -0.0105084    0.012226
        5210      0.9152  -0.0103307   0.0122249
        5211           1  -0.0101368   0.0122241
        5212      0.9672 -0.00994927   0.0122232
        5213           1 -0.00975553   0.0122224
        5214           1 -0.00956187   0.0122216
        5215      0.9068 -0.00938616   0.0122205
        5216      0.9728 -0.00919785   0.0122196
        5217      0.9988 -0.00900464   0.0122188
        5218      0.8448 -0.00884101   0.0122175
        5219     -0.0972 -0.00885794   0.0122152
        5220     -0.3508 -0.00892345   0.0122131
        5221     -0.3516 -0.00898908   0.0122109
        5222     -0.2536 -0.00903592   0.0122086
        5223       0.376 -0.00896221   0.0122065
        5224      0.9764 -0.00877358   0.0122056
        5225      0.9936 -0.00858174   0.0122048
        5226      0.9996 -0.00838883    0.012204
        5227           1 -0.00819591   0.0122032
        5228      0.9752  -0.0080078   0.0122023
        5229       0.992 -0.00781656   0.0122015
        5230      0.9948 -0.00762486   0.0122007
        5231      0.9908 -0.00743399   0.0121998
        5232      0.9932 -0.00724274    0.012199
        5233      0.9992 -0.00705041   0.0121982
        5234      0.9996 -0.00685808   0.0121973
        5235      0.9992  -0.0066659   0.0121965
        5236           1 -0.00647364   0.0121957
        5237           1 -0.00628146   0.0121949
        5238      0.8848 -0.00611134   0.0121938
        5239      0.9716 -0.00592472   0.0121929
        5240      0.9992  -0.0057329    0.012192
        5241           1   -0.005541   0.0121912
        5242           1 -0.00534918   0.0121904
        5243           1 -0.00515743   0.0121896
        5244      0.9752 -0.00497048   0.0121887
        5245       -0.01 -0.00497144   0.0121864
        5246      0.3364 -0.00490637   0.0121842
        5247      0.2332 -0.00486099    0.012182
        5248     -0.4064  -0.0049375   0.0121799
        5249      0.0588 -0.00492536   0.0121776
        5250      0.0944 -0.00490644   0.0121753
        5251     -0.1468 -0.00493346    0.012173
        5252     -0.4548 -0.00501912    0.012171
        5253      -0.996 -0.00520777   0.0121701
        5254          -1 -0.00539711   0.0121693
        5255     -0.8736 -0.00556232   0.0121681
        5256     -0.9996 -0.00575145   0.0121673
        5257     -0.9652 -0.00593395   0.0121663
        5258     -0.8328 -0.00609121    0.012165
        5259     -0.5656  -0.0061976   0.0121632
        5260     -0.2236 -0.00623894   0.0121609
        5261      -0.092 -0.00625524   0.0121586
        5262      0.1472 -0.00622607   0.0121563
        5263         0.2 -0.00618689   0.0121541
        5264      0.7312 -0.00604681   0.0121526
        5265      0.4576 -0.00595875   0.0121506
        5266     -0.4168 -0.00603676   0.0121485
        5267     -0.5772 -0.00614521   0.0121467
        5268     -0.3056 -0.00620205   0.0121446
        5269       0.258 -0.00615191   0.0121423
        5270       0.276 -0.00609837   0.0121402
        5271      0.7436 -0.00595614   0.0121387
        5272      0.9964 -0.00576601   0.0121379
        5273      0.9836 -0.00557838    0.012137
        5274      0.9996 -0.00538779   0.0121362
        5275      0.9632 -0.00520417   0.0121353
        5276      0.9976  -0.0050141   0.0121345
        5277      0.9968 -0.00482426   0.0121337
        5278      0.3792  -0.0047515   0.0121316
        5279     -0.9128 -0.00492351   0.0121305
        5280     -0.9944 -0.00511091   0.0121297
        5281     -0.9992 -0.00529915   0.0121288
        5282     -0.9996 -0.00548739    0.012128
        5283     -0.9984 -0.00567534   0.0121272
        5284     -0.9372 -0.00585163   0.0121262
        5285      -0.496 -0.00594437   0.0121242
        5286      0.1564 -0.00591366    0.012122
        5287      0.3052 -0.00585481   0.0121198
        5288     -0.0108 -0.00585575   0.0121175
        5289     -0.2744 -0.00590652   0.0121153
        5290      0.0364 -0.00589853    0.012113
        5291      0.1328 -0.00587231   0.0121108
        5292      0.4984 -0.00577702   0.0121089
        5293      0.9996 -0.00558708   0.0121081
        5294      0.9988 -0.00539736   0.0121073
        5295      0.9976 -0.00520793   0.0121065
        5296      0.8448 -0.00504743   0.0121052
        5297      0.4932 -0.00495337   0.0121033
        5298       0.906 -0.00478143   0.0121023
        5299       0.382 -0.00470844   0.0121002
        5300      0.0792  -0.0046926   0.0120979
        5301     -0.2652 -0.00474175   0.0120957
        5302     -0.1596 -0.00477095   0.0120935
        5303     -0.5672 -0.00487701   0.0120917
        5304      0.2472 -0.00482949   0.0120895
        5305      0.0964 -0.00481041   0.0120872
        5306     -0.3456 -0.00487463   0.0120851
        5307     -0.6744 -0.00500079   0.0120835
        5308      -0.544 -0.00510234   0.0120817
        5309     -0.4188 -0.00518026   0.0120796
        5310      0.1316  -0.0051545   0.0120774
        5311       0.414 -0.00507558   0.0120754
        5312      0.2736 -0.00502312   0.0120732
        5313           1 -0.00483395   0.0120724
        5314           1 -0.00464486   0.0120716
        5315           1 -0.00445584   0.0120708
        5316      0.9996 -0.00426697     0.01207
        5317      0.9388  -0.0040896   0.0120691
        5318      0.9972 -0.00390132   0.0120683
        5319      0.8328 -0.00374401    0.012067
        5320           1 -0.00355534   0.0120662
        5321      0.9956 -0.00336756   0.0120654
        5322           1 -0.00317903   0.0120646
        5323           1 -0.00299057   0.0120638
        5324      0.9984 -0.00280248    0.012063
        5325      0.9988 -0.00261438   0.0120622
        5326      0.9996 -0.00242621   0.0120614
        5327      0.9944 -0.00223908   0.0120606
        5328      0.6676 -0.00211336    0.012059
        5329     -0.1228 -0.00213601   0.0120568
        5330      -0.996 -0.00232248    0.012056
        5331          -1 -0.00250962   0.0120552
        5332     -0.9924 -0.00269527   0.0120543
        5333          -1 -0.00288228   0.0120535
        5334     -0.9992 -0.00306907   0.0120527
        5335          -1 -0.00325593   0.0120519
        5336     -0.9972  -0.0034422   0.0120511
        5337     -0.9992 -0.00362878   0.0120503
        5338     -0.9096  -0.0037985   0.0120492
        5339      -0.544 -0.00389968   0.0120474
        5340     -0.6756 -0.00402547   0.0120458
        5341     -0.7268 -0.00416079   0.0120443
        5342     -0.9968 -0.00434661   0.0120434
        5343     -0.6792 -0.00447292   0.0120419
        5344          -1 -0.00465921    0.012041
        5345          -1 -0.00484543   0.0120402
        5346          -1 -0.00503158   0.0120394
        5347          -1 -0.00521765   0.0120386
        5348          -1 -0.00540366   0.0120378
        5349          -1 -0.00558961    0.012037
        5350     -0.9996  -0.0057754   0.0120362
        5351     -0.9992 -0.00596105   0.0120353
        5352     -0.9256 -0.00613288   0.0120343
        5353     -0.9968 -0.00631795   0.0120335
        5354     -0.9988 -0.00650332   0.0120327
        5355          -1 -0.00668885   0.0120319
        5356          -1 -0.00687431    0.012031
        5357     -0.9996 -0.00705962   0.0120302
        5358     -0.9992 -0.00724479   0.0120294
        5359     -0.9984 -0.00742974   0.0120286
        5360          -1 -0.00761493   0.0120278
        5361     -0.9912  -0.0077984   0.0120269
        5362     -0.9984 -0.00798314   0.0120261
        5363     -0.9992 -0.00816797   0.0120253
        5364          -1 -0.00835287   0.0120244
        5365     -0.9304 -0.00852473   0.0120234
        5366     -0.9464 -0.00869952   0.0120225
        5367     -0.9096 -0.00886737   0.0120214
        5368     -0.9968 -0.00905142   0.0120206
        5369     -0.9824 -0.00923271   0.0120197
        5370          -1 -0.00941721   0.0120189
        5371     -0.9976 -0.00960119    0.012018
        5372     -0.9992 -0.00978541   0.0120172
        5373     -0.9996 -0.00996963   0.0120164
        5374     -0.9956   -0.010153   0.0120155
        5375     -0.9968  -0.0103366   0.0120147
        5376     -0.9912   -0.010519   0.0120139
        5377          -1  -0.0107031    0.012013
        5378     -0.9988  -0.0108868   0.0120122
        5379     -0.9992  -0.0110705   0.0120114
        5380          -1  -0.0112543   0.0120106
        5381      -0.994   -0.011437   0.0120097
        5382      -0.992  -0.0116192   0.0120089
        5383     -0.9972  -0.0118023    0.012008
        5384     -0.9992  -0.0119857   0.0120072
        5385     -0.9992   -0.012169   0.0120064
        5386     -0.7608   -0.012308   0.0120049
        5387     -0.9984   -0.012491   0.0120041
        5388       -0.67  -0.0126131   0.0120025
        5389     -0.0152  -0.0126135   0.0120003
        5390      0.8056  -0.0124617    0.011999
        5391      0.6872   -0.012332   0.0119975
        5392      0.9204   -0.012159   0.0119965
        5393           1  -0.0119713   0.0119958
        5394      0.9996  -0.0117838    0.011995
        5395           1  -0.0115962   0.0119942
        5396      0.9668  -0.0114149   0.0119934
        5397      0.5552  -0.0113099   0.0119916
        5398      0.7672  -0.0111657   0.0119903
        5399      0.9768  -0.0109827   0.0119894
        5400      0.9952  -0.0107964   0.0119887
        5401      0.9996  -0.0106093   0.0119879
        5402      0.9996  -0.0104223   0.0119872
        5403      0.9936  -0.0102365   0.0119864
        5404           1  -0.0100495   0.0119856
        5405           1 -0.00986265   0.0119849
        5406           1 -0.00967584   0.0119841
        5407      0.7024 -0.00954415   0.0119826
        5408       0.458 -0.00945769   0.0119807
        5409      0.8508 -0.00929865   0.0119795
        5410      0.9996 -0.00911216   0.0119788
        5411           1 -0.00892567    0.011978
        5412           1 -0.00873925   0.0119772
        5413      0.9864  -0.0085554   0.0119764
        5414           1 -0.00836912   0.0119757
        5415           1  -0.0081829   0.0119749
        5416           1 -0.00799675   0.0119742
        5417           1 -0.00781067   0.0119734
        5418      0.9992 -0.00762481   0.0119726
        5419      0.5672 -0.00751873   0.0119709
        5420      0.5724 -0.00741173   0.0119692
        5421        0.74 -0.00727386   0.0119677
        5422           1 -0.00708809    0.011967
        5423           1 -0.00690238   0.0119662
        5424      0.8092 -0.00675192   0.0119649
        5425      0.2128 -0.00671145   0.0119628
        5426      0.0856 -0.00669443   0.0119606
        5427      0.2816 -0.00664131   0.0119585
        5428      0.3636  -0.0065731   0.0119565
        5429      0.4372 -0.00649136   0.0119546
        5430        0.63 -0.00637414    0.011953
        5431      0.9916 -0.00619039   0.0119522
        5432      0.9904 -0.00600692   0.0119514
        5433      0.9992  -0.0058219   0.0119506
        5434      0.9988 -0.00563703   0.0119499
        5435      0.9984 -0.00545229   0.0119491
        5436       0.994 -0.00526843   0.0119483
        5437      0.9748 -0.00508817   0.0119475
        5438      0.9856 -0.00490599   0.0119467
        5439      0.6408 -0.00478728    0.011945
        5440        0.15 -0.00475882   0.0119429
        5441     -0.2336 -0.00480088   0.0119408
        5442     -0.1672 -0.00483072   0.0119386
        5443      0.7176   -0.004698   0.0119372
        5444      0.9284  -0.0045266   0.0119362
        5445      0.9592 -0.00434961   0.0119353
        5446       0.998 -0.00416555   0.0119345
        5447           1  -0.0039812   0.0119338
        5448      0.9376 -0.00380837   0.0119328
        5449      0.9916 -0.00362569    0.011932
        5450           1 -0.00344154   0.0119313
        5451      0.8804  -0.0032794   0.0119302
        5452      0.3804 -0.00320902   0.0119282
        5453      0.6012 -0.00309818   0.0119265
        5454       0.902 -0.00293223   0.0119255
        5455      0.9984 -0.00274867   0.0119247
        5456      0.7724  -0.0026066   0.0119234
        5457       0.338 -0.00254418   0.0119214
        5458      0.8392 -0.00238996   0.0119202
        5459      0.9756 -0.00221081   0.0119193
        5460      0.9408  -0.0020381   0.0119184
        5461       0.998 -0.00185497   0.0119176
        5462           1 -0.00167155   0.0119169
        5463           1 -0.00148819   0.0119161
        5464           1  -0.0013049   0.0119153
        5465      0.9828 -0.00112483   0.0119145
        5466           1-0.000941676   0.0119137
        5467       0.996 -0.00075932   0.0119129
        5468           1-0.000576298   0.0119122
        5469           1-0.000393344   0.0119114
        5470           1-0.000210457   0.0119106
        5471      0.9976-2.80753e-05   0.0119098
        5472       0.986  0.00015212    0.011909
        5473      0.9208 0.000320336    0.011908
        5474       0.998 0.000502594   0.0119073
        5475      0.9988 0.000684932   0.0119065
        5476           1 0.000867421   0.0119057
        5477      0.9912  0.00104824   0.0119049
        5478      0.9996  0.00123052   0.0119041
        5479       0.718  0.00136134   0.0119027
        5480      0.5652  0.00146423   0.0119009
        5481      0.8864  0.00162569   0.0118999
        5482      0.9312  0.00179526   0.0118989
        5483      0.8932  0.00195783   0.0118978
        5484           1  0.00213982   0.0118971
        5485           1  0.00232175   0.0118963
        5486      0.9768  0.00249938   0.0118954
        5487      0.9996   0.0026811   0.0118947
        5488      0.9952  0.00286195   0.0118939
        5489      0.9992  0.00304347   0.0118931
        5490      0.9592  0.00321763   0.0118922
        5491      0.9896  0.00339727   0.0118914
        5492      0.9968  0.00357815   0.0118906
        5493      0.9964  0.00375889   0.0118898
        5494           1  0.00394023    0.011889
        5495      0.9776  0.00411742   0.0118882
        5496       0.966  0.00429243   0.0118873
        5497           1  0.00447357   0.0118865
        5498      0.9988  0.00465442   0.0118857
        5499           1  0.00483542    0.011885
        5500           1  0.00501636   0.0118842
        5501       0.998  0.00519687   0.0118834
        5502           1  0.00537768   0.0118826
        5503      0.9984  0.00555813   0.0118818
        5504           1  0.00573881    0.011881
        5505      0.9992  0.00591927   0.0118802
        5506       0.848  0.00607221   0.0118791
        5507      0.9716  0.00624754   0.0118782
        5508      0.9996  0.00642789   0.0118774
        5509      0.8916  0.00658856   0.0118763
        5510      0.6544  0.00670613   0.0118748
        5511      0.9956  0.00688557    0.011874
        5512      0.9972  0.00706524   0.0118732
        5513      0.3016  0.00711866   0.0118711
        5514     -0.5012  0.00702648   0.0118694
        5515      -0.702  0.00689791   0.0118679
        5516     -0.9628  0.00672212    0.011867
        5517          -1  0.00653964   0.0118663
        5518     -0.9992  0.00635738   0.0118655
        5519     -0.9396  0.00618598   0.0118646
        5520          -1   0.0060037   0.0118639
        5521     -0.9948  0.00582242   0.0118631
        5522     -0.9968  0.00564085   0.0118624
        5523          -1  0.00545877   0.0118616
        5524          -1  0.00527676   0.0118609
        5525     -0.9988  0.00509502   0.0118601
        5526          -1  0.00491314   0.0118594
        5527      -0.996  0.00473204   0.0118586
        5528     -0.9996  0.00455036   0.0118578
        5529     -0.9996  0.00436875   0.0118571
        5530      -0.994  0.00418821   0.0118563
        5531          -1  0.00400665   0.0118556
        5532          -1  0.00382516   0.0118548
        5533     -0.9996  0.00364381   0.0118541
        5534     -0.9992  0.00346259   0.0118533
        5535     -0.7776  0.00332148    0.011852
        5536      0.4172  0.00339624   0.0118501
        5537      0.8552  0.00355008   0.0118489
        5538      0.9996  0.00372994   0.0118482
        5539           1   0.0039098   0.0118474
        5540      0.6684  0.00402975   0.0118459
        5541      0.9884   0.0042074   0.0118451
        5542           1  0.00438708   0.0118443
        5543      0.9368  0.00455529   0.0118433
        5544       0.382  0.00462338   0.0118414
        5545      -0.672  0.00450135   0.0118399
        5546     -0.9996   0.0043203   0.0118391
        5547     -0.9948  0.00414018   0.0118384
        5548     -0.9988  0.00395941   0.0118376
        5549     -0.9944  0.00377949   0.0118369
        5550     -0.9788  0.00360245   0.0118361
        5551     -0.1852  0.00356844    0.011834
        5552      0.5244  0.00366225   0.0118322
        5553        0.52  0.00375523   0.0118304
        5554     -0.7076  0.00362715    0.011829
        5555     -0.9996  0.00344655   0.0118283
        5556          -1  0.00326595   0.0118275
        5557          -1  0.00308541   0.0118268
        5558     -0.9992  0.00290507    0.011826
        5559     -0.9996  0.00272473   0.0118253
        5560     -0.9992  0.00254453   0.0118245
        5561     -0.9996  0.00236432   0.0118237
        5562     -0.9948  0.00218504    0.011823
        5563     -0.9972  0.00200539   0.0118222
        5564     -0.9996  0.00182538   0.0118215
        5565          -1  0.00164535   0.0118207
        5566     -0.9928  0.00146669   0.0118199
        5567     -0.9972   0.0012873   0.0118192
        5568      -0.998  0.00110783   0.0118184
        5569          -1 0.000928066   0.0118177
        5570     -0.9984 0.000748654   0.0118169
        5571     -0.9192 0.000583522   0.0118159
        5572     -0.9992 0.000404092   0.0118152
        5573          -1 0.000224583   0.0118144
        5574     -0.9952 4.59993e-05   0.0118136
        5575     -0.9964-0.000132735   0.0118129
        5576     -0.9996 -0.00031198   0.0118121
        5577          -1-0.000491232   0.0118114
        5578     -0.9992-0.000670276   0.0118106
        5579     -0.9916-0.000847894   0.0118098
        5580     -0.9984 -0.00102667   0.0118091
        5581     -0.9968 -0.00120509   0.0118083
        5582      -0.998 -0.00138366   0.0118075
        5583     -0.9992 -0.00156239   0.0118068
        5584     -0.9908 -0.00173954    0.011806
        5585     -0.9992 -0.00191814   0.0118052
        5586     -0.9988  -0.0020966   0.0118044
        5587     -0.9996 -0.00227514   0.0118037
        5588     -0.9392 -0.00244281   0.0118028
        5589     -0.2684 -0.00249039   0.0118007
        5590     -0.0956 -0.00250705   0.0117986
        5591     -0.0516 -0.00251583   0.0117965
        5592      0.0192 -0.00251195   0.0117944
        5593     -0.9588 -0.00268293   0.0117936
        5594     -0.9988 -0.00286099   0.0117928
        5595      -0.954 -0.00303099   0.0117919
        5596     -0.9996 -0.00320908   0.0117912
        5597     -0.9976 -0.00338674   0.0117904
        5598     -0.8616 -0.00354005   0.0117893
        5599      -0.554 -0.00363836   0.0117876
        5600     -0.9752 -0.00381186   0.0117868
        5601     -0.9976 -0.00398929    0.011786
        5602     -0.9972 -0.00416658   0.0117852
        5603     -0.9872 -0.00434203   0.0117844
        5604     -0.9996 -0.00451963   0.0117837
        5605          -1 -0.00469723   0.0117829
        5606      -0.998 -0.00487442   0.0117821
        5607          -1  -0.0050519   0.0117814
        5608     -0.9852 -0.00522668   0.0117805
        5609          -1 -0.00540403   0.0117798
        5610     -0.9996 -0.00558125    0.011779
        5611     -0.9764 -0.00575427   0.0117782
        5612     -0.9548 -0.00592338   0.0117773
        5613          -1 -0.00610048   0.0117765
        5614          -1 -0.00627752   0.0117758
        5615      -0.998 -0.00645414    0.011775
        5616          -1 -0.00663105   0.0117742
        5617       -0.97 -0.00680256   0.0117734
        5618          -1 -0.00697935   0.0117726
        5619     -0.9996 -0.00715601   0.0117718
        5620      -0.992 -0.00733125   0.0117711
        5621     -0.7376 -0.00746116   0.0117697
        5622     -0.1996 -0.00749534   0.0117676
        5623      0.2528 -0.00744905   0.0117656
        5624     -0.4176 -0.00752198   0.0117638
        5625     -0.7796 -0.00765924   0.0117625
        5626     -0.9904 -0.00783391   0.0117617
        5627     -0.9992 -0.00801009   0.0117609
        5628     -0.9996 -0.00818628   0.0117601
        5629     -0.9988 -0.00836227   0.0117594
        5630          -1  -0.0085384   0.0117586
        5631     -0.9732 -0.00870971   0.0117578
        5632          -1 -0.00888572    0.011757
        5633     -0.9988 -0.00906146   0.0117562
        5634     -0.9988 -0.00923713   0.0117554
        5635     -0.8484 -0.00938605   0.0117543
        5636     -0.9996 -0.00956175   0.0117535
        5637     -0.7076 -0.00968558   0.0117521
        5638          -1 -0.00986123   0.0117513
        5639      -0.968  -0.0100311   0.0117505
        5640     -0.9992  -0.0102065   0.0117497
        5641          -1   -0.010382   0.0117489
        5642      -0.804  -0.0105227   0.0117477
        5643      -0.996  -0.0106973   0.0117469
        5644          -1  -0.0108726   0.0117461
        5645     -0.9996  -0.0110477   0.0117453
        5646     -0.9924  -0.0112215   0.0117445
        5647     -0.9988  -0.0113964   0.0117438
        5648          -1  -0.0115715    0.011743
        5649     -0.6404  -0.0116828   0.0117414
        5650     -0.4352  -0.0117577   0.0117396
        5651     -0.4484   -0.011835   0.0117378
        5652     -0.3328  -0.0118918   0.0117358
        5653      0.0088  -0.0118881   0.0117338
        5654     -0.2576  -0.0119316   0.0117318
        5655      -0.808  -0.0120724   0.0117305
        5656      -0.994   -0.012246   0.0117298
        5657     -0.9992  -0.0124204    0.011729
        5658      -0.988  -0.0125929   0.0117282
        5659     -0.7392  -0.0127213   0.0117268
        5660      0.3688  -0.0126539   0.0117249
        5661      0.3672  -0.0125868    0.011723
        5662        0.26  -0.0125386   0.0117211
        5663      0.0596  -0.0125259    0.011719
        5664     -0.3284  -0.0125816   0.0117171
        5665     -0.9736  -0.0127513   0.0117162
        5666     -0.9984  -0.0129252   0.0117155
        5667      -0.994  -0.0130984   0.0117147
        5668     -0.9944  -0.0132715   0.0117139
        5669     -0.9988  -0.0134453   0.0117131
        5670     -0.9972  -0.0136188   0.0117123
        5671     -0.8384  -0.0137643   0.0117112
        5672      -0.774  -0.0138983   0.0117099
        5673     -0.9032  -0.0140551   0.0117088
        5674     -0.9996  -0.0142288   0.0117081
        5675     -0.9996  -0.0144024   0.0117073
        5676     -0.9668  -0.0145702   0.0117064
        5677          -1  -0.0147438   0.0117057
        5678          -1  -0.0149173   0.0117049
        5679     -0.9992  -0.0150906   0.0117041
        5680     -0.9988  -0.0152638   0.0117033
        5681     -0.9976  -0.0154367   0.0117025
        5682     -0.9996  -0.0156099   0.0117018
        5683       -0.99  -0.0157814    0.011701
        5684          -1  -0.0159545   0.0117002
        5685     -0.9368  -0.0161165   0.0116993
        5686     -0.3268  -0.0161712   0.0116973
        5687     -0.4372  -0.0162452   0.0116955
        5688      0.0088  -0.0162408   0.0116934
        5689     -0.0632   -0.016249   0.0116914
        5690       0.592  -0.0161421   0.0116898
        5691      0.9996  -0.0159637   0.0116891
        5692      0.9788  -0.0157889   0.0116884
        5693      0.9964  -0.0156111   0.0116877
        5694      0.7036  -0.0154848   0.0116863
        5695       0.988  -0.0153086   0.0116856
        5696      0.9988  -0.0151305   0.0116849
        5697           1  -0.0149524   0.0116842
        5698           1  -0.0147742   0.0116835
        5699           1  -0.0145962   0.0116828
        5700           1  -0.0144182   0.0116821
        5701           1  -0.0142402   0.0116814
        5702      0.9312  -0.0140744   0.0116806
        5703      0.4092  -0.0140002   0.0116787
        5704      0.0264  -0.0139931   0.0116767
        5705     -0.8668  -0.0141426   0.0116756
        5706     -0.9988  -0.0143152   0.0116748
        5707          -1  -0.0144879   0.0116741
        5708      -0.534  -0.0145789   0.0116724
        5709      0.2464  -0.0145332   0.0116704
        5710      0.1972  -0.0144961   0.0116684
        5711       0.612  -0.0143864   0.0116669
        5712           1  -0.0142088   0.0116662
        5713      0.7456  -0.0140758   0.0116649
        5714      0.5672  -0.0139741   0.0116633
        5715      0.4284  -0.0138967   0.0116616
        5716      0.8404  -0.0137472   0.0116605
        5717       0.998  -0.0135703   0.0116598
        5718      0.9904  -0.0133947   0.0116591
        5719           1  -0.0132175   0.0116584
        5720      0.9764  -0.0130445   0.0116576
        5721      0.9776  -0.0128713   0.0116569
        5722      0.9972  -0.0126948   0.0116562
        5723           1  -0.0125178   0.0116555
        5724      0.9996   -0.012341   0.0116548
        5725      0.9876  -0.0121664    0.011654
        5726           1  -0.0119896   0.0116534
        5727           1  -0.0118129   0.0116527
        5728      0.9964  -0.0116369    0.011652
        5729      0.9952  -0.0114611   0.0116512
        5730      0.9988  -0.0112848   0.0116505
        5731      0.9996  -0.0111084   0.0116498
        5732       0.946  -0.0109415    0.011649
        5733      0.9336  -0.0107767   0.0116481
        5734      0.9996  -0.0106005   0.0116474
        5735           1  -0.0104243   0.0116467
        5736      0.9912  -0.0102497    0.011646
        5737           1  -0.0100736   0.0116453
        5738      0.9964 -0.00989815   0.0116446
        5739      0.9948 -0.00972309   0.0116439
        5740       0.978 -0.00955101   0.0116431
        5741      0.9944 -0.00937614   0.0116424
        5742           1 -0.00920035   0.0116417
        5743      0.9472 -0.00903382   0.0116409
        5744      0.3992 -0.00896274   0.0116391
        5745      0.0948 -0.00894468   0.0116371
        5746       0.818 -0.00880077   0.0116359
        5747      0.9996  -0.0086253   0.0116352
        5748      0.9988 -0.00845003   0.0116345
        5749      0.9848 -0.00827727   0.0116338
        5750       0.008 -0.00827443   0.0116318
        5751     -0.9852 -0.00844431    0.011631
        5752     -0.9996 -0.00861662   0.0116302
        5753     -0.4348  -0.0086907   0.0116285
        5754      0.1688 -0.00865985   0.0116265
        5755     -0.0964  -0.0086751   0.0116245
        5756      0.4844 -0.00858944   0.0116228
        5757      0.9988 -0.00841445   0.0116221
        5758           1 -0.00823932   0.0116214
        5759           1 -0.00806425   0.0116207
        5760           1 -0.00788924     0.01162
        5761      0.8836 -0.00773449    0.011619
        5762       0.804 -0.00759361   0.0116178
        5763      0.9996 -0.00741884   0.0116171
        5764      0.9992 -0.00724421   0.0116164
        5765      0.9988  -0.0070697   0.0116157
        5766           1 -0.00689504    0.011615
        5767           1 -0.00672044   0.0116143
        5768      0.8888 -0.00656519   0.0116133
        5769      0.6932 -0.00644389   0.0116119
        5770      0.9984 -0.00626974   0.0116112
        5771      0.9912  -0.0060969   0.0116105
        5772       0.996 -0.00592328   0.0116098
        5773      0.9996 -0.00574911   0.0116091
        5774      0.9652 -0.00558095   0.0116083
        5775           1 -0.00540682   0.0116076
        5776           1 -0.00523276   0.0116069
        5777      0.9512  -0.0050672   0.0116061
        5778      0.0608  -0.0050558   0.0116041
        5779       0.332 -0.00499747   0.0116022
        5780     -0.0144  -0.0049991   0.0116002
        5781      0.3492 -0.00493783   0.0115983
        5782      0.2808 -0.00488841   0.0115964
        5783      0.0492 -0.00487906   0.0115944
        5784     -0.0304 -0.00488347   0.0115924
        5785      -0.006 -0.00488366   0.0115904
        5786     -0.5928 -0.00498527   0.0115889
        5787     -0.9996 -0.00515715   0.0115882
        5788          -1 -0.00532903   0.0115874
        5789          -1 -0.00550085   0.0115867
        5790     -0.9996 -0.00567254    0.011586
        5791     -0.9992  -0.0058441   0.0115852
        5792     -0.9996 -0.00601568   0.0115845
        5793     -0.9996 -0.00618719   0.0115838
        5794     -0.7836 -0.00632137   0.0115826
        5795     -0.4548 -0.00639876   0.0115808
        5796     -0.3656 -0.00646073    0.011579
        5797      0.0536 -0.00645037    0.011577
        5798     -0.1552 -0.00647603    0.011575
        5799      0.0768 -0.00646167    0.011573
        5800      0.0644 -0.00644945    0.011571
        5801      -0.146  -0.0064735   0.0115691
        5802      -0.354  -0.0065334   0.0115672
        5803     -0.2436 -0.00657425   0.0115653
        5804       0.322 -0.00651764   0.0115635
        5805      0.1972 -0.00648255   0.0115615
        5806      0.4816 -0.00639848   0.0115598
        5807      0.9124 -0.00624026   0.0115589
        5808      0.9932 -0.00606818   0.0115582
        5809      0.9984 -0.00589527   0.0115575
        5810      0.9952 -0.00572296   0.0115568
        5811      0.9988 -0.00555009   0.0115561
        5812      0.9832 -0.00537997   0.0115554
        5813      0.9996 -0.00520709   0.0115547
        5814           1 -0.00503419    0.011554
        5815      0.9924 -0.00486267   0.0115533
        5816      0.9964 -0.00469051   0.0115526
        5817      0.9996 -0.00451786   0.0115519
        5818      0.9948  -0.0043461   0.0115512
        5819           1  -0.0041735   0.0115505
        5820      0.9784 -0.00400467   0.0115497
        5821           1 -0.00383219    0.011549
        5822           1 -0.00365977   0.0115483
        5823       0.562 -0.00356263   0.0115468
        5824      0.6776 -0.00344567   0.0115454
        5825        0.55 -0.00335066   0.0115438
        5826       0.954 -0.00318634    0.011543
        5827           1 -0.00301418   0.0115423
        5828       0.978 -0.00284585   0.0115415
        5829        0.88 -0.00269439   0.0115405
        5830           1  -0.0025224   0.0115398
        5831           1 -0.00235047   0.0115391
        5832      0.9996 -0.00217867   0.0115384
        5833      0.9972 -0.00200734   0.0115377
